tse_id,url,info_uf,info_muni,info_position,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15
BA-04421/2020,https://www.paranapesquisas.com.br/wp-content/uploads/2020/09/M%C3%ADdia_Salvador_Set20.pdf,BA,SALVADOR,Prefeito,1,P,1,,,BRUNO REIS,"34,9",SARGENTO ISIDORIO,"15,5",LIDICE DA MATA,"12,9",OLIVIA SANTANA,"4,5",MAJOR DENICE,"4,1",JOAO CARLOS BACELAR,4,CEZAR LEITE,"2,7",HILTON COELHO,"2,7",,,,,,,,,,,,,,
BA-04421/2020,https://www.paranapesquisas.com.br/wp-content/uploads/2020/09/M%C3%ADdia_Salvador_Set20.pdf,BA,SALVADOR,Prefeito,1,P,0,,,ACM NETO,"17,1",BRUNO REIS,"8,8",SARGENTO ISIDORIO,"1,2",,,,,,,,,,,,,,,,,,,,,,,,
BA-00099/2020,https://www.bahianoticias.com.br/noticia/251287-bn-seculus-atual-prefeito-de-quixabeira-reginaldo-tem-preferencia-nas-intencoes-de-voto.html,BA,QUIXABEIRA,Prefeito,1,P,1,,,REGINALDO,"52,17",DOURENILSON,"29,08",JESSE,"2,17",,,,,,,,,,,,,,,,,,,,,,,,
BA-00099/2020,https://www.bahianoticias.com.br/noticia/251287-bn-seculus-atual-prefeito-de-quixabeira-reginaldo-tem-preferencia-nas-intencoes-de-voto.html,BA,QUIXABEIRA,Prefeito,1,P,0,,,REGINALDO,"51,36",DOURENILSON,"23,91",JESSE,"1,09",,,,,,,,,,,,,,,,,,,,,,,,
BA-07612/2020,https://www.bahianoticias.com.br/noticia/251448-bn-seculus-prefeito-andre-andrade-tem-preferencia-entre-eleitores-de-queimadas.html,BA,QUEIMADAS,Prefeito,1,P,1,,,ANDRE ANDRADE,"51,06",ANDRE DE EDIVALDO,"31,36",,,,,,,,,,,,,,,,,,,,,,,,,,
BA-09606/2020,https://www.bahianoticias.com.br/noticia/252387-bn-seculus-dailton-filho-lidera-corrida-eleitoral-em-madre-de-deus.html,BA,MADRE DE DEUS,Prefeito,1,P,0,,,DAILTON FILHO,"37,15",JAILTON FILHO,"27,31",SINHO,"3,61",,,,,,,,,,,,,,,,,,,,,,,,
BA-09606/2020,https://www.bahianoticias.com.br/noticia/252387-bn-seculus-dailton-filho-lidera-corrida-eleitoral-em-madre-de-deus.html,BA,MADRE DE DEUS,Prefeito,1,P,1,,,DAILTON FILHO,"37,35",JAILTON POLICIA,"27,91",SINHO,"5,02",,,,,,,,,,,,,,,,,,,,,,,,
BA-08392/2020,https://www.bahianoticias.com.br/noticia/251411-bn-seculus-sergio-passos-aparece-na-frente-na-corrida-eleitoral-de-2020-em-saude.html,BA,SAÚDE,Prefeito,1,P,1,,,SERGIO PASSOS,"32,95",AUCI,"20,97",ALAN ROCHA,"16,82",IGOR JATOBA,"4,61",,,,,,,,,,,,,,,,,,,,,,
BA-08392/2020,https://www.bahianoticias.com.br/noticia/251411-bn-seculus-sergio-passos-aparece-na-frente-na-corrida-eleitoral-de-2020-em-saude.html,BA,SAÚDE,Prefeito,1,P,0,,,SERGIO PASSOS,"29,49",AUCI,"17,97",ALAN ROCHA,"13,36",IGOR JATOBA,"2,53",,,,,,,,,,,,,,,,,,,,,,
BA-08957/2020,https://www.bahianoticias.com.br/noticia/252365-bn-seculus-prefeito-fabio-aparece-em-vantagem-entre-os-eleitores-de-seabra.html,BA,SEABRA,Prefeito,1,P,1,,,FABIO LAGO SUL,"54,63",ROCHINHA,"20,9",MARCAO,"2,61",ADRIANA DA APLB,"1,19",,,,,,,,,,,,,,,,,,,,,,
BA-08957/2020,https://www.bahianoticias.com.br/noticia/252365-bn-seculus-prefeito-fabio-aparece-em-vantagem-entre-os-eleitores-de-seabra.html,BA,SEABRA,Prefeito,1,P,0,,,FABIO LAGO SUL,"47,74",ROCHINHA,"14,01",MARCAO,"1,9",,,,,,,,,,,,,,,,,,,,,,,,
BA-07955/2020,https://www.bahianoticias.com.br/noticia/252362-bn-seculus-mauro-vieira-e-preferencia-entre-5772-dos-eleitores-de-anguera.html,BA,ANGUERA,Prefeito,1,P,1,,,MAURO VIEIRA,"57,72",JOSE AUGUSTO,"27,91",,,,,,,,,,,,,,,,,,,,,,,,,,
BA-07955/2020,https://www.bahianoticias.com.br/noticia/252362-bn-seculus-mauro-vieira-e-preferencia-entre-5772-dos-eleitores-de-anguera.html,BA,ANGUERA,Prefeito,1,P,0,,,MAURO VIEIRA,"50,14",JOSE AUGUSTO,"22,76",,,,,,,,,,,,,,,,,,,,,,,,,,
BA-06517/2020,https://www.bahianoticias.com.br/noticia/252161-bn-seculus-je-assuncao-aparece-em-vantagem-entre-eleitores-de-ibirapitanga.html,BA,IBIRAPITANGA,Prefeito,1,P,1,,,JE ASSUNÇÃO,"43,94",PAULINHO DE RAVAN,"29,01",CIVANILTON,"7,04",,,,,,,,,,,,,,,,,,,,,,,,
BA-06517/2020,https://www.bahianoticias.com.br/noticia/252161-bn-seculus-je-assuncao-aparece-em-vantagem-entre-eleitores-de-ibirapitanga.html,BA,IBIRAPITANGA,Prefeito,1,P,0,,,JE ASSUNÇÃO,"42,82",PAULINHO DE RAVAN,"28,17",CIVANILTON,"6,76",,,,,,,,,,,,,,,,,,,,,,,,
BA-00235/2020,https://www.bahianoticias.com.br/noticia/252423-bnseculus-azevedo-tem-vantagem-mas-disputa-mostra-acirramento-em-itabuna.html,BA,ITABUNA,Prefeito,1,p,1,,,CAPITAO AZEVEDO,"26,47",AUGUSTO CASTRO,"20,27",DR. MANGABEIRA,"10,22",GERALDO SIMOES,"8,04",DR. ISAAC,"3,18",GUINHO,"2,68",SOM GOMES,"2,68",VANE DO RENASCER,"2,18",CHARLIANE SOUZA,"1,34",PROFESSOR MAX,"1,17",,,,,,,,,,
BA-00235/2020,https://www.bahianoticias.com.br/noticia/252423-bnseculus-azevedo-tem-vantagem-mas-disputa-mostra-acirramento-em-itabuna.html,BA,ITABUNA,Prefeito,1,p,0,,,CAPITAO AZEVEDO,"25,13",AUGUSTO CASTRO,"17,25",DR. MANGABEIRA,"8,54",GERALDO SIMOES,"7,87",SOM GOMES,"3,85",GUINHO,"2,01",ISAAC,"1,68",CHARLIANE,"1,34",,,,,,,,,,,,,,
BA-09298/2020,https://www.bahianoticias.com.br/noticia/252158-bn-seculus-levantamento-mostra-preferencia-de-eleitores-de-itagi-por-dr-olival.html,BA,ITAGI,Prefeito,1,P,1,,,DR. OLIVAL,"72,02",DR. FABIO,"7,2",ALEX DA SAUDE,"4,71",,,,,,,,,,,,,,,,,,,,,,,,
BA-09298/2020,https://www.bahianoticias.com.br/noticia/252158-bn-seculus-levantamento-mostra-preferencia-de-eleitores-de-itagi-por-dr-olival.html,BA,ITAGI,Prefeito,1,P,0,,,DR. OLIVAL,"69,25",DR. FABIO,"7,2",ALEX DA SAUDE,"4,99",,,,,,,,,,,,,,,,,,,,,,,,
BA-01268/2020,https://euclidesdacunha.com/2020/08/03/eleicoes-2020-luciano-pinheiro-sai-na-frente-em-disputa-contra-fatima-nunes-e-pequinho-abreu/,BA,EUCLIDES DA CUNHA,Prefeito,1,p,1,,,DR LUCIANO,"46,17",FATIMA NUNES,"34,58",,,,,,,,,,,,,,,,,,,,,,,,,,
BA-01268/2020,https://euclidesdacunha.com/2020/08/03/eleicoes-2020-luciano-pinheiro-sai-na-frente-em-disputa-contra-fatima-nunes-e-pequinho-abreu/,BA,EUCLIDES DA CUNHA,Prefeito,1,p,0,,,DR LUCIANO,"42,24",FATIMA NUNES,"32,71",,,,,,,,,,,,,,,,,,,,,,,,,,
MA-07724/2020,https://johnribeiro.com.br/2020/08/veja-ultimas-pesquisas-para-prefeito-de-sao-luis/,MA,SÃO LUÍS,Prefeito,1,P,,,,EDUARDO BRAIDE,"39,7",DUARTE JUNIOR,"11,1",NETO EVANGELISTA,"7,5",WELLINGTON DO CURSO,"4,7",BIRA DO PANDARE,"4,5",ADRIANO SARNEY,"3,6",DETINHA,"1,2",,,,,,,,,,,,,,,,
MA-05532/2020,https://acartapolitica.com.br/2020/08/10/estimulada-veja-os-numeros-da-pesquisa-ibope-em-sao-luis/,MA,SÃO LUÍS,Prefeito,1,P,1,,,EDUARDO BRAIDE,39,DUARTE JUNIOR,13,WELLINGTON DO CURSO,9,NETO EVANGELISTA,8,BIRA DO PANDARE,5,ADRIANO SARNEY,3,DETINHA,2,JEISAEL,2,RUBENS,2,CARLOS MADEIRA,1,YGLESIO,1,,,,,,,,
ES-01361/2020,http://www.culturafmcastelo.com.br/site/conteudo.asp?codigo=9218,ES,CACHOEIRO DE ITAPEMIRIM,Prefeito,1,P,1,,,DIEGO LIBARDI,"2,5",ANDRE MAITAN,"1,75",FABRICIO DO ZUMBI,"3,5",FAYDA BELO,"4,25",IZAIAS JUNIOR,"2,25",JOANA D'ARCK CAETANO,"1,5",JONAS NOGUEIRA,"7,5",JOSE TASSO,"7,25",PROFESSOR BRENO,"1,25",RENATA FIORIO,2,VICTOR COELHO,"29,5",,,,,,,,
MT-07691/2020,https://www.leiagora.com.br/noticia/86116/pesquisa-aponta-que-69-nao-querem-reeleicao-de-emanuel,MT,CUIABÁ,Prefeito,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-03195/2020,https://noticiasmaranhao.com/sem-categoria/buriticupu-joao-carlos-lidera-pesquisa-eleitoral-no-municipio/,MA,BURITICUPU,Prefeito,1,P,0,,,JOAO CARLOS,9,RAIMUNDO FILHO,"5,5",ARNOLDO,"5,3",FRANCISCA PRIMO,4,CHAQUINHA MACEDO,"2,7",CHICO DO ARMAZEM,2,,,,,,,,,,,,,,,,,,
MA-03195/2020,https://noticiasmaranhao.com/sem-categoria/buriticupu-joao-carlos-lidera-pesquisa-eleitoral-no-municipio/,MA,BURITICUPU,Prefeito,1,P,1,,,JOAO CARLOS,"20,2",ARNOLDO,"17,5",FRANCISCA PRIMO,"14,5",RAIMUNDO FILHO,10,CHICO DO ARMAZEM,4,CHAQUINHA MACEDO,"3,2",MARIA JOSE,"1,5",PROF. DANIEL,"1,3",EURANDINO VALERO,1,,,,,,,,,,,,
MA-01514/2020,https://johncutrim.com.br/pesquisa-instituto-amostragem-aponta-para-vitoria-folgada-de-ferdinando-coutinho-sobre-gabriel-tenorio/,MA,MATÕES,Prefeito,1,P,1,,,FERDINANDO COUTINHO,"54,6",GABRIEL TENORIO,"33,6",,,,,,,,,,,,,,,,,,,,,,,,,,
MA-01514/2020,https://johncutrim.com.br/pesquisa-instituto-amostragem-aponta-para-vitoria-folgada-de-ferdinando-coutinho-sobre-gabriel-tenorio/,MA,MATÕES,Prefeito,1,P,0,,,FERDINANDO COUTINHO,48,GABRIEL TENORIO,"27,2",,,,,,,,,,,,,,,,,,,,,,,,,,
MG-03380/2020,https://www.otempo.com.br/o-tempo-betim/pesquisa-da-cdl-aponta-lideranca-de-vittorio-medioli-1.2380858,MG,BETIM,Prefeito,1,P,1,,,VITTORIO MEDIOLI,47,MARIA DO CARMO LARA,16,VINICIUS RESENDE,5,DR. XAROPINHO,2,DORINHA,1,JUNIOR ARAUJO,1,,,,,,,,,,,,,,,,,,
MG-03380/2020,https://www.otempo.com.br/o-tempo-betim/pesquisa-da-cdl-aponta-lideranca-de-vittorio-medioli-1.2380858,MG,BETIM,Prefeito,1,P,0,,,VITTORIO MEDIOLI,27,MARIA DO CARMO LARA,3,VINICIUS RESENDE,1,,,,,,,,,,,,,,,,,,,,,,,,
GO-08474/2020,https://mottafilho.com.br/novo/2020/09/03/pesquisa-aponta-valmir-pedro-na-frente-com-5938-dos-votos-para-prefeito/,GO,URUAÇU,Prefeito,1,P,1,,,VALMIR PEDRO,"57,62",MACHADINHO,"24,41",ANA PAULA,"2,73",,,,,,,,,,,,,,,,,,,,,,,,
GO-08474/2020,https://mottafilho.com.br/novo/2020/09/03/pesquisa-aponta-valmir-pedro-na-frente-com-5938-dos-votos-para-prefeito/,GO,URUAÇU,Prefeito,1,P,0,,,VALMIR PEDRO,"45,88",MACHADINHO,"16,08",ANA PAULA,"1,18",,,,,,,,,,,,,,,,,,,,,,,,
PA-05469/2020,https://www.paranapesquisas.com.br/pesquisas/pesquisa-belem-eleicoes-municipais-de-2020-e-avaliacao-das-administracoes-federal-estadual-e-municipal-agosto-2020/,PA,BELÉM,Prefeito,1,P,1,,,EDMILSON RODRIGUES,"39,3",CELSO SABINO,"11,3",CASSIO ANDRADE,9,DELEGADO EGUCHI,"5,1",ORLANDO REIS,5,GUSTAVO SEFER,"2,1",,,,,,,,,,,,,,,,,,
PA-05469/2020,https://www.paranapesquisas.com.br/pesquisas/pesquisa-belem-eleicoes-municipais-de-2020-e-avaliacao-das-administracoes-federal-estadual-e-municipal-agosto-2020/,PA,BELÉM,Prefeito,1,P,0,,,EDMILSON RODRIGUES,"7,3",EDER MAURO,"2,3",ZENALDO COUTINHO,1,,,,,,,,,,,,,,,,,,,,,,,,
MA-02778/2020,https://caiohostilio.com/2020/08/03/97612/,MA,CAXIAS,Prefeito,1,P,1,,,FABIO GENTIL,59,ADELMO SOARES,16,JUNIOR MARTINS,5,TINO CASTRO,1,PROF ARNALDO RODRIGUES,1,LUIS CARLOS MOURA,1,CESAR SABA,1,,,,,,,,,,,,,,,,
MA-02778/2020,https://caiohostilio.com/2020/08/03/97612/,MA,CAXIAS,Prefeito,1,P,0,,,FABIO GENTIL,41,ADELMO SOARES,10,PAULO MARINHO JR,1,LEO COTINHO,1,,,,,,,,,,,,,,,,,,,,,,
PR-05371/2020,https://portaloregional.com/junior-weiller-lidera-pesquisa-com-727-das-intencoes-dos-votos-validos-em-jesuitas/,PR,JESUÍTAS,Prefeito,1,P,1,,1,JUNIOR WEILLER,"72,7",NEIA DE SOUZA,"27,3",,,,,,,,,,,,,,,,,,,,,,,,,,
SP-07308/2020,http://www.acomarca.com.br/2020/09/fls-pesquisa-carlos-nelson-e-paulo.html,SP,MOGI MIRIM,Prefeito,1,P,1,,,CARLOS NELSON,"24,5",PAULO SILVA,"23,3",ANDRE MAZON,14,RICARDO BRANDAO,7,DANILO ZINETTI,"2,3",ELIAS AJUB,"1,5",,,,,,,,,,,,,,,,,,
SP-07308/2020,http://www.acomarca.com.br/2020/09/fls-pesquisa-carlos-nelson-e-paulo.html,SP,MOGI MIRIM,Prefeito,1,P,0,,,CARLOS NELSON,"18,3",PAULO SILVA,"16,8",ANDRE MAZON,7,RICARDO BRANDAO,"1,7",ELIAS AJUB,"1,5",,,,,,,,,,,,,,,,,,,,
RN-05253/2020,https://jandairaemfoco.blogspot.com/2020/09/pesquisa-bg-bramane-extremozprefeito.html,RN,EXTREMOZ,Prefeito,1,P,1,,,EDUARDO MOTTA,"13,8",JUSSARA SALES,"12,8",ENILTON TRINDADE,"10,2",RENATA REGO,"10,2",JOAZ ,"3,2",CAIO BRUNO,3,PADRE EDILSON,"2,8",,,,,,,,,,,,,,,,
RN-05253/2020,https://blogdomontoril.com.br/blog/noticia.php?id=91094,RN,EXTREMOZ,Prefeito,1,P,0,,,JUSSARA SALES,"11,2",RENATA REGO,11,EDUARDO MOTTA,"9,3",ENILTON TRINDADE,"8,8",JOAZ,"3,7",PADRE EDILSON,"2,7",CAIO BRUNO,"2,7",,,,,,,,,,,,,,,,
RJ-05322/2020,https://www.gazetadopovo.com.br/eleicoes/2020/pesquisa-eleitoral/prefeito-niteroi-rj-set-2020/,RJ,NITERÓI,Prefeito,1,P,0,,,RODRIGO NEVES,"8,8",AXEL GRAEL,"6,9",FELIPE PEIXOTO,2,ANTONIO RAYOL,"1,3",FLAVIO SERAFINI,"1,1",,,,,,,,,,,,,,,,,,,,
RJ-05322/2020,https://www.gazetadopovo.com.br/eleicoes/2020/pesquisa-eleitoral/prefeito-niteroi-rj-set-2020/,RJ,NITERÓI,Prefeito,1,P,1,,,AXEL GRAEL,"24,9",FELIPE PEIXOTO,"21,6",BRUNO LESSA,8,FLAVIO SERAFINI,"6,8",JULIANA BENICIO,"2,3",ANTONIO RAYOL,2,DELEGADO DEULER DA ROCHA,2,,,,,,,,,,,,,,,,
MA-04983/2020,https://oinformante.blog.br/notas/liminar-da-justica-eleitoral-impede-divulgacao-de-pesquisa/,MA,JOÃO LISBOA,Prefeito,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES-09816/2020,https://sitebarra.com.br/v7/romualdo-lidera-sucessao-em-boa-esperanca.html,ES,BOA ESPERANÇA,Prefeito,1,P,1,,,CHARLES FARIA,"5,07",CLAUDIO RODRIGUES,"4,85",LAURO VIEIRA,"8,59",PROFESSOR EVERALDO,"2,20",ROMUALDO MILANESE,"52,64",,,,,,,,,,,,,,,,,,,,
RJ-04390/2020,https://www.gazetadopovo.com.br/eleicoes/2020/pesquisa-eleitoral/prefeito-rio-de-janeiro-rj-ago-2020/,RJ,RIO DE JANEIRO,Prefeito,1,P,0,,,EDUARDO PAES,9,MARCELO CRIVELLA,6,MARCELO FREIXO,1,RENATA SOUZA,1,BENEDITA DA SILVA,1,DELEGADA MARTHA ROCHA,1,,,,,,,,,,,,,,,,,,
RJ-04390/2020,https://www.gazetadopovo.com.br/eleicoes/2020/pesquisa-eleitoral/prefeito-rio-de-janeiro-rj-ago-2020/,RJ,RIO DE JANEIRO,Prefeito,1,P,1,,,EDUARDO PAES,25,MARCELO CRIVELLA,16,MARTHA ROCHA,7,BENEDITA DA SILVA,7,CABO DACIOLO,5,RENATA SOUZA,2,MARCELO CALERO,1,CLARISSA GAROTINHO,1,PAULO MARINHO,1,CRISTIANE BRASIL,1,GLORIA HELOIZA,1,RODRIGO AMORIM,1,FRED LUZ,1,,,,
ES-05828/2020,https://www.facebook.com/Ipopespesquisas/photos/a.655725221164808/4328167723920521/,ES,PONTO BELO,Prefeito,1,P,1,,,JAIMINHO,"57,45",ROSE,"17,06",KID ROCHA,"1,62",,,,,,,,,,,,,,,,,,,,,,,,
BA-03606/2020,https://www.seligaalagoinhas.com.br/2020/08/07/fidel-dantas-lidera-pesquisa-eleitoral-em-aramari/,BA,ARAMARI,Prefeito,1,P,0,,,ARILSON,"5,7",FIDEL,"39,9",ZE CARLOS,27,,,,,,,,,,,,,,,,,,,,,,,,
BA-03606/2020,https://www.seligaalagoinhas.com.br/2020/08/07/fidel-dantas-lidera-pesquisa-eleitoral-em-aramari/,BA,ARAMARI,Prefeito,1,P,1,,,ARILSON,"9,6",FIDEL,"42,7",ZE CARLOS,"32,4",,,,,,,,,,,,,,,,,,,,,,,,
MA-06623/2020,https://luiscardoso.com.br/politica/2020/09/junior-marreca-confirma-em-pesquisa-vantagem-da-prefeita-dra-jesus-de-governador-archer-ma/,MA,GOVERNADOR ARCHER,Prefeito,1,P,1,,,DRA JESUS,"55,34",LEIDE,"36,27",,,,,,,,,,,,,,,,,,,,,,,,,,
MA-06623/2020,https://luiscardoso.com.br/politica/2020/09/junior-marreca-confirma-em-pesquisa-vantagem-da-prefeita-dra-jesus-de-governador-archer-ma/,MA,GOVERNADOR ARCHER,Prefeito,1,P,1,,,DRA JESUS,"52,79",JACKSON VALERIO,"41,15",,,,,,,,,,,,,,,,,,,,,,,,,,
MA-05799/2020,https://www.blogdoantoniomartins.com/eleicoes-2020-pesquisa-aponta-empate-tecnico-em-sao-joao-do-soter/,MA,SÃO JOÃO DO SOTER,Prefeito,1,P,1,,,JOSA SILVA,"41,76",WELLINGTON MOURA,"40,18",DR. TAIRO ROCHA,"11,83",,,,,,,,,,,,,,,,,,,,,,,,
GO-07804/2020,http://www.jornaldiariodonorte.com.br/noticias/luizinho-lidera-com-58-5-31082059,GO,MUTUNÓPOLIS,Prefeito,1,P,1,,,LUIZ MARTINS,"58,5",JUNIOR DO JONAS,"25,6",,,,,,,,,,,,,,,,,,,,,,,,,,
GO-07804/2020,http://www.jornaldiariodonorte.com.br/noticias/luizinho-lidera-com-58-5-31082059,GO,MUTUNÓPOLIS,Prefeito,1,P,0,,,LUIZ MARTINS,"48,1",JUNIOR DO JONAS,"19,7",NUBIA MARQUES,3,,,,,,,,,,,,,,,,,,,,,,,,
SP-01195/2020,https://www.santaportal.com.br/noticia/62742-confira-o-resultado-da-pesquisa-de-intencao-de-voto-para-vereador-na-bs,SP,GUARUJÁ,Prefeito,0,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-01195/2020,http://www.badracomunicacao.com.br/publico/include/download.php?file=32,SP,GUARUJÁ,Prefeito,1,P,0,,,VALTER SUMAN,"32,9",FARID MADI,"1,1",,,,,,,,,,,,,,,,,,,,,,,,,,
