tse_id,url,info_uf,info_muni,info_position,util,position,estimulada,suspensa,vv,cand1,resul1,part1,cand2,resul2,part2,cand3,resul3,part3,cand4,resul4,part4,cand5,resul5,part5,cand6,resul6,part6,cand7,resul7,part7,cand8,resul8,part8,cand9,resul9,part9,cand10,resul10,part10,cand11,resul11,part11,cand12,resul12,part12,cand13,resul13,part13,cand14,resul14,part14,cand15,resul15,part15,unnamed: 55,unnamed: 56,unnamed: 57,unnamed: 58,unnamed: 59,unnamed: 60,unnamed: 61,unnamed: 62,unnamed: 63,unnamed: 64,unnamed: 65,unnamed: 66,unnamed: 67,unnamed: 68,unnamed: 69,unnamed: 70,unnamed: 71,unnamed: 72,unnamed: 73,unnamed: 74,unnamed: 75,unnamed: 76,unnamed: 77,unnamed: 78,unnamed: 79,unnamed: 80,unnamed: 81,unnamed: 82,unnamed: 83,unnamed: 84,unnamed: 85,unnamed: 86,unnamed: 87,unnamed: 88,unnamed: 89,unnamed: 90,unnamed: 91,unnamed: 92,unnamed: 93,unnamed: 94,unnamed: 95,unnamed: 96,unnamed: 97,unnamed: 98,unnamed: 99,unnamed: 100,unnamed: 101,unnamed: 102,unnamed: 103,unnamed: 104,unnamed: 105,unnamed: 106,unnamed: 107,unnamed: 108,unnamed: 109,unnamed: 110,unnamed: 111,unnamed: 112,unnamed: 113,unnamed: 114,unnamed: 115,unnamed: 116,unnamed: 117,unnamed: 118,unnamed: 119,unnamed: 120,unnamed: 121,unnamed: 122,unnamed: 123,unnamed: 124,unnamed: 125,unnamed: 126,unnamed: 127,unnamed: 128,unnamed: 129,unnamed: 130,unnamed: 131,unnamed: 132,unnamed: 133
PB-03801/2020,https://www.maispb.com.br/479308/sousa-fabio-tyrone-larga-com-435-e-tem-o-dobro-do-2o-colocado-confira.html,PB,SOUSA,Prefeito,1.0,P,1.0,,,FABIO TYRONE,"43,5",CIDADANIA,ZE CELIO,"21,5",PSC,ANDRE GADELHA,"10,8",MDB,LEONARDO GADELHA,"2,8",PSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB-04014/2020,https://www.falaparaiba.com/2020/08/pb-agoradatavox-com-448-das-intencoes.html,PB,PRINCESA ISABEL,Prefeito,1.0,P,1.0,,,RICARDO PEREIRA,"44,8",CIDADANIA,ALAN MOURA,"20,9",DEM,SIDNEY FILHO,7,PSDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB-04014/2020,https://www.pbagora.com.br/noticia/paraiba/pb-agora-datavox-pesquisa-espontanea-tambem-aponta-ricardo-pereira-na-dianteira-com-44-dr-alan-e-2o-com-211/,PB,PRINCESA ISABEL,Prefeito,1.0,P,0.0,,,RICARDO PEREIRA,44,CIDADANIA,ALAN MOURA,"21,1",DEM,SIDNEY FILHO,"4,7",PSDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB-05755/2020,https://www.maispb.com.br/478151/cabedelo-vitor-hugo-lidera-com-folga-pesquisa-redemais-opiniao.html,PB,CABEDELO,Prefeito,1.0,P,1.0,,,VITOR HUGO,"48,3",DEM,ANDRE LIMA,6,PDT,MARCOS PATRICIO,6,PSOL,MORGANA MACENA,"2,8",MDB,NENO,2,PATRIOTAS,MURILO GALDINO,1,CIDADANIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE-04565/2020,https://www.blogdanoeliabrito.com/2020/07/empresas-fazem-pesquisas-de-graca-so.html,PE,OLINDA,Prefeito,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE-05102/2020,http://revista.algomais.com/colunistas/rafaeldantas/confira-os-resultados-da-primeira-pesquisa-eleitoral-do-recife,PE,RECIFE,Prefeito,1.0,P,1.0,,,DANIEL COELHO,"15,5",CIDADANIA,MARILIA ARRAES,"12,3",PT,JOAO CAMPOS,"9,8",PSB,MENDONÇA FILHO,"9,6",DEM,PATRICIA DOMINGOS,"6,4",PODEMOS,ALBERTO FEITOSA,1,PSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE-05102/2020,https://portaldeprefeitura.com.br/2020/07/06/pesquisa-no-recife-aponta-empate-tecnico-entre-daniel-155-marilia-123-joao-98-e-mendonca-96/,PE,RECIFE,Prefeito,1.0,P,0.0,,,GERALDO JULIO,"3,6",,JOAO CAMPOS,"1,6",PSB,PATRICIA DOMINGOS,"1,4",PODEMOS,DANIEL COELHO,"1,2",CIDADANIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE-06059/2020,http://acaopopular.net/jornal/anderson-seria-reeleito-no-1o-turno-diz-potencial/,PE,JABOATÃO DOS GUARARAPES,Prefeito,1.0,P,0.0,,,ANDERSON FERREIRA,31,PL,ULISSES TENORIO,4,PSB,DANIEL ALVES,3,MDB,JOEL DA HARPA,1,PP,MAIRA,1,,SEVERINO DE JESUS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE-06059/2020,http://acaopopular.net/jornal/anderson-seria-reeleito-no-1o-turno-diz-potencial/,PE,JABOATÃO DOS GUARARAPES,Prefeito,1.0,P,1.0,,,ANDERSON FERREIRA,45,PL,DANIEL ALVES,5,MDB,ULISSES TENORIO,5,PSB,JOEL DA HARPA,3,PP,EDUARDO PORTO,2,PTC,SILVIO DA COSTA,2,PRB,JOAQUIM BARRETO,1,PMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE-07967/2020,https://pbpe.com.br/2020/06/29/pesadelo-de-lula-cabral-no-cabo-delegado-resende-lidera-pesquisa-eleitoral-registrada-no-tse/,PE,CABO DE SANTO AGOSTINHO,Prefeito,1.0,P,1.0,,,ANTONIO RESENDE,31,,LULA CABRAL,15,,ELIAS GOMES,13,,KEKO DO ARMAZEM,11,,VADO DA FARMACIA,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE-08257/2020,https://www.blogdanoeliabrito.com/2020/07/empresas-fazem-pesquisas-de-graca-so.html,PE,RECIFE,Prefeito,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE-08779/2020,https://www.blogdanoeliabrito.com/2020/07/empresas-fazem-pesquisas-de-graca-so.html,PE,RECIFE,Prefeito,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-00422/2020,https://www.portalr10.com/noticia/52045/prefeito-joao-luis-lidera-a-corrida-eleitoral-em-monsenhor-gil,PI,MONSENHOR GIL,Prefeito,1.0,P,0.0,,,JOAO LUIS,"27,81",,PAULO ROBERTO,"14,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-00422/2020,https://www.portalr10.com/noticia/52045/prefeito-joao-luis-lidera-a-corrida-eleitoral-em-monsenhor-gil,PI,MONSENHOR GIL,Prefeito,1.0,P,1.0,,,JOAO LUIS,"42,05",,PAULO ROBERTO,"34,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-01037/2020,https://cliqueuniao.com.br/dr-ricardo-cresce-nas-pesquisas-para-prefeito-de-uniao/,PI,UNIÃO,"Prefeito, Vereador",1.0,P,1.0,,,GUSTAVO MEDEIROS,"58,49",,RICARDO,"23,72",MDB,ANTONIO JOSE MEDEIROS,"11,05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-01322/2020,https://www.gp1.com.br/noticias/datamax-em-barras-edilson-capote-31-manin-rego-20-e-vinicio-marques-17-481975.html,PI,BARRAS,"Prefeito, Vereador",1.0,P,1.0,,,WILSON,28,,VINICIO MARQUES,21,,MANIN REGO,20,,CARLOS MONTE,"11,67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-01322/2020,https://www.gp1.com.br/noticias/datamax-em-barras-edilson-capote-31-manin-rego-20-e-vinicio-marques-17-481975.html,PI,BARRAS,"Prefeito, Vereador",1.0,P,1.0,,,EDILSON CAPOTE,31,,MANIN REGO,"20,67",,VINICIO MARQUES,"17,67",,CARLOS MONTE,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-01322/2020,https://www.gp1.com.br/noticias/datamax-em-barras-edilson-capote-31-manin-rego-20-e-vinicio-marques-17-481975.html,PI,BARRAS,"Prefeito, Vereador",1.0,P,0.0,,,EDILSON CAPOTE,"11,33",,VINICIO MARQUES,"8,33",,CARLOS MONTE,"5,33",,MANIN REGO,"4,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-01788/2020,https://www.parlamentopiaui.com.br/noticias/camara-municipais/pesquisa-mostra-paulo-roberto-liderando-com-folga-para-prefeito-186502.html,PI,MONSENHOR GIL,"Prefeito, Vereador",1.0,P,1.0,,,PAULO ROBERTO,46,PODEMOS,JOAO LUIS,"37,43",PSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-02689/2020,https://pensarpiaui.com/noticia/pesquisa-eleitoral-revela-quadro-da-cidade-de-pedro-iiii.html,PI,PEDRO II,"Prefeito, Vereador",1.0,P,1.0,,,NEUMA CAFÉ,"47,5",PT,ALVIMAR MARTINS,36,PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-02689/2020,https://pensarpiaui.com/noticia/pesquisa-eleitoral-revela-quadro-da-cidade-de-pedro-iiii.html,PI,PEDRO II,"Prefeito, Vereador",1.0,P,0.0,,,ALVIMAR MARTINS,"33,25",PP,NEUMA CAFÉ,"33,25",PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-04595/2020,https://infonewss.com/outros-destaques/instituto-estimativa-divulga-pesquisa-na-cidade-de-alegrete-do-piaui/,PI,ALEGRETE DO PIAUÍ,"Prefeito, Vereador",1.0,P,1.0,,,LILA,"65,06",,MANOEL FILHO,"24,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-05161/2020,http://longah.com/destaque/eleicoes-2020-em-barras-edilson-capote-sai-na-frente-da-corrida-eleitoral/,PI,BARRAS,"Prefeito, Vereador",1.0,P,1.0,,,EDILSON CAPOTE,"46,7",,CARLOS MONTE,"17,47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-05161/2020,http://longah.com/destaque/eleicoes-2020-em-barras-edilson-capote-sai-na-frente-da-corrida-eleitoral/,PI,BARRAS,"Prefeito, Vereador",1.0,P,0.0,,,EDILSON CAPOTE,"16,22",,CARLOS MONTE,"9,45",,MANINHO REGO,"7,49",,VINICIUS MARQUES,"1,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-05906/2020,https://infonewss.com/outros-destaques/pesquisa-estimativa-edilson-brito-lidera-em-vila-nova-do-piaui/,PI,VILA NOVA DO PIAUÍ,"Prefeito, Vereador",1.0,P,1.0,,,EDILSON BRITO,"62,67",PSB,GERONIMO,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-07017/2020,http://piripirireporter.com/paginas/4.html,PI,BRASILEIRA,"Prefeito, Vereador",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-09318/2020,https://www.cidadesemfoco.com/ex-prefeito-eudes-agripino-lidera-pesquisa-para-prefeito-em-fronteiras/#ixzz6Riyc0YsM,PI,FRONTEIRAS,"Prefeito, Vereador",1.0,P,1.0,,,EUDES AGRIPINO,"64,33",,ZE HAMILTON,9,,ALEXANDRE,"3,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-09318/2020,https://www.cidadesemfoco.com/ex-prefeito-eudes-agripino-lidera-pesquisa-para-prefeito-em-fronteiras/#ixzz6Riyc0YsM,PI,FRONTEIRAS,"Prefeito, Vereador",1.0,P,1.0,,,EUDES AGRIPINO,62,,ZE HAMILTON,10,,MARIA JOSE,"7,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-09318/2020,https://www.cidadesemfoco.com/ex-prefeito-eudes-agripino-lidera-pesquisa-para-prefeito-em-fronteiras/#ixzz6Riyc0YsM,PI,FRONTEIRAS,"Prefeito, Vereador",1.0,P,0.0,,,EUDES AGRIPINO,"43,33",,MARIA JOSE,"6,33",,ZE HAMILTON,"1,67",,GENILSON,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-09974/2020,https://www.campomaioremfoco.com.br/ver_coluna2/4336/Capitao-de-Campos:-Tim-Medeiros-lidera-nas-pesquisas-para-as-eleicoes-2020,PI,CAPITÃO DE CAMPOS,"Prefeito, Vereador",1.0,V,0.0,,,ALINE BATISTA,"11,67",,JOAO FRANCISCO,5,,RAIMUNDO GOMES,5,,NETINHA,"4,67",,GILSON,"3,67",,NETO BATISTA,"3,67",,SAMARA RUTH,"3,33",,SALVADOR NETO,3,,VALNEIDE,2,,KARINA GOMES,2,,SENA,2,,PAULO GALVAO,"1,67",,GUSTAVO OLIVEIRA,"1,33",,MARCOS MEMORIA,"1,33",,JOSE FILHO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-09974/2020,https://www.campomaioremfoco.com.br/ver_coluna2/4336/Capitao-de-Campos:-Tim-Medeiros-lidera-nas-pesquisas-para-as-eleicoes-2020,PI,CAPITÃO DE CAMPOS,"Prefeito, Vereador",1.0,P,1.0,,,TIM MEDEIROS,"62,67",PSB,MOISES BARBOSA,"23,67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-09974/2020,https://www.campomaioremfoco.com.br/ver_coluna2/4336/Capitao-de-Campos:-Tim-Medeiros-lidera-nas-pesquisas-para-as-eleicoes-2020,PI,CAPITÃO DE CAMPOS,"Prefeito, Vereador",1.0,P,0.0,,,TIM MEDEIROS,"60,33",PSB,MOISES BARBOSA,"21,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PR-01412/2020,https://jornalterceiraopiniao.com.br/pesquisa-mostra-junior-tavian-como-o-preferido-para-ser-o-proximo-prefeito-de-centenario-do-sul/,PR,CENTENÁRIO DO SUL,Prefeito,1.0,P,1.0,,,JUNIOR TAVIAN,"49,64",,CAIO PAZZOTTI,10,,PERPETUA,"6,07",,EDNILSON DO JULIO DO CORREIO,"5,71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PR-03513/2020,https://www.catve.com/2021/luiz-nardelli/297075/animos-exaltados-na-camara-de-vereadores-de-cascavel,PR,CASCAVEL,Prefeito,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PR-05233/2020,https://jornalterceiraopiniao.com.br/pesquisa-mostra-boa-vantagem-de-nicinho-na-disputa-pela-prefeitura-de-florestopolis/,PR,FLORESTÓPOLIS,Prefeito,1.0,P,,,,NICINHO,"61,43",,NELSON JUNIOR,"11,43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PR-07643/2020,https://busaocuritiba.com/greca-lidera-prefeitura-curitiba-pesquisa/,PR,CURITIBA,Prefeito,1.0,P,1.0,,,RAFAEL GRECA,"38,11",DEM,GUSTAVO FRUET,"9,29",PDT,NEY LEPREVOST,"6,3",PSD,FRANCISCHINI,"6,14",PSL,LUCIANO DUCCI,"3,78",PSB,CHRISTIANE YARED,"3,15",PL,LUIZAO GOULART,"2,05",PRB,JOAO GUILHERME,"1,89",NOVO,RENATO MOCELLIN,"1,57",PV,JOAO ARRUDA,"1,26",MDB,CIDA BORGHETTI,"1,1",PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PR-07643/2020,https://xvcuritiba.com.br/prefeito-rafael-greca-lidera-corrida-para-prefeitura-de-curitiba/,PR,CURITIBA,Prefeito,1.0,P,0.0,,,RAFAEL GRECA,"25,04",DEM,NEY LEPREVOST,"1,89",PSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PR-08779/2020,https://24horas.com.br/politica/eleicoes-2020/marcelo-belinati-lidera-com-folga-corrida-na-eleicao-para-prefeitura-de-londrina-diz-pesquisa/,PR,LONDRINA,Prefeito,1.0,P,0.0,,,MARCELO BELINATI,"29,97",PP,BOCA ABERTA,"3,79",PROS,ALEXANDRE KIREEFF,"1,26",,BARBOSA NETO,"1,1",PDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PR-08779/2020,https://24horas.com.br/politica/eleicoes-2020/marcelo-belinati-lidera-com-folga-corrida-na-eleicao-para-prefeitura-de-londrina-diz-pesquisa/,PR,LONDRINA,Prefeito,1.0,P,1.0,,,MARCELO BELINATI,"50,47",PP,MARA BOCA ABERTA,"8,4",PROS,FILIPE BARROS,"6,3",PSL,BARBOSA NETO,"4,26",PDT,THIAGO AMARAL,"1,89",PSB,SCALASSARA,"1,74",PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PR-08779/2020,https://24horas.com.br/politica/eleicoes-2020/marcelo-belinati-lidera-com-folga-corrida-na-eleicao-para-prefeitura-de-londrina-diz-pesquisa/,PR,LONDRINA,Prefeito,1.0,P,1.0,,,MARCELO BELINATI,"49,68",PP,BOCA ABERTA,"12,46",PROS,FILIPE BARROS,"5,99",PSL,BARBOSA NETO,"3,94",PDT,THIAGO AMARAL,"1,74",PSB,SCALASSARA,"1,42",PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RJ-01135/2020,https://www.jornalalemparahyba.com.br/2020/07/17/noticias-cpn-17-07-2020/,RJ,CARMO,Prefeito,1.0,P,0.0,,,SERGIO SOARES,"48,38",,MEMEL,"25,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-01053/2020,https://www.reporterserido.com/2020/08/dr-tadeu-lidera-com-folga-primeira.html,RN,CAICÓ,"Prefeito, Vereador",1.0,P,0.0,,,TADEU,"10,4",PSDB,BATATA,"8,4",MDB,ARTHUR MAYNARD,"6,9",PSB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-01053/2020,https://www.reporterserido.com/2020/08/dr-tadeu-lidera-com-folga-primeira.html,RN,CAICÓ,"Prefeito, Vereador",1.0,P,1.0,,,TADEU,"27,1",PSDB,BATATA,"13,1",MDB,ARTHUR MAYNARD,"11,1",PSB,DIEGO VALE,"3,8",SOLIDARIEDADE,RANGEL,"3,1",PDT,SARGENTO ALEXANDRE,2,PSL,FRANCISCO OLIVEIRA,"1,3",PRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-01215/2020,https://www.altonoticias.com.br/,RN,PENDÊNCIAS,"Prefeito, Vereador",1.0,P,1.0,,,DIEGO DANTAS,"6,3",,FLAUDIVAN MARTINS,"40,1",MDB,GILBERTO,"8,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-01215/2020,https://www.altonoticias.com.br/,RN,PENDÊNCIAS,"Prefeito, Vereador",1.0,P,0.0,,,FLAUDIVAN MARTINS,"32,9",MDB,GILBERTO,"4,9",,DIEGO DANTAS,"3,1",,GUSTAVO,"2,3",,IVAN PADILHA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-01364/2020,https://www.ocomunicador.com/2020/08/04/lagoa-nova-rn-pesquisa-agora-sei-estimulada-mostra-luciano-santos-com-455-e-helio-costa-260/,RN,LAGOA NOVA,"Prefeito, Vereador",1.0,P,1.0,,,LUCIANO SANTOS,"45,5",,HELIO COSTA,26,,SARGENTO JEAN,"4,8",,VAL ARAUJO,"3,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-01510/2020,http://blogdeassis.com.br/politica/pre-candidato-herberth-sena-se-destaca-em-pesquisa-para-vereador-na-capital/179960,RN,NATAL,"Prefeito, Vereador",1.0,V,0.0,,,LUIZ ALMIR,"4,7",,PRETO AQUINO,"1,5",,NINA SOUSA,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
