tse_id,url,info_uf,info_muni,info_position,util,position,estimulada,suspensa,vv,cand1,resul1,part1,cand2,resul2,part2,cand3,resul3,part3,cand4,resul4,part4,cand5,resul5,part5,cand6,resul6,part6,cand7,resul7,part7,cand8,resul8,part8,cand9,resul9,part9,cand10,resul10,part10,cand11,resul11,part11,cand12,resul12,part12,cand13,resul13,part13,cand14,resul14,part14,cand15,resul15,part15,unnamed: 55,unnamed: 56,unnamed: 57,unnamed: 58,unnamed: 59,unnamed: 60,unnamed: 61,unnamed: 62,unnamed: 63,unnamed: 64,unnamed: 65,unnamed: 66,unnamed: 67,unnamed: 68,unnamed: 69,unnamed: 70,unnamed: 71,unnamed: 72,unnamed: 73,unnamed: 74,unnamed: 75,unnamed: 76,unnamed: 77,unnamed: 78,unnamed: 79,unnamed: 80,unnamed: 81,unnamed: 82,unnamed: 83,unnamed: 84,unnamed: 85,unnamed: 86,unnamed: 87,unnamed: 88,unnamed: 89,unnamed: 90,unnamed: 91,unnamed: 92,unnamed: 93,unnamed: 94,unnamed: 95,unnamed: 96,unnamed: 97,unnamed: 98,unnamed: 99,unnamed: 100,unnamed: 101,unnamed: 102,unnamed: 103,unnamed: 104,unnamed: 105,unnamed: 106,unnamed: 107,unnamed: 108,unnamed: 109,unnamed: 110,unnamed: 111,unnamed: 112,unnamed: 113,unnamed: 114,unnamed: 115,unnamed: 116,unnamed: 117,unnamed: 118,unnamed: 119,unnamed: 120,unnamed: 121,unnamed: 122,unnamed: 123,unnamed: 124,unnamed: 125,unnamed: 126,unnamed: 127,unnamed: 128,unnamed: 129,unnamed: 130,unnamed: 131,unnamed: 132,unnamed: 133
GO-07113/2020,https://issuu.com/abare_editorial/docs/piracan_jun_midia,GO,PIRACANJUBA,Prefeito,1.0,P,,,,ELLEN DE LIMA,54,PSB,JOAO BARBOSA,"14,7",MDB,MILTON JUSTUS,"8,7",CIDADANIA,ALLYSSON RIVAS,"2,7",PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO-08239/2020,https://www.jornalopcao.com.br/bastidores/pesquisa-divulgada-pela-tv-record-mostra-lideranca-de-pabio-mossoro-em-valparaiso-271879/,GO,VALPARAÍSO DE GOIÁS,Prefeito,1.0,P,1.0,,,PABIO MOSSORO,36,MDB,LEDA BORGES,20,PSDB,AFRANIO PIMENTEL,6,PP,CORONEL FERREIRA,3,,ELVIS SANTOS,2,,MARIA YVELONIA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO-08239/2020,https://www.jornalopcao.com.br/bastidores/pesquisa-divulgada-pela-tv-record-mostra-lideranca-de-pabio-mossoro-em-valparaiso-271879/,GO,VALPARAÍSO DE GOIÁS,Prefeito,1.0,P,0.0,,,PABIO MOSSORO,20,MDB,LEDA BORGES,4,PSDB,SILVANO,2,,AFRANIO PIMENTEL,1,PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO-08721/2020,https://diariodoestadogo.com.br/eleicoes-2020-disputa-acirrada-em-niquelandia-66334/,GO,NIQUELÂNDIA,Prefeito,1.0,P,1.0,,,JEAN CINTRA,"22,3",,OZEAS BOIADEIRO,"20,4",,FERNANDO CARNEIRO,"16,9",,EVALDO RINCON,"16,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO-08721/2020,https://diariodoestadogo.com.br/eleicoes-2020-disputa-acirrada-em-niquelandia-66334/,GO,NIQUELÂNDIA,Prefeito,1.0,P,0.0,,,JEAN CINTRA,"20,1",,FERNANDO CARNEIRO,"15,4",,SARGENTO NUNES,"6,9",,DENGUINHO,"2,1",,TACIMAR,"1,1",,OZEAS BOIADEIRO,"18,2",,EVALDO RINCON,"10,1",,CARMEN LUCIA,3,,GERVAN,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO-09683/2020,https://www.facebook.com/jornalpluralnoticias/photos/a.368237227075886/716062182293387/,GO,ITUMBIARA,"Prefeito, Vereador",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00027/2020,https://caiohostilio.com/2020/07/17/querem-manipular-o-eleitor-atraves-de-pesquisas-fake-news-datailha-manipula-pesquisa-para-favorecer-rubens-jr/,MA,SÃO LUÍS,Prefeito,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00308/2020,https://www.blogdojorgearagao.com.br/2020/07/23/edvan-brandao-deve-se-reeleger-em-bacabal-aponta-pesquisa-exata/,MA,BACABAL,"Prefeito, Vereador",1.0,P,1.0,,,EDVAN BRANDAO,48,,CORONEL EGIDIO,21,,EXPEDITO JUNIOR,12,,LEINHA,2,,ESTAFANIO,1,,JANSEN PENHA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00308/2020,https://www.blogdojorgearagao.com.br/2020/07/23/edvan-brandao-deve-se-reeleger-em-bacabal-aponta-pesquisa-exata/,MA,BACABAL,"Prefeito, Vereador",1.0,P,0.0,,,EDVAN BRANDAO,42,,EXPEDITO JUNIOR,6,,CORONEL EGIDIO,4,,CESAR BRITO,2,,LEINHA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00492/2020,https://www.blogdoflaviocristo.com/2020/06/pesquisa-aponta-lideranca-de-samia.html,MA,SANTA QUITÉRIA DO MARANHÃO,"Prefeito, Vereador",1.0,P,1.0,,,SAMIA MOREIRA,"46,52",,MANINHO LEAL,"33,59",,ANA CLAUDIA,"12,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00492/2020,https://www.blogdoflaviocristo.com/2020/06/pesquisa-aponta-lideranca-de-samia.html,MA,SANTA QUITÉRIA DO MARANHÃO,"Prefeito, Vereador",1.0,P,0.0,,,SAMIA MOREIRA,"34,99",,MANINHO LEAL,"25,84",,ANA CLAUDIA,"8,74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00645/2020,https://caiohostilio.com/2020/07/28/pesquisa-escutec-fabio-gentil-se-desponta-com-diferenca-gritante-em-caxias/,MA,CAXIAS,Prefeito,1.0,P,1.0,,,FABIO GENTIL,60,PRB,ADELMO SOARES,15,PCDOB,JUNIOR MARTINS,4,,CESAR SABA,2,,TINO CASTRO,2,,LUIS CARLOS MOURA,1,,ARNALDO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00645/2020,https://www.blogsoestado.com/danielmatos/2020/07/28/nova-pesquisa-escutec-o-estado-confirma-ampla-vantagem-de-fabio-gentil-em-caxias/,MA,CAXIAS,Prefeito,1.0,P,0.0,,,FABIO GENTIL,43,PRB,ADELMO SOARES,8,PCDOB,PAULO MARINHO JUNIOR,4,,JUNIOR MARTINS,3,,CESAR SABA,1,,TINO CASTRO,1,,ARNALDO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00960/2020,https://portalafonsocunha15.blogspot.com/2020/07/tv-lider-filiada-ao-sbt-divulga-nova.html,MA,BREJO,"Prefeito, Vereador",1.0,P,0.0,,,ZE FARIAS,"43,76",,OLIVIA CALDAS,"30,69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00960/2020,https://portalafonsocunha15.blogspot.com/2020/07/tv-lider-filiada-ao-sbt-divulga-nova.html,MA,BREJO,"Prefeito, Vereador",1.0,P,1.0,,,ZE FARIAS,"48,12",,OLIVIA CALDAS,"38,61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-01141/2020,https://www.facebook.com/agorasjp/posts/3357924290938255,MA,SUCUPIRA DO RIACHÃO,"Prefeito, Vereador",1.0,P,1.0,,,EDMILSON CARVALHO,"47,2",,WALTER AZEVEDO,"37,2",,REGINA STELA,"9,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-01141/2020,https://www.facebook.com/agorasjp/posts/3357924290938255,MA,SUCUPIRA DO RIACHÃO,"Prefeito, Vereador",1.0,P,0.0,,,EDMILSON CARVALHO,44,,WALTER AZEVEDO,"34,4",,REGINA STELA,"7,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-01542/2020,https://nhseacoastcpr.com/,MA,BOA VISTA DO GURUPI,Prefeito,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-01687/2020,https://www.blogdoantoniomartins.com/prefeito-zezildo-lidera-em-santa-helena-diz-data-m/,MA,SANTA HELENA,Prefeito,1.0,P,1.0,,,ZEZILDO,"40,6",,LOBATO,"25,1",,JURANDIR,"14,6",,FERNANDO CRENTE,"3,1",,AGAMENON,"1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-01687/2020,https://www.blogdoantoniomartins.com/prefeito-zezildo-lidera-em-santa-helena-diz-data-m/,MA,SANTA HELENA,Prefeito,1.0,P,0.0,,,ZEZILDO,"33,4",,LOBATO,"15,1",,JURANDIR,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-01867/2020,http://wepengineering.com/,MA,PAÇO DO LUMIAR,Prefeito,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-01944/2020,https://www.rencogloves.com/,MA,TUTÓIA,"Prefeito, Vereador",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-02026/2020,https://www.dedhamcathaykitchen.com/specials.aspx,MA,GOVERNADOR LUIZ ROCHA,"Prefeito, Vereador",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-02519/2020,https://www.djairprado.com.br/2020/07/eduardo-braide-lidera-em-sao-luis/,MA,SÃO LUÍS,Prefeito,1.0,P,1.0,,,EDUARDO BRAIDE,40,PODEMOS,DUARTE JUNIOR,15,PRB,NETO EVANGELISTA,9,,WELLINGTON DO CURSO,7,PSDB,ADRIANO SARNEY,4,PV,BIRA DO PINDARE,4,PSB,RUBENS JUNIOR,4,PCDOB,CARLOS MADEIRA,3,SD,YGLESIO MOISES,3,PROS,JEISAEL MARX,2,REDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-02708/2020,https://bncnoticias.com/eleicoes-2020-fabio-gentil-lidera-pesquisa-em-caxias/,MA,CAXIAS,Prefeito,1.0,P,1.0,,,FABIO GENTIL,61,PRB,ADELMO SOARES,15,PCDOB,CESAR SABA,4,,,4,PT,LUIS CARLOS MOURA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-02708/2020,https://bncnoticias.com/eleicoes-2020-fabio-gentil-lidera-pesquisa-em-caxias/,MA,CAXIAS,Prefeito,1.0,P,0.0,,,FABIO GENTIL,51,PRB,ADELMO SOARES,8,PCDOB,PAULO MARINHO JUNIOR,4,PP,THAIS COUTINHO,2,,CLEIDE COUTINHO,2,PDT,TINO CASTRO,1,,CESAR SABA,1,,LEO COUTINHO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-02798/2020,http://portalguanare.com.br/2020/07/18/prefeito-fabio-gentil-lidera-as-intencoes-de-votos-em-caxias-com-vantagem-significativa/,MA,CAXIAS,Prefeito,1.0,p,1.0,,,FABIO GENTIL,59,PRB,ADELMO SOARES,14,PCDOB,JUNIOR MARTINS,4,,CESAR SABA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-02798/2020,http://portalguanare.com.br/2020/07/18/prefeito-fabio-gentil-lidera-as-intencoes-de-votos-em-caxias-com-vantagem-significativa/,MA,CAXIAS,Prefeito,1.0,p,0.0,,,FABIO GENTIL,46,PRB,ADELMO SOARES,9,PCDOB,PAULO MARINHO JUNIOR,3,PP,JUNIOR MARTINS,2,,CESAR SABA,1,,TINO CASTRO,1,,LUIS CARLOS MOURA,1,,PROF. ARNALDO RODRIGUES,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-03223/2020,https://imirante.com/oestadoma/noticias/2020/07/14/escutec-mostra-lideranca-de-mercial-arruda-em-grajau/,MA,GRAJAÚ,Prefeito,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-03261/2020,https://werbethsaraiva.com.br/2020/06/eleicoes-2020-toca-serra-lidera-em-todos-os-cenarios-em-pedro-do-rosario-aponta-instituto-exata/,MA,PEDRO DO ROSÁRIO,"Prefeito, Vereador",1.0,p,1.0,,,TOCA SERRA,44,PCDOB,RAIMUNDO ANTONIO,26,PL,IOLANDA,18,PP,ANTONIO BARBUDO,4,PARTIDO DA MULHER,JORGE LOBATO,3,PRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-03261/2020,https://werbethsaraiva.com.br/2020/06/eleicoes-2020-toca-serra-lidera-em-todos-os-cenarios-em-pedro-do-rosario-aponta-instituto-exata/,MA,PEDRO DO ROSÁRIO,"Prefeito, Vereador",1.0,p,0.0,,,TOCA SERRA,29,PCDOB,RAIMUNDO ANTONIO,21,PL,IOLANDA,10,PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-03440/2020,https://instabusters.net/user-photos/kennedymendeskm,MA,SÃO FÉLIX DE BALSAS,"Prefeito, Vereador",1.0,P,0.0,,,MARCIO PONTES,69,,MARCIAL COSTA,"24,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-03440/2020,http://www.revistacarasenomes.com.br/pesquisa-inop-no-municipio-de-sao-felix-de-balsas-do-maranhao/,MA,SÃO FÉLIX DE BALSAS,"Prefeito, Vereador",1.0,P,1.0,,,MARCIO PONTES,"64,67",,MARCIAL COSTA,"26,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-04170/2020,https://minutobarra.com.br/politica/eleicoes-2020-pesquisa-inop-com-registro-no-tse-aponta-raimunda-do-josemar-com-5559-em-fernando-falcao-na-preferencia-para-prefeita/,MA,FERNANDO FALCÃO,"Prefeito, Vereador",1.0,P,,,,RAIMUNDA DO JOSEMAR,"55,59",,CREZIA DO MOACIR,"37,15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-04571/2020,https://blogdoleitaoma.blogspot.com/2020/07/eleicoes-2020-pesquisa-braide-lidera.html,MA,SÃO LUÍS,Prefeito,1.0,P,1.0,,,EDUARDO BRAIDE,"43,1",PODEMOS,DUARTE JUNIOR,"8,8",PRB,WELLINGTON DO CURSO,"8,7",,ADRIANO SARNEY,"7,2",PV,BIRA DO PANDARE,"5,9",PSB,NETO EVANGELISTA,"5,3",DEM,MADEIRA,"2,4",,JEISAEL MARX,"1,3",,RUBENS JUNIOR,"1,2",,DR. YGLESIO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-04571/2020,https://blogdoleitaoma.blogspot.com/2020/07/eleicoes-2020-pesquisa-braide-lidera.html,MA,SÃO LUÍS,Prefeito,1.0,P,0.0,,,EDUARDO BRAIDE,"18,8",PODEMOS,DUARTE JUNIOR,"3,8",PRB,WELLINGTON DO CURSO,"3,7",,NETO EVANGELISTA,"1,8",DEM,ADRIANO SARNEY,"1,8",PV,BIRA DO PANDARE,"1,5",PSB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-05326/2020,https://odairsilvaaraioses.blogspot.com/2020/06/eleicoes-2020-neto-carvalho-vence-facil.html,MA,MAGALHÃES DE ALMEIDA,"Prefeito, Vereador",1.0,P,1.0,,,NETO CARVALHO,"60,3",,COSTA JUNIOR,"20,81",,DOE,"7,29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-05574/2020,https://www.blogdodesa.com.br/x/pesquisa-mostra-que-jhulio-sousa-sera-o-novo-prefeito-de-pocao-de-pedras/,MA,POÇÃO DE PEDRAS,"Prefeito, Vereador",1.0,P,1.0,,,JHULIO SOUSA,"56,17",,FRANCISCO PINHEIRO,"30,59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-06138/2020,https://maramais.com.br/index.php/tag/data-ilha/,MA,SÃO JOSÉ DE RIBAMAR,"Prefeito, Vereador",1.0,P,0.0,,,JULINHO,"18,9",,EUDES SAMPAIO,"7,7",,JOTA PINTO,"4,1",,BETO DAS VILAS,3,,EDSON JUNIOR,"1,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-06138/2020,https://maramais.com.br/index.php/tag/data-ilha/,MA,SÃO JOSÉ DE RIBAMAR,"Prefeito, Vereador",1.0,P,1.0,,,JULINHO,"42,2",,EUDES SAMPAIO,12,,BETO DAS VILAS,"10,3",,JOTA PINTO,"9,9",,EDSON JUNIOR,"4,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-06293/2020,https://chicoaraujonewsdotcom.wordpress.com/2020/07/12/junior-do-posto-lidera-pesquisa-na-disputa-pela-prefeitura-de-itaipava-do-grajau/,MA,ITAIPAVA DO GRAJAÚ,Prefeito,1.0,P,1.0,,,JUNIOR DO POSTO,53,,JOSE WILSON,42,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-06293/2020,https://chicoaraujonewsdotcom.wordpress.com/2020/07/12/junior-do-posto-lidera-pesquisa-na-disputa-pela-prefeitura-de-itaipava-do-grajau/,MA,ITAIPAVA DO GRAJAÚ,Prefeito,1.0,P,0.0,,,JUNIOR DO POSTO,48,,JOSE WILSON,36,PT,JOAOZINHO DO DIMAIZAO,2,,ADALIO,1,PCDOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-06707/2020,https://www.facebook.com/agorasjp/posts/3356917784372239,MA,SÃO JOÃO DOS PATOS,"Prefeito, Vereador",1.0,P,1.0,,,ALEXANDRE,"45,5",,GILVANA,"26,3",,MARCIO,"21,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-07201/2020,https://jotoniovianna.com.br/pesquisa-datailha-contrasta-com-as-anteriores-feitas-em-caxias-por-outros-institutos/,MA,CAXIAS,Prefeito,1.0,P,1.0,,,FABIO GENTIL,"45,2",PR,ADELMO SOARES,"20,2",PCDOB,JUNIOR MARTINS,"2,5",,TINO CASTRO,"2,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-07286/2020,https://realidadenatela.blogspot.com/2020/07/pesquisa-aponta-lideranca-de-ze-wilson.html,MA,ITAIPAVA DO GRAJAÚ,"Prefeito, Vereador",1.0,P,0.0,,,ZE WILSON,41,,JUNIOR DO POSTO,38,,JOAOZINHO,3,,MARCONE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-07286/2020,https://realidadenatela.blogspot.com/2020/07/pesquisa-aponta-lideranca-de-ze-wilson.html,MA,ITAIPAVA DO GRAJAÚ,"Prefeito, Vereador",1.0,P,1.0,,,ZE WILSON,50,,JUNIOR DO POSTO,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-07695/2020,https://folhadomaranhao.com/2020/07/22/eleicoes-2020-veja-outros-cenarios-e-confrontos-diretos-em-ribamar/,MA,SÃO JOSÉ DE RIBAMAR,Prefeito,1.0,P,1.0,,,EUDES SAMPAIO,"3,65",,EDSON JUNIOR,"7,33",,JOTA PINTO,9,,JULINHO,"44,51",,BETO DAS VILA,"19,17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-07695/2020,https://folhadomaranhao.com/2020/07/22/eleicoes-2020-veja-outros-cenarios-e-confrontos-diretos-em-ribamar/,MA,SÃO JOSÉ DE RIBAMAR,Prefeito,1.0,P,1.0,,,TIAGO FERNANDES,"11,83",,EDSON JUNIOR,"8,5",,JOTA PINTO,"7,16",,JULINHO,"42,68",,BETO DAS VILA,"21,67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
