unnamed: 0,tse_id,url,info_uf,info_muni,info_position,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15
,MS-04688/2020,https://diariomsnews.com.br/noticias/eleicoes-2020/eleicoes-2020-pesquisa-mostra-as-intencoes-de-votos-no-municipio-de-jardim-33737,MS,JARDIM,"Prefeito, Vereador",1.0,P,0.0,,,GUILHERME MONTEIRO,"9,67",PASTOR DANIEL,6,JAIME ECHEVERRIA,5,GERALDO ALENCAR,4,CARLINHOS GLUBERT,"2,67",VAVO DO PT,2,DRA. CLEDIANE,2,FERNANDINHO RAMOS,"1,67",ALEXANDRE PITANGUEIRA,"1,33",DR. ERNEI,"1,33",,,,,,,,,,
,MS-05366/2020,https://tvgdsnews.com/instituto-ranking-divulga-a-primeira-pesquisa-registrada-para-vereadores-de-campo-grande-2020/,MS,CAMPO GRANDE,"Prefeito, Vereador",1.0,V,0.0,,,ANDRE PUCCINELLI,"2,66",TATA MARQUES,"2,5",CHIQUINHO TELLES,"2,25",VALDIR GOMES,2,OTAVIO TRAD,"1,75",CLAUDIO SERRA,"1,66",WILLIAN MAKSOUD,"1,5",JEAN CARLOS,"1,33",DELEGADO WELLINGTON,"1,25",JOEL,"1,16",BETINHO,1,,,,,,,,
,MS-05366/2020,https://diariomsnews.com.br/noticias/eleicoes-2020/instituto-ranking-divulga-a-primeira-pesquisa-registrada-para-prefeito-de-campo-grande-33212,MS,CAMPO GRANDE,"Prefeito, Vereador",1.0,P,1.0,,,MARQUINHOS TRAD,"37,66",ANDRE PUCCINELLI,"6,08",ROSE MODESTO,"4,66",JUIZ ODILON,"3,66",CORONEL DAVID,"3,5",CAPITAO CONTAR,"3,08",ZECA DO PT,"2,75",ALCIDES BERNAL,"2,66",SERGIO HARFOUCHE,"2,41",LUCAS DE LIMA,"2,33",CABO ALMI,"2,25",DELCIDIO DO AMARAL,"2,16",MARCELO MIGLIOLI,"2,08",PAULO MATOS,2,MARCIO FERNANDES,"1,41"
,MS-05366/2020,https://diariomsnews.com.br/noticias/eleicoes-2020/instituto-ranking-divulga-a-primeira-pesquisa-registrada-para-prefeito-de-campo-grande-33212,MS,CAMPO GRANDE,"Prefeito, Vereador",1.0,P,0.0,,,MARQUINHOS TRAD,"32,41",ANDRE PUCCINELLI,"4,25",ROSE MODESTO,"3,5",JUIZ ODILON,"2,83",CORONEL DAVID,"2,66",CAPITAO CONTAR,"2,25",SERGIO HARFOUCHE,"1,91",ZECA DO PT,"1,5",ALCIDES BERNAL,"1,41",CARLOS ALBERTO DE ASSIS,"1,33",LUCAS DE LIMA,"1,25",DELCIDIO DO AMARAL,"1,16",MARCELO MIGLIOLI,"1,08",PAULO MATOS,1,,
,MS-05833/2020,https://diariomsnews.com.br/noticias/eleicoes-2020/pesquisa-guilherme-monteiro-mantem-lideranca-em-todos-os-cenarios-em-jardim-35106,MS,JARDIM,"Prefeito, Vereador",1.0,V,0.0,,,JAIME ECHEVARRIA,"4,33",PASTOR DANIEL,4,FERNANDINHO,"3,67",CESAR NOGUEIRA,3,LIZETE BAZZO,"2,67",CARLINHOS,"2,33",DRA. CLEDIANE,2,GLAUCIO CABREIRA,"1,67",KATIA FARIAS,"1,67",PIETRO CANEPA,"1,33",ALEXANDRE PITANGUEIRO,"1,33",JACKELINE AYALA,1,ANTONIO CAUBI,1,DECO CRISTALDO,1,TARLYS JACOB,1
,MS-05833/2020,https://diariomsnews.com.br/noticias/eleicoes-2020/pesquisa-guilherme-monteiro-mantem-lideranca-em-todos-os-cenarios-em-jardim-35106,MS,JARDIM,"Prefeito, Vereador",1.0,P,1.0,,,GUILHERME MONTEIRO,"34,33",GERALDO ALENCAR,"12,67",PASTOR DANIEL,9,DRA. CLEDIANE,"8,67",JAIME ECHEVERRIA,"7,33",DR. ERNEY,7,,,,,,,,,,,,,,,,,,
,MS-05833/2020,https://diariomsnews.com.br/noticias/eleicoes-2020/pesquisa-guilherme-monteiro-mantem-lideranca-em-todos-os-cenarios-em-jardim-35106,MS,JARDIM,"Prefeito, Vereador",1.0,P,0.0,,,GUILHERME MONTEIRO,"10,67",GERALDO ALENCAR,"2,67",PASTOR DANIEL,3,DRA. CLEDIANE,"2,67",JAIME ECHEVERRIA,"2,67",DR. ERNEY,2,CARLINHOS GRUBERT,"1,67",VAVO DO PT,1,FERNANDO RAMOS,1,,,,,,,,,,,,
,MS-06409/2020,https://diariomsnews.com.br/noticias/eleicoes-2020/pesquisa-mostra-corrida-acirrada-para-prefeito-de-anastacio-34922,MS,ANASTÁCIO,"Prefeito, Vereador",1.0,P,0.0,,,DOUGLAS FIGUEIREDO,"16,33",NILDO ALVES,"14,67",DINHO VITAL,10,RICARDO CARPEJANI,"3,67",,,,,,,,,,,,,,,,,,,,,,
,MS-06409/2020,https://diariomsnews.com.br/noticias/eleicoes-2020/pesquisa-mostra-corrida-acirrada-para-prefeito-de-anastacio-34922,MS,ANASTÁCIO,"Prefeito, Vereador",1.0,V,0.0,,,DINHO VITAL,9,PROFESSOR ALDO,"5,33",MACALE,"3,67",RAPHAEL ALBUQUERQUE,"2,67",MARCELO MEIRELES,"2,33",LINCOLN PELLICIONI,2,EDUARDO CARPEJANI,"1,67",SARU,"1,67",CHINA,"1,33",VADO PIFFER,"1,33",IGOR CAMBUCA,1,MARIO LOBO,1,FABIO PERTILE,1,ADEMIR ALVES,1,ALINE,1
,MS-06409/2020,https://diariomsnews.com.br/noticias/eleicoes-2020/pesquisa-mostra-corrida-acirrada-para-prefeito-de-anastacio-34922,MS,ANASTÁCIO,"Prefeito, Vereador",1.0,P,1.0,,,DOUGLAS FIGUEIREDO,"27,67",NILDO ALVES,"23,33",DINHO VITAL,"18,67",RICARDO CARPEJANI,6,MARCOS RONDON,"2,33",,,,,,,,,,,,,,,,,,,,
,MS-06713/2020,https://diariomsnews.com.br/noticias/eleicoes-2020/pesquisa-paulo-duarte-e-marcelo-iunes-sao-os-mais-citados-para-prefeito-de-corumba-2020-33755,MS,CORUMBÁ,"Prefeito, Vereador",1.0,V,0.0,,,BIRA,"2,25",MANOEL RODRIGUES,"2,25",DOUTOR YUSSEF,"2,25",DOUTOR GABRIEL,2,ANDRE LUIZ,2,CHICAO VIANA,"1,75",ROBERTO FAÇANHA,"1,5",JOSE TADEU VIEIRA,"1,25",LUCIANO COSTA DO PT,"1,25",NELINHO,1,,,,,,,,,,
,MS-06713/2020,https://diariomsnews.com.br/noticias/eleicoes-2020/pesquisa-paulo-duarte-e-marcelo-iunes-sao-os-mais-citados-para-prefeito-de-corumba-2020-33755,MS,CORUMBÁ,"Prefeito, Vereador",1.0,P,1.0,,,MARCELO IUNES,"27,25",PAULO DUARTE,"26,75",BIA CAVASSA,"16,5",ELANO,"7,75",EVANDER VENDRAMINI,"4,5",,,,,,,,,,,,,,,,,,,,
,MS-06713/2020,https://diariomsnews.com.br/noticias/eleicoes-2020/pesquisa-paulo-duarte-e-marcelo-iunes-sao-os-mais-citados-para-prefeito-de-corumba-2020-33755,MS,CORUMBÁ,"Prefeito, Vereador",1.0,P,0.0,,,MARCELO IUNES,"12,5",PAULO DUARTE,"11,25",BIA CAVASSA,7,ELANO,"1,5",DR. GABRIEL,1,,,,,,,,,,,,,,,,,,,,
,MS-08097/2020,https://www.jd1noticias.com/politica/marquinhos-cresce-na-pandemia/75173/,MS,CAMPO GRANDE,"Prefeito, Vereador",1.0,P,1.0,,,MARQUINHOS TRAD,"46,25",CAPITAO CONTAR,"5,08",MARCIO FERNANDES,"3,67",SERGIO HARFOUCHE,"3,42",MARCELO MIGLIOLI,"2,75",DAGOBERTO NOGUEIRA,"1,5",TATIANA UJACOW,"1,42",ESACHEU NASCIMENTO,"1,25",,,,,,,,,,,,,,
,MS-08097/2020,https://www.ojacare.com.br/2020/05/19/marquinhos-cresce-em-pesquisa-com-combate-a-pandemia-ja-adversarios-patinam-diz-ranking/,MS,CAMPO GRANDE,"Prefeito, Vereador",1.0,P,0.0,,,MARQUINHOS TRAD,"33,25",ROSE MODESTO,"7,08",ANDRE PUCCINELLI,"5,33",HENRIQUE MANDETTA,"3,17",JUIZ ODILON,"1,83",CAPITAO CONTAR,"1,58",MARCIO FERNANDES,"1,5",SERGIO HARFOUCHE,1,,,,,,,,,,,,,,
,MS-08236/2020,https://diariomsnews.com.br/noticias/eleicoes-2020/pesquisa-mostra-empate-tecnico-entre-arlei-paleari-e-delegado-elias-em-nova-alvorada-do-sul-33698,MS,NOVA ALVORADA DO SUL,"Prefeito, Vereador",1.0,V,0.0,,,MESQUITA,3,ISRAEL LEITEIRO,"2,67",PAULO PUFF,"2,67",NELIO JUSTEN,"2,33",PATRICIA CESAR,"2,33",SIDCLEY BRASIL,"2,33",SALES DO POSTO,2,JANE BARRIOS,"1,67",LUCIANO DA PANA,"1,67",JACKSON NARIZ,"1,33",LOURDES PIMENTEL,"1,33",NEI NEGRERO,"1,33",RENILSON CESAR,"1,33",JORGE DA BANCA,1,ROSANGELA ALVES,1
,MS-08236/2020,https://diariomsnews.com.br/noticias/eleicoes-2020/pesquisa-mostra-empate-tecnico-entre-arlei-paleari-e-delegado-elias-em-nova-alvorada-do-sul-33698,MS,NOVA ALVORADA DO SUL,"Prefeito, Vereador",1.0,P,1.0,,,ARLEI BARBOSA,"21,67",PELEARI,21,DELEGADO ELIAS,20,JUVENAL NETO,"9,67",NELIO JUSTEN,6,PATRICIA CESAR,"5,33",,,,,,,,,,,,,,,,,,
,MS-08236/2020,https://diariomsnews.com.br/noticias/eleicoes-2020/pesquisa-mostra-empate-tecnico-entre-arlei-paleari-e-delegado-elias-em-nova-alvorada-do-sul-33698,MS,NOVA ALVORADA DO SUL,"Prefeito, Vereador",1.0,P,0.0,,,ARLEI BARBOSA,"9,33",PELEARI,9,DELEGADO ELIAS,"8,67",JUVENAL NETO,3,NELIO JUSTEN,"2,67",PATRICIA CESAR,"2,67",JANE BARRIOS,"1,33",,,,,,,,,,,,,,,,
,MS-09216/2020,https://diariomsnews.com.br/noticias/eleicoes-2020/arlei-barbosa-delegado-elias-e-paulo-paleari-dominam-as-intencoes-de-votos-para-prefeito-em-nova-alvorada-do-sul-34989,MS,NOVA ALVORADA DO SUL,"Prefeito, Vereador",1.0,V,0.0,,,JANE BARRIOS,4,ROSANGELA ALVES,"3,67",LUCIANO DA PANA,"3,33",PATRICIA CESAR,3,ISRAEL LEITEIRO,"2,67",LOURDES PIMENTEL,"2,33",MESQUITA,2,NELIO JUSTEN,"1,67",PAULO PUFF,"1,67",JACKSON NARIZ DE PALHAÇO,"1,67",SALES DO POSTO,"1,33",ROMULO DENTISTA,"1,33",SIDCLEY BRASIL,"1,33",BIA SANTOS,1,RENILSON CESAR,1
,MS-09216/2020,https://diariomsnews.com.br/noticias/eleicoes-2020/arlei-barbosa-delegado-elias-e-paulo-paleari-dominam-as-intencoes-de-votos-para-prefeito-em-nova-alvorada-do-sul-34989,MS,NOVA ALVORADA DO SUL,"Prefeito, Vereador",1.0,P,1.0,,,ARLEI BARBOSA,"24,67",DELEGADO ELIAS,22,PAULO PALEARI,"17,33",NELIO JUSTEN,5,,,,,,,,,,,,,,,,,,,,,,
,MS-09216/2020,https://diariomsnews.com.br/noticias/eleicoes-2020/arlei-barbosa-delegado-elias-e-paulo-paleari-dominam-as-intencoes-de-votos-para-prefeito-em-nova-alvorada-do-sul-34989,MS,NOVA ALVORADA DO SUL,"Prefeito, Vereador",1.0,P,0.0,,,ARLEI BARBOSA,"12,67",DELEGADO ELIAS,"10,33",PAULO PALEARI,7,JUVENAL NETO,"3,33",PATRICIA CESAR,"2,67",NELIO JUSTEN,"2,33",DR. BERLARMINO,1,,,,,,,,,,,,,,,,
,MS-09511/2020,https://www.gazetadopantanal.com/2020/05/marcelo-iunes-lidera-pesquisa-para-prefeitura-de-corumba/,MS,CORUMBÁ,"Prefeito, Vereador",1.0,P,1.0,,,IUNES,"43,27",DUARTE,"24,75",DR. GABRIEL,"14,68",ELANO,"6,98",,,,,,,,,,,,,,,,,,,,,,
,MS-09511/2020,https://www.gazetadopantanal.com/2020/05/marcelo-iunes-lidera-pesquisa-para-prefeitura-de-corumba/,MS,CORUMBÁ,"Prefeito, Vereador",1.0,P,0.0,,,IUNES,"11,9",DUARTE,"4,68",,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-09666/2020,https://diariomsnews.com.br/noticias/eleicoes-2020/ranking-em-aquidauana-pesquisa-de-avaliacao-administrativa-e-eleicao-2020-33990,MS,AQUIDAUANA,"Prefeito, Vereador",1.0,V,0.0,,,ANDERSON MEIRELES,"4,67",YOUSSEF SALIBA,"2,67",MAURO BATISTA,2,ZENILDA DAMASCENO,"1,67",VALTER NEVES,"1,67",MARIANGELA,"1,33",ROBSON,"1,33",SEBASTIAO SANTOS,1,CLEBER,1,MOACIR PEREIRA,1,EDINHO GRACE,1,TIAO SEREIA,1,JOSUE DO MERCADO,1,,,,
,MS-09666/2020,https://diariomsnews.com.br/noticias/eleicoes-2020/ranking-em-aquidauana-pesquisa-de-avaliacao-administrativa-e-eleicao-2020-33990,MS,AQUIDAUANA,"Prefeito, Vereador",1.0,P,1.0,,,ODILON RIBEIRO,"43,67",VIVIANE ORRO,17,YOUSSEF SALIBA,10,JOAQUIM PASSOS,9,SELMA SULEIMAN,3,,,,,,,,,,,,,,,,,,,,
,MS-09666/2020,https://diariomsnews.com.br/noticias/eleicoes-2020/ranking-em-aquidauana-pesquisa-de-avaliacao-administrativa-e-eleicao-2020-33990,MS,AQUIDAUANA,"Prefeito, Vereador",1.0,P,0.0,,,ODILON RIBEIRO,36,VIVIANE ORRO,9,YOUSSEF SALIBA,"5,67",JOAQUIM PASSOS,"5,33",,,,,,,,,,,,,,,,,,,,,,
,MT-04812/2020,https://powermix.com.br/geral/ed-motta-da-tv-aparece-como-principal-adversario-de-leandro-felix-nas-eleicoes-em-nova-mutum-mt/11925,MT,NOVA MUTUM,"Prefeito, Vereador",1.0,P,1.0,,,ED MOTTA,"24,57",FELIX,"34,43",LIRIO LAUTENSCHLAGER,"10,86",AIRTON PESSI,8,EDILEUDO,6,DIOGENES JACOBSEN,"2,86",,,,,,,,,,,,,,,,,,
,MT-05308/2020,https://www.ubirata24horas.com.br/noticias/Politica/Ex-secretario-de-saude-lidera-pesquisa-para-prefeito-de-nova-ubirata/,MT,NOVA UBIRATÃ,"Prefeito, Vereador",1.0,P,0.0,,,SILVIO ANDRE STOLFO,"10,63",HEDER SAIS,"4,33",ADILSON LUIZ,"3,94",VALDERNIR JOSE,"1,18",,,,,,,,,,,,,,,,,,,,,,
,MT-05308/2020,https://www.ubirata24horas.com.br/noticias/Politica/Ex-secretario-de-saude-lidera-pesquisa-para-prefeito-de-nova-ubirata/,MT,NOVA UBIRATÃ,"Prefeito, Vereador",1.0,P,1.0,,,SILVIO ANDRE STOLFO,"28,74",HEDER SAIS,"11,02",ADILSON LUIZ,"7,09",LEONILDO ANTONIO,"3,54",EDER SETTER,"2,76",EDEGAR JOSE BERNARDI,"1,57",,,,,,,,,,,,,,,,,,
,MT-05707/2020,https://www.folhamax.com/politica/ex-prefeito-lidera-pesquisa-para-voltar-a-comandar-municipio-em-mt/247425,MT,NOVO SÃO JOAQUIM,Prefeito,1.0,V,0.0,,,LUCIANO PROMOÇÕES,"16,6",JOSE AUGUSTO,"1,9",JULIO,"1,6",IAM DIEGO,"1,6",RAFAEL,"1,1",CLEBER,"1,1",ZE ALICATE,"1,1",JOSE ANGELO,"1,1",,,,,,,,,,,,,,
,MT-05707/2020,https://www.folhamax.com/politica/ex-prefeito-lidera-pesquisa-para-voltar-a-comandar-municipio-em-mt/247425,MT,NOVO SÃO JOAQUIM,Prefeito,1.0,P,0.0,,,FARIAS,"38,1",JORDAO,"17,2",ALEMAO,3,,,,,,,,,,,,,,,,,,,,,,,,
,MT-05707/2020,https://www.folhamax.com/politica/ex-prefeito-lidera-pesquisa-para-voltar-a-comandar-municipio-em-mt/247425,MT,NOVO SÃO JOAQUIM,Prefeito,1.0,P,1.0,,,FARIAS,"51,2",ANTONIO AUGUSTO,"20,2",ALEMAO,"5,4",JAIRO,"2,7",,,,,,,,,,,,,,,,,,,,,,
,MT-08753/2020,https://semana7.com/politica/pesquisa-mostra-vanusa-pazetto-na-lideranca-para-prefeitura-de-nova-xavantina/3931,MT,NOVA XAVANTINA,"Prefeito, Vereador",1.0,P,1.0,,,VANUSA PAZETTO,"50,4",JOAO BANG,"9,6",CARLA SANTINI,8,,,,,,,,,,,,,,,,,,,,,,,,
,MT-08859/2020,https://correiodematogrosso.com.br/rejeicao-do-prefeito-de-cuiaba-chega-a-47/,MT,CUIABÁ,Prefeito,1.0,P,1.0,,,EMANUEL PINHEIRO,30,ABILIO JUNIOR,17,ROBERTO FRANÇA,11,PROCURADOR MAURO,8,GISELA SIMONA,7,JOSE ROBERTO STOPA,2,GILBERTO FIGUEIREDO,1,FELIPE WELLATON,1,FABIO GARCIA,1,,,,,,,,,,,,
,PA-00120/2020,https://portaltailandia.com/politica/eleicoes-2020/eleicoes-2020-primeira-pesquisa-doxa-registrada-em-ananindeua-mostra-dr-daniel-como-o-grande-favorito/,PA,ANANINDEUA,"Prefeito, Vereador",1.0,P,1.0,,,BETO ANDRADE,"1,6",CAPITAO MARCONY,"2,8",NEWTON DO PT,"3,3",CARLITO BEGOT,"3,3",MIRO SANOVA,"8,2",DR. DANIEL,"57,5",,,,,,,,,,,,,,,,,,
,PA-00120/2020,https://portaltailandia.com/politica/eleicoes-2020/eleicoes-2020-primeira-pesquisa-doxa-registrada-em-ananindeua-mostra-dr-daniel-como-o-grande-favorito/,PA,ANANINDEUA,"Prefeito, Vereador",1.0,P,0.0,,,MIRO SANOVA,"4,2",JEFFERSON LIMA,"2,1",DR. DANIEL,"26,9",CARLITO BEGOT,"1,6",,,,,,,,,,,,,,,,,,,,,,
,PA-00475/2020,https://analisedeconjuntura.blogspot.com/2020/01/maria-do-carmo-lidera-primeira-pesquisa.html,PA,SANTARÉM,"Prefeito, Vereador",1.0,P,1.0,,,MARIA DO CARMO,50,NELIO AGUIAR,19,NEY SANTANA,13,BIRINHA ADVOGADO,1,CORONEL TOMASO,4,JOAO DA MASSAMIX,1,JOTA NINOS,1,JACKSON DO FLOCLORE,1,PROFESSOR JARSEN,1,VALDIR MATHIAS,2,,,,,,,,,,
,PA-00475/2020,https://www.blogquartopoder.com.br/2020/01/maria-do-carmo-lidera-pesquisa-para.html,PA,SANTARÉM,"Prefeito, Vereador",1.0,P,0.0,,,MARIA DO CARMO,31,NELIO AGUIAR,17,NEY SANTANA,9,LIRA MAIA,1,ALEXANDRE VON,1,BIRINHA,1,JACKSON DO FOLCLORE,1,VALDIR MATIAS,1,,,,,,,,,,,,,,
,PA-01499/2020,https://rdnoticias.blog.br/2020/05/20/taka-e-o-grande-favorito-na-corrida-eleitoral-em-ruropolis-aponta-pesquisa-doxa/,PA,RURÓPOLIS,"Prefeito, Vereador",1.0,P,1.0,,,TAKA,50,SIMAO DADALT,"18,4",ZE FILHO,"7,4",EDGAR,"2,9",MARCELO,"2,2",,,,,,,,,,,,,,,,,,,,
,PA-01499/2020,https://rdnoticias.blog.br/2020/05/20/taka-e-o-grande-favorito-na-corrida-eleitoral-em-ruropolis-aponta-pesquisa-doxa/,PA,RURÓPOLIS,"Prefeito, Vereador",1.0,P,0.0,,,TAKA,"27,9",ZE FILHO,"3,7",SIMAO DADALT,"1,5",,,,,,,,,,,,,,,,,,,,,,,,
,PA-01896/2020,https://www.zedudu.com.br/pesquisa-para-prefeitura-de-curionopolis-tem-pergunta-ate-sobre-serra-leste/,PA,CURIONÓPOLIS,Prefeito,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PA-03471/2020,https://www.facebook.com/GazetaPauDarco/posts/2969654809762667,PA,PAU D'ARCO,"Prefeito, Vereador",1.0,P,1.0,,,FREDSON,"46,5",MAURICIO CAVALCANTI,"22,2",DOMINGOS ENFERMEIRO,"14,4",,,,,,,,,,,,,,,,,,,,,,,,
,PA-03471/2020,https://www.facebook.com/GazetaPauDarco/posts/2969654809762667,PA,PAU D'ARCO,"Prefeito, Vereador",1.0,P,0.0,,,FREDSON,"38,1",MAURICIO CAVALCANTI,"18,1",DOMINGOS ENFERMEIRO,"7,1",,,,,,,,,,,,,,,,,,,,,,,,
,PA-03612/2020,https://www.facebook.com/jornalnovocarajas/posts/1745356565604268,PA,CONCEIÇÃO DO ARAGUAIA,Prefeito,1.0,P,0.0,,,JAIR MARTINS,"47,5",ALVARO BRITO,"8,3",EVERALDO NUNES,"1,5",EDUARDO QUEIROZ,"1,1",,,,,,,,,,,,,,,,,,,,,,
,PA-03865/2020,https://wwwblogdoxarope.blogspot.com/2020/02/,PA,ORIXIMINÁ,Prefeito,1.0,P,1.0,,,ANGELO FERRARI,"37,2",DELEGADO FONSECA,"19,8",GONZAGA,"16,4",HERCULES,"6,5",LUDUGERO,"3,6",LEONCIO,"3,3",,,,,,,,,,,,,,,,,,
,PA-03865/2020,https://wwwblogdoxarope.blogspot.com/2020/02/,PA,ORIXIMINÁ,Prefeito,1.0,P,0.0,,,ANGELO FERRARI,"21,6",GONZAGA,"14,2",DEL. FONSECA,"11,2",LUDUGERO,"3,6",HERCULES,"3,3",LEONCIO,"2,2",,,,,,,,,,,,,,,,,,
,PA-04653/2020,https://www.jesocarneiro.com.br/cidade/mojui-dos-campos-cidade/pesquisa-em-mojui-mostra-psdb-a-frente-e-influencia-de-jailson-na-sua-sucessao.html,PA,MOJUÍ DOS CAMPOS,"Prefeito, Vereador",1.0,P,0.0,,,MARCO ANTONIO,"23,9",JUVENAL ARRUDA,"14,5",IZAILTON SOUSA,"10,9",EVERALDO CAMILO,"7,31",EMERSON SILVEIRA,"4,2",JAMISON,"2,1",,,,,,,,,,,,,,,,,,
,PA-04653/2020,https://www.jesocarneiro.com.br/cidade/mojui-dos-campos-cidade/pesquisa-em-mojui-mostra-psdb-a-frente-e-influencia-de-jailson-na-sua-sucessao.html,PA,MOJUÍ DOS CAMPOS,"Prefeito, Vereador",1.0,P,1.0,,,EMERSON SILVEIRA,4,IZAILTON SOUSA,17,MARCOS ANTONIO,32,JUVENAL ARRUDA,24,EVERALDO CAMILO,10,,,,,,,,,,,,,,,,,,,,
,PA-05330/2020,https://soldocarajas.blogspot.com/2020/06/data-populi-instituto-paraense-realiza.html,PA,PARAUAPEBAS,"Prefeito, Vereador",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PA-05974/2020,https://www.medioq.com/BR/Bel%C3%A9m/1119793078207877/para3.com.br,PA,TUCURUÍ,"Prefeito, Vereador",1.0,P,1.0,,,ALEXANDRE SIQUEIRA,38,ELIANE LIMA,"14,1",ARTUR BRITO,"12,3",HERNANDES VAZ,"6,3",ADEMIR ANDRADE,"5,1",XANDAO,"1,7",,,,,,,,,,,,,,,,,,
,PA-05974/2020,https://www.medioq.com/BR/Bel%C3%A9m/1119793078207877/para3.com.br,PA,TUCURUÍ,"Prefeito, Vereador",1.0,P,0.0,,,ALEXANDRE SIQUEIRA,"19,2",JAIRO HOLANDA,"9,4",ELIANE,"6,8",ARTUR BRITO,"3,2",HERNANDEZ VAZ,"3,1",MARCELO DA ACIT,"1,6",ADEMIR ANDRADE,1,,,,,,,,,,,,,,,,
,PA-06320/2020,https://www.an10.com.br/noticias/politica/pesquisa-se-a-eleicao-fosse-hoje-adriano-salomao-seria-eleito-com-42-dos-votos/,PA,SANTA MARIA DAS BARREIRAS,"Prefeito, Vereador",1.0,P,1.0,,,ADRIANO SALOMAO,"42,81",EMIVALDO AMANCIO,"20,01",JORGE KALLIL,9,,,,,,,,,,,,,,,,,,,,,,,,
,PA-06320/2020,https://www.an10.com.br/noticias/politica/pesquisa-se-a-eleicao-fosse-hoje-adriano-salomao-seria-eleito-com-42-dos-votos/,PA,SANTA MARIA DAS BARREIRAS,"Prefeito, Vereador",1.0,P,0.0,,,ADRIANO SALOMAO,"35,08",EMIVALDO AMANCIO,19,JORGE KALLIL,"7,2",,,,,,,,,,,,,,,,,,,,,,,,
,PA-06594/2020,https://www.jesocarneiro.com.br/politica/em-redencao-tucano-lidera-disputa-para-prefeito-com-quase-33-da-preferencia-popular.html,PA,REDENÇÃO,"Prefeito, Vereador",1.0,P,1.0,,,MARIO MOREIRA,"32,91",WILIAM DO POTENCIA,"17,34",CARLOS EDUARDO CADU,"10,80",JPC,"9,55",RICARDO PULL,"7,29",DR. IRAPUAN,"6,03",LEONARDO DA SAUDE,"4,77",DR. RENER,"3,02",,,,,,,,,,,,,,
,PA-06594/2020,https://www.jesocarneiro.com.br/politica/em-redencao-tucano-lidera-disputa-para-prefeito-com-quase-33-da-preferencia-popular.html,PA,REDENÇÃO,"Prefeito, Vereador",1.0,P,0.0,,,MARIO MOREIRA,"18,09",WILIAM DO POTENCIA,"10,05",CARLOS EDUARDO CADU,"7,04",JPC,"6,28",IAVE,"3,27",RICARDO PULL,"2,51",LEONARDO DA SAUDE,"2,26",DR. RENER,"1,76",DR. IRAPUAN,"1,76",,,,,,,,,,,,
,PA-06809/2020,https://alvoradaradioweb.com/noticia/654977/eleicoes-2020-primeira-pesquisa-registrada-aponta-empate-tecnico-em-parauapebas,PA,PARAUAPEBAS,"Prefeito, Vereador",1.0,V,0.0,,,ZACARIA MARQUES,10,BRAZ,4,MARCELO PARCEIRINHO,9,ELIAS DA CONSTRUFORTE,4,JOEL DO SINDICATO,3,JOAO DO FEIJAO,4,PAVAO,3,JOELMA LEITE,6,LUIZ CARTILHO,3,ELIENE,4,MARIDE,2,HORACIO MARTINS,1,FRANCISCA CIZA,1,KELEN ADRIANA,2,COUTINHO,2
,PA-06809/2020,https://alvoradaradioweb.com/noticia/654977/eleicoes-2020-primeira-pesquisa-registrada-aponta-empate-tecnico-em-parauapebas,PA,PARAUAPEBAS,"Prefeito, Vereador",1.0,P,1.0,,,DARCI LERMEN,30,VALMIR MARIANO,31,FRANCINE,5,JOELMA VEREADORA,2,JOAO DO VERDURAO,7,MARCELO CATALAO,6,MIQUINHA,2,GILBERTO DA PAPELARIA,1,,,,,,,,,,,,,,
,PA-06809/2020,https://alvoradaradioweb.com/noticia/654977/eleicoes-2020-primeira-pesquisa-registrada-aponta-empate-tecnico-em-parauapebas,PA,PARAUAPEBAS,"Prefeito, Vereador",1.0,P,0.0,,,VALMIR MARIANO,"26,8",DARCI LERMEN,"23,2",MARCELO CATALAO,"3,6",FRANCINE DO HIPER SENA,"1,5",JOAO DO VERDURAO,"1,5",JOELMA VEREADORA,"1,2",,,,,,,,,,,,,,,,,,
,PA-06906/2020,https://wwwblogdoxarope.blogspot.com/2020/02/,PA,VITÓRIA DO XINGU,"Prefeito, Vereador",1.0,P,1.0,,,MURILO SOUSA,"13,5",JOSY AMARAL,"47,9",ROGERIO SECRETARIO,"9,8",NENGO TAXISTA,11,,,,,,,,,,,,,,,,,,,,,,
,PA-06906/2020,https://wwwblogdoxarope.blogspot.com/2020/02/,PA,VITÓRIA DO XINGU,"Prefeito, Vereador",1.0,P,0.0,,,JOSY AMARAL,"28,8",MURILO,"9,2",NENGO TAXISTA,"6,7",ROGERIO,"2,5",,,,,,,,,,,,,,,,,,,,,,
