"ANO_ELEICAO","NUM_TURNO","UF","CODIGO_CARGO","NUMERO_CANDIDATO","QTDE_VOTOS"
"2018","1","ZZ","1","12","367"
"2018","1","ZZ","1","12","21"
"2018","1","ZZ","1","12","7"
"2018","1","ZZ","1","12","6"
"2018","1","ZZ","1","12","1159"
"2018","1","ZZ","1","12","91"
"2018","1","ZZ","1","12","13"
"2018","1","ZZ","1","12","3"
"2018","1","ZZ","1","12","1306"
"2018","1","ZZ","1","12","13"
"2018","1","ZZ","1","12","167"
"2018","1","ZZ","1","12","38"
"2018","1","ZZ","1","12","344"
"2018","1","ZZ","1","12","37"
"2018","1","ZZ","1","13","6"
"2018","1","ZZ","1","13","1025"
"2018","1","ZZ","1","13","313"
"2018","1","ZZ","1","13","87"
"2018","1","ZZ","1","13","2"
"2018","1","ZZ","1","13","12"
"2018","1","ZZ","1","17","165"
"2018","1","ZZ","1","17","64"
"2018","1","ZZ","1","17","1038"
"2018","1","ZZ","1","17","8"
"2018","1","ZZ","1","17","603"
"2018","1","ZZ","1","17","32"
"2018","1","ZZ","1","17","3465"
"2018","1","ZZ","1","17","23"
"2018","1","ZZ","1","17","58"
"2018","1","ZZ","1","18","126"
"2018","1","ZZ","1","18","1"
"2018","1","ZZ","1","18","1"
"2018","1","ZZ","1","18","190"
"2018","1","ZZ","1","18","251"
"2018","1","ZZ","1","18","1"
"2018","1","ZZ","1","18","17"
"2018","1","ZZ","1","18","35"
"2018","1","ZZ","1","18","451"
"2018","1","ZZ","1","18","11"
"2018","1","ZZ","1","18","1"
"2018","1","ZZ","1","18","6"
"2018","1","ZZ","1","30","121"
"2018","1","ZZ","1","30","4"
"2018","1","ZZ","1","30","3"
"2018","1","ZZ","1","30","44"
"2018","1","ZZ","1","30","22"
"2018","1","ZZ","1","30","1"
"2018","1","ZZ","1","30","18"
"2018","1","ZZ","1","30","61"
"2018","1","ZZ","1","30","1"
"2018","1","ZZ","1","30","10"
"2018","1","ZZ","1","30","842"
"2018","1","ZZ","1","30","2"
"2018","1","ZZ","1","30","19"
"2018","1","ZZ","1","30","13"
"2014","1","ZZ","1","29","15"
"2014","1","ZZ","1","20","4"
"2014","1","ZZ","1","20","52"
"2014","1","ZZ","1","20","19"
"2014","1","ZZ","1","20","34"
"2018","1","ZZ","1","12","157"
"2018","1","ZZ","1","12","2667"
"2018","1","ZZ","1","12","7"
"2018","1","ZZ","1","12","237"
"2018","1","ZZ","1","12","2"
"2018","1","ZZ","1","12","224"
"2018","1","ZZ","1","12","7"
"2018","1","ZZ","1","12","66"
"2018","1","ZZ","1","12","123"
"2018","1","ZZ","1","12","91"
"2018","1","ZZ","1","12","18"
"2018","1","ZZ","1","12","6"
"2018","2","ZZ","1","17","7"
"2014","2","ZZ","1","13","24"
"2014","2","ZZ","1","45","150"
"2014","2","ZZ","1","45","720"
"2018","2","ZZ","1","17","190"
"2018","2","ZZ","1","95","541"
"2014","2","ZZ","1","45","69"
"2014","2","ZZ","1","45","7"
"2018","2","ZZ","1","17","5227"
"2018","2","ZZ","1","95","30"
"2014","2","ZZ","1","45","6489"
"2014","2","ZZ","1","45","24"
"2018","2","ZZ","1","17","900"
"2014","2","ZZ","1","95","4"
"2014","2","ZZ","1","45","21"
"2014","2","ZZ","1","45","14"
"2018","2","ZZ","1","17","11"
"2014","2","ZZ","1","96","4"
"2014","2","ZZ","1","45","410"
"2014","2","ZZ","1","45","195"
"2018","2","ZZ","1","17","36"
"2018","2","ZZ","1","95","3"
"2014","2","ZZ","1","45","44"
"2014","2","ZZ","1","45","96"
"2018","2","ZZ","1","17","51"
"2018","2","ZZ","1","95","10"
"2014","2","ZZ","1","45","55"
"2014","2","ZZ","1","45","184"
"2018","2","ZZ","1","17","429"
"2014","2","ZZ","1","96","1"
"2014","2","ZZ","1","13","12"
"2014","2","ZZ","1","45","32"
"2018","2","ZZ","1","17","16"
"2014","2","ZZ","1","95","57"
"2014","2","ZZ","1","13","42"
"2014","2","ZZ","1","45","4252"
"2018","2","ZZ","1","17","27"
"2014","2","ZZ","1","95","3"
"2018","2","ZZ","1","13","2912"
"2014","2","ZZ","1","45","17"
"2018","2","ZZ","1","17","27"
"2018","2","ZZ","1","95","4"
"2018","2","ZZ","1","17","17"
"2014","2","ZZ","1","45","70"
"2018","2","ZZ","1","17","14"
"2014","2","ZZ","1","95","3"
"2018","2","ZZ","1","17","979"
"2014","2","ZZ","1","45","5"
"2018","2","ZZ","1","17","392"
"2018","2","ZZ","1","95","1"
"2014","2","ZZ","1","13","19"
"2014","2","ZZ","1","45","142"
"2014","2","ZZ","1","95","107"
"2018","2","ZZ","1","95","2"
"2014","2","ZZ","1","13","158"
"2018","2","ZZ","1","13","42"
"2018","2","ZZ","1","17","38"
"2018","2","ZZ","1","96","6"
"2014","2","ZZ","1","13","6"
"2018","2","ZZ","1","13","9"
"2018","2","ZZ","1","17","284"
"2014","2","ZZ","1","96","2"
"2018","2","ZZ","1","13","16"
"2018","2","ZZ","1","13","24"
"2018","2","ZZ","1","17","164"
"2014","2","ZZ","1","95","14"
"2018","2","ZZ","1","13","26"
"2018","2","ZZ","1","17","27078"
"2014","2","ZZ","1","96","1"
"2014","2","ZZ","1","96","9"
"2018","2","ZZ","1","13","54"
"2018","2","ZZ","1","17","210"
"2014","2","ZZ","1","96","2"
"2014","2","ZZ","1","96","58"
"2018","2","ZZ","1","13","26"
"2018","2","ZZ","1","17","179"
"2018","2","ZZ","1","96","78"
"2014","2","ZZ","1","95","133"
"2018","2","ZZ","1","13","551"
"2018","2","ZZ","1","17","167"
"2018","2","ZZ","1","95","249"
"2018","2","ZZ","1","96","2"
"2018","2","ZZ","1","13","39"
"2018","2","ZZ","1","17","188"
"2014","2","ZZ","1","96","2"
"2014","2","ZZ","1","95","1"
"2014","2","ZZ","1","13","7"
"2018","2","ZZ","1","17","10"
"2014","2","ZZ","1","95","9"
"2014","2","ZZ","1","96","2"
"2014","2","ZZ","1","13","3"
"2018","2","ZZ","1","17","4794"
"2014","2","ZZ","1","95","489"
"2018","2","ZZ","1","96","1"
"2014","2","ZZ","1","96","3"
"2018","2","ZZ","1","17","53"
"2014","2","ZZ","1","95","1"
"2014","2","ZZ","1","95","40"
"2014","2","ZZ","1","13","746"
"2018","2","ZZ","1","13","4587"
"2018","2","ZZ","1","96","1"
"2018","2","ZZ","1","96","7"
"2014","2","ZZ","1","13","9"
"2018","2","ZZ","1","13","14"
"2018","2","ZZ","1","95","72"
"2018","2","ZZ","1","96","3"
"2014","2","ZZ","1","96","292"
"2018","2","ZZ","1","13","23"
"2014","2","ZZ","1","95","49"
"2018","2","ZZ","1","96","10"
"2014","2","ZZ","1","13","2"
"2018","2","ZZ","1","13","16"
"2014","2","ZZ","1","95","4"
"2018","2","ZZ","1","96","7"
"2014","2","ZZ","1","96","1"
"2018","2","ZZ","1","13","510"
"2014","2","ZZ","1","95","140"
"2014","2","ZZ","1","13","71"
"2014","2","ZZ","1","96","202"
"2018","2","ZZ","1","13","7"
"2014","2","ZZ","1","96","14"
"2014","2","ZZ","1","13","12"
"2014","2","ZZ","1","95","1"
"2018","2","ZZ","1","13","1047"
"2014","2","ZZ","1","95","1"
"2014","2","ZZ","1","13","33"
"2014","2","ZZ","1","96","22"
"2018","2","ZZ","1","13","9617"
"2014","2","ZZ","1","95","18"
"2014","2","ZZ","1","13","24"
"2014","2","ZZ","1","95","1"
"2018","2","ZZ","1","13","2355"
"2014","2","ZZ","1","45","997"
"2018","2","ZZ","1","13","71"
"2014","2","ZZ","1","13","28"
"2018","2","ZZ","1","13","420"
"2014","2","ZZ","1","45","10"
"2018","2","ZZ","1","13","466"
"2014","2","ZZ","1","13","1435"
"2018","2","ZZ","1","13","59"
"2014","2","ZZ","1","45","14"
"2018","2","ZZ","1","13","249"
"2018","2","ZZ","1","17","1590"
"2018","2","ZZ","1","13","2813"
"2014","2","ZZ","1","45","27"
"2018","2","ZZ","1","13","21"
"2014","2","ZZ","1","95","22"
"2018","2","ZZ","1","13","2953"
"2014","2","ZZ","1","45","2011"
"2014","2","ZZ","1","13","19"
"2014","2","ZZ","1","95","3"
"2018","2","ZZ","1","13","180"
"2014","2","ZZ","1","45","1782"
"2014","2","ZZ","1","13","793"
"2014","2","ZZ","1","95","416"
"2014","2","ZZ","1","13","10"
"2014","2","ZZ","1","45","1034"
"2014","2","ZZ","1","13","254"
"2014","2","ZZ","1","96","4"
"2014","2","ZZ","1","13","402"
"2014","2","ZZ","1","45","14"
"2018","2","ZZ","1","13","8"
"2014","2","ZZ","1","95","167"
"2014","2","ZZ","1","45","919"
"2014","2","ZZ","1","45","566"
"2018","2","ZZ","1","13","3268"
"2014","2","ZZ","1","96","8"
"2014","2","ZZ","1","45","7"
"2014","2","ZZ","1","45","400"
"2018","2","ZZ","1","13","19"
"2014","2","ZZ","1","95","7"
"2014","2","ZZ","1","45","155"
"2014","2","ZZ","1","45","440"
"2018","2","ZZ","1","13","1001"
"2014","2","ZZ","1","96","14"
"2014","2","ZZ","1","45","268"
"2014","2","ZZ","1","45","101"
"2018","2","ZZ","1","13","14"
"2014","2","ZZ","1","96","17"
"2014","2","ZZ","1","45","948"
"2014","2","ZZ","1","96","2"
"2014","2","ZZ","1","13","13"
"2014","2","ZZ","1","96","2"
"2014","2","ZZ","1","45","187"
"2014","2","ZZ","1","45","41"
"2014","2","ZZ","1","95","2"
"2014","2","ZZ","1","95","3"
"2014","2","ZZ","1","45","46"
"2014","2","ZZ","1","45","14"
"2014","2","ZZ","1","96","3"
"2014","2","ZZ","1","95","724"
"2014","2","ZZ","1","45","8"
"2014","2","ZZ","1","96","560"
"2014","2","ZZ","1","95","6"
"2014","2","ZZ","1","95","2"
"2014","2","ZZ","1","45","3812"
"2018","2","ZZ","1","95","16"
"2014","2","ZZ","1","96","5"
"2014","2","ZZ","1","96","8"
"2014","2","ZZ","1","13","11"
"2018","2","ZZ","1","95","26"
"2014","2","ZZ","1","96","2"
"2014","2","ZZ","1","96","1"
"2014","2","ZZ","1","13","54"
"2014","2","ZZ","1","96","9"
"2014","2","ZZ","1","96","64"
"2014","2","ZZ","1","95","48"
"2014","2","ZZ","1","13","6"
"2018","2","ZZ","1","95","8"
"2018","2","ZZ","1","95","27"
"2014","2","ZZ","1","96","1"
"2014","2","ZZ","1","13","5"
"2018","2","ZZ","1","96","34"
"2018","2","ZZ","1","95","1439"
"2018","2","ZZ","1","13","38"
"2014","2","ZZ","1","13","15"
"2018","2","ZZ","1","96","3"
"2018","2","ZZ","1","95","2"
"2018","2","ZZ","1","13","122"
"2014","2","ZZ","1","13","71"
"2014","2","ZZ","1","96","32"
"2018","2","ZZ","1","95","18"
"2018","2","ZZ","1","13","70"
"2014","2","ZZ","1","13","19"
"2014","2","ZZ","1","95","2"
"2018","2","ZZ","1","95","7"
"2018","2","ZZ","1","13","151"
"2014","2","ZZ","1","13","85"
"2018","2","ZZ","1","96","374"
"2018","2","ZZ","1","95","64"
"2018","2","ZZ","1","17","1049"
"2014","2","ZZ","1","13","2"
"2018","2","ZZ","1","96","21"
"2018","2","ZZ","1","95","383"
"2018","2","ZZ","1","17","7358"
"2014","2","ZZ","1","13","2"
"2018","2","ZZ","1","96","6"
"2018","2","ZZ","1","96","1852"
"2018","2","ZZ","1","17","178"
"2014","2","ZZ","1","45","924"
"2014","2","ZZ","1","96","1"
"2018","2","ZZ","1","96","190"
"2018","2","ZZ","1","17","10"
"2014","2","ZZ","1","45","106"
"2014","2","ZZ","1","95","1"
"2018","2","ZZ","1","96","12"
"2018","2","ZZ","1","17","24"
"2014","2","ZZ","1","45","21"
"2014","2","ZZ","1","96","4"
"2018","2","ZZ","1","96","54"
"2018","2","ZZ","1","17","1299"
"2014","2","ZZ","1","45","17"
"2018","2","ZZ","1","96","371"
"2018","2","ZZ","1","96","14"
"2018","2","ZZ","1","17","47"
"2014","2","ZZ","1","45","136"
"2014","2","ZZ","1","95","178"
"2018","2","ZZ","1","96","10"
"2018","2","ZZ","1","17","16"
"2014","2","ZZ","1","45","70"
"2014","2","ZZ","1","96","12"
"2018","2","ZZ","1","96","6"
"2018","2","ZZ","1","17","16"
"2014","2","ZZ","1","45","11"
"2018","2","ZZ","1","96","24"
"2018","2","ZZ","1","96","3"
"2018","2","ZZ","1","17","22"
"2014","2","ZZ","1","45","41"
"2014","2","ZZ","1","96","1"
"2014","2","ZZ","1","95","2"
"2018","2","ZZ","1","17","26"
"2014","2","ZZ","1","45","19"
"2018","2","ZZ","1","96","89"
"2014","2","ZZ","1","96","6"
"2018","2","ZZ","1","17","179"
"2014","2","ZZ","1","45","22"
"2018","2","ZZ","1","95","3"
"2014","2","ZZ","1","96","92"
"2018","2","ZZ","1","17","8"
"2014","2","ZZ","1","45","12"
"2018","2","ZZ","1","95","24"
"2014","2","ZZ","1","96","7"
"2018","2","ZZ","1","17","3679"
"2014","2","ZZ","1","45","625"
"2018","2","ZZ","1","95","79"
"2014","2","ZZ","1","95","8"
"2018","2","ZZ","1","17","67"
"2014","2","ZZ","1","45","23"
"2018","2","ZZ","1","95","1"
"2014","2","ZZ","1","95","1"
"2018","2","ZZ","1","13","128"
"2014","2","ZZ","1","45","31"
"2018","2","ZZ","1","95","20"
"2014","2","ZZ","1","95","13"
"2018","2","ZZ","1","13","941"
"2014","2","ZZ","1","45","13"
"2018","2","ZZ","1","95","35"
"2014","2","ZZ","1","95","13"
"2018","2","ZZ","1","13","231"
"2014","2","ZZ","1","45","27"
"2018","2","ZZ","1","95","51"
"2014","2","ZZ","1","95","2"
"2018","2","ZZ","1","13","14"
"2018","2","ZZ","1","13","15"
"2018","2","ZZ","1","95","6"
"2018","2","ZZ","1","13","19"
"2018","2","ZZ","1","13","9"
"2018","2","ZZ","1","13","17"
"2018","2","ZZ","1","96","1"
"2018","2","ZZ","1","13","106"
"2018","2","ZZ","1","13","99"
"2014","2","ZZ","1","13","1716"
"2018","2","ZZ","1","95","13"
"2018","2","ZZ","1","13","305"
"2014","2","ZZ","1","96","212"
"2014","2","ZZ","1","13","457"
"2018","2","ZZ","1","95","104"
"2018","2","ZZ","1","13","20"
"2014","2","ZZ","1","96","3"
"2018","2","ZZ","1","17","91"
"2018","2","ZZ","1","96","2"
"2018","2","ZZ","1","13","13"
"2014","2","ZZ","1","95","10"
"2018","2","ZZ","1","17","22"
"2014","2","ZZ","1","95","17"
"2018","2","ZZ","1","13","8"
"2014","2","ZZ","1","96","1"
"2018","2","ZZ","1","17","1269"
"2014","2","ZZ","1","95","1"
"2018","2","ZZ","1","13","9"
"2014","2","ZZ","1","96","2"
"2018","2","ZZ","1","17","42937"
"2014","2","ZZ","1","95","5"
"2018","2","ZZ","1","13","5"
"2014","2","ZZ","1","96","3"
"2018","2","ZZ","1","17","56"
"2014","2","ZZ","1","95","8"
"2018","2","ZZ","1","13","20"
"2014","2","ZZ","1","95","25"
"2018","2","ZZ","1","17","38"
"2014","2","ZZ","1","96","1"
"2018","2","ZZ","1","13","1754"
"2014","2","ZZ","1","96","1"
"2014","2","ZZ","1","13","254"
"2014","2","ZZ","1","96","12"
"2014","2","ZZ","1","13","494"
"2014","2","ZZ","1","95","39"
"2014","2","ZZ","1","13","8"
"2014","2","ZZ","1","96","2"
"2014","2","ZZ","1","13","26"
"2018","2","ZZ","1","96","4"
"2014","2","ZZ","1","13","103"
"2018","2","ZZ","1","95","2"
"2014","2","ZZ","1","13","306"
"2018","2","ZZ","1","96","2"
"2014","2","ZZ","1","13","82"
"2018","2","ZZ","1","95","120"
"2014","2","ZZ","1","13","14"
"2018","2","ZZ","1","96","6"
"2014","2","ZZ","1","13","5"
"2018","2","ZZ","1","95","72"
"2014","2","ZZ","1","13","6"
"2018","2","ZZ","1","96","108"
"2014","2","ZZ","1","13","27"
"2018","2","ZZ","1","95","12"
"2014","2","ZZ","1","13","52"
"2018","2","ZZ","1","95","151"
"2014","2","ZZ","1","13","330"
"2018","2","ZZ","1","95","16"
"2014","2","ZZ","1","13","93"
"2018","2","ZZ","1","95","252"
"2014","2","ZZ","1","13","1467"
"2018","2","ZZ","1","95","9"
"2014","2","ZZ","1","13","10"
"2018","2","ZZ","1","95","212"
"2018","2","ZZ","1","13","71"
"2018","2","ZZ","1","95","15"
"2014","2","ZZ","1","13","2118"
"2018","2","ZZ","1","95","256"
"2018","2","ZZ","1","13","500"
"2018","2","ZZ","1","95","4"
"2014","2","ZZ","1","96","41"
"2018","2","ZZ","1","95","2"
"2018","2","ZZ","1","13","54"
"2018","2","ZZ","1","95","26"
"2014","2","ZZ","1","13","1830"
"2018","2","ZZ","1","95","18"
"2018","2","ZZ","1","13","15"
"2018","2","ZZ","1","95","1"
"2014","2","ZZ","1","95","4"
"2018","2","ZZ","1","95","9"
"2018","2","ZZ","1","13","20"
"2018","2","ZZ","1","95","8"
"2014","2","ZZ","1","95","6"
"2018","2","ZZ","1","95","40"
"2018","2","ZZ","1","13","138"
"2014","2","ZZ","1","45","58"
"2014","2","ZZ","1","13","3329"
"2018","2","ZZ","1","95","778"
"2018","2","ZZ","1","13","180"
"2014","2","ZZ","1","45","13"
"2014","2","ZZ","1","13","125"
"2018","2","ZZ","1","96","8"
"2018","2","ZZ","1","13","77"
"2014","2","ZZ","1","45","1281"
"2014","2","ZZ","1","13","44"
"2018","2","ZZ","1","96","18"
"2018","2","ZZ","1","13","746"
"2018","2","ZZ","1","96","109"
"2018","2","ZZ","1","13","67"
"2018","2","ZZ","1","96","22"
"2014","2","ZZ","1","13","8"
"2014","2","ZZ","1","45","15"
"2014","2","ZZ","1","13","234"
"2018","2","ZZ","1","96","22"
"2014","2","ZZ","1","13","9"
"2018","2","ZZ","1","96","61"
"2014","2","ZZ","1","13","2265"
"2018","2","ZZ","1","96","2"
"2014","2","ZZ","1","13","1"
"2014","2","ZZ","1","96","1"
"2014","2","ZZ","1","13","13"
"2018","2","ZZ","1","96","15"
"2014","2","ZZ","1","13","1272"
"2014","2","ZZ","1","96","25"
"2018","2","ZZ","1","17","8"
"2018","2","ZZ","1","96","1121"
"2018","2","ZZ","1","17","539"
"2018","2","ZZ","1","96","15"
"2018","2","ZZ","1","17","245"
"2018","2","ZZ","1","96","56"
"2018","2","ZZ","1","17","437"
"2018","2","ZZ","1","96","14"
"2018","2","ZZ","1","17","1041"
"2018","2","ZZ","1","96","50"
"2014","2","ZZ","1","13","15"
"2018","2","ZZ","1","96","4"
"2014","2","ZZ","1","13","228"
"2018","2","ZZ","1","96","458"
"2014","2","ZZ","1","13","17"
"2018","2","ZZ","1","96","21"
"2014","2","ZZ","1","13","121"
"2018","2","ZZ","1","96","1"
"2014","2","ZZ","1","13","16"
"2018","2","ZZ","1","17","13"
"2014","2","ZZ","1","13","525"
"2018","2","ZZ","1","96","1"
"2018","2","ZZ","1","13","536"
"2018","2","ZZ","1","17","38"
"2018","2","ZZ","1","13","21"
"2018","2","ZZ","1","96","45"
"2018","2","ZZ","1","13","7"
"2018","2","ZZ","1","17","154"
"2018","2","ZZ","1","13","49"
"2018","2","ZZ","1","96","22"
"2018","2","ZZ","1","13","6"
"2018","2","ZZ","1","17","950"
"2018","2","ZZ","1","13","90"
"2018","2","ZZ","1","96","5"
"2018","2","ZZ","1","13","467"
"2018","2","ZZ","1","17","52"
"2018","2","ZZ","1","13","7"
"2018","2","ZZ","1","96","1"
"2018","2","ZZ","1","17","1890"
"2018","2","ZZ","1","17","4606"
"2018","2","ZZ","1","17","8"
"2018","2","ZZ","1","96","7"
"2018","2","ZZ","1","17","160"
"2018","2","ZZ","1","17","119"
"2018","2","ZZ","1","17","276"
"2018","2","ZZ","1","96","888"
"2018","2","ZZ","1","17","17"
"2018","2","ZZ","1","17","8190"
"2018","2","ZZ","1","17","225"
"2018","2","ZZ","1","95","75"
"2018","2","ZZ","1","17","6"
"2018","2","ZZ","1","17","390"
"2018","2","ZZ","1","17","270"
"2018","2","ZZ","1","95","2"
"2018","2","ZZ","1","17","421"
"2018","2","ZZ","1","17","178"
"2018","2","ZZ","1","13","2728"
"2018","2","ZZ","1","95","320"
"2018","2","ZZ","1","13","115"
"2018","2","ZZ","1","96","633"
"2018","2","ZZ","1","13","9"
"2018","2","ZZ","1","95","6"
"2018","2","ZZ","1","13","4219"
"2018","2","ZZ","1","96","134"
"2018","2","ZZ","1","13","222"
"2018","2","ZZ","1","95","1471"
"2014","2","ZZ","1","13","7"
"2018","2","ZZ","1","96","20"
"2014","2","ZZ","1","13","13"
"2018","2","ZZ","1","95","63"
"2014","2","ZZ","1","13","363"
"2014","2","ZZ","1","96","61"
"2014","2","ZZ","1","13","136"
"2018","2","ZZ","1","95","1"
"2014","2","ZZ","1","13","6"
"2018","2","ZZ","1","96","2"
"2014","2","ZZ","1","13","5496"
"2018","2","ZZ","1","95","27"
"2014","2","ZZ","1","13","20"
"2018","2","ZZ","1","96","1"
"2018","2","ZZ","1","17","34"
"2018","2","ZZ","1","95","5"
"2018","2","ZZ","1","17","674"
"2018","2","ZZ","1","96","77"
"2018","2","ZZ","1","17","471"
"2018","2","ZZ","1","95","19"
"2018","2","ZZ","1","17","32"
"2018","2","ZZ","1","96","2"
"2018","2","ZZ","1","17","63"
"2014","2","ZZ","1","96","5"
"2014","2","ZZ","1","13","69"
"2014","2","ZZ","1","95","115"
"2014","2","ZZ","1","45","62"
"2018","2","ZZ","1","13","95"
"2014","2","ZZ","1","45","218"
"2018","2","ZZ","1","96","394"
"2014","2","ZZ","1","45","17"
"2018","2","ZZ","1","13","431"
"2014","2","ZZ","1","45","209"
"2014","2","ZZ","1","96","1"
"2014","2","ZZ","1","45","224"
"2018","2","ZZ","1","13","24"
"2014","2","ZZ","1","45","33238"
"2014","2","ZZ","1","96","156"
"2014","2","ZZ","1","45","188"
"2014","2","ZZ","1","45","1548"
"2014","2","ZZ","1","45","7"
"2018","2","ZZ","1","96","4"
"2014","2","ZZ","1","45","11"
"2014","2","ZZ","1","45","266"
"2014","2","ZZ","1","45","282"
"2014","2","ZZ","1","96","5"
"2014","2","ZZ","1","45","2670"
"2014","2","ZZ","1","45","4415"
"2014","2","ZZ","1","45","22"
"2018","2","ZZ","1","96","3"
"2014","2","ZZ","1","45","4284"
"2014","2","ZZ","1","45","14"
"2014","2","ZZ","1","13","7"
"2018","2","ZZ","1","96","3"
"2014","2","ZZ","1","13","1004"
"2014","2","ZZ","1","45","232"
"2014","2","ZZ","1","13","22"
"2018","2","ZZ","1","96","224"
"2014","2","ZZ","1","13","23"
"2014","2","ZZ","1","45","388"
"2014","2","ZZ","1","13","243"
"2018","2","ZZ","1","96","23"
"2018","2","ZZ","1","13","4"
"2014","2","ZZ","1","45","21"
"2018","2","ZZ","1","13","11"
"2018","2","ZZ","1","96","6"
"2018","2","ZZ","1","13","666"
"2014","2","ZZ","1","45","520"
"2018","2","ZZ","1","13","100"
"2014","2","ZZ","1","96","2"
"2018","2","ZZ","1","13","4374"
"2014","2","ZZ","1","95","8"
"2018","2","ZZ","1","13","39"
"2014","2","ZZ","1","96","3"
"2014","2","ZZ","1","96","1"
"2018","2","ZZ","1","96","11"
"2014","2","ZZ","1","13","202"
"2018","2","ZZ","1","96","71"
"2014","2","ZZ","1","13","57"
"2014","2","ZZ","1","95","1"
"2014","2","ZZ","1","13","19"
"2014","2","ZZ","1","96","193"
"2014","2","ZZ","1","13","119"
"2014","2","ZZ","1","95","1"
"2014","2","ZZ","1","13","61"
"2014","2","ZZ","1","95","101"
"2014","2","ZZ","1","13","1180"
"2014","2","ZZ","1","96","706"
"2018","2","ZZ","1","17","923"
"2014","2","ZZ","1","96","1"
"2018","2","ZZ","1","17","60"
"2014","2","ZZ","1","96","2"
"2018","2","ZZ","1","17","2915"
"2014","2","ZZ","1","96","33"
"2018","2","ZZ","1","17","14"
"2014","2","ZZ","1","95","1"
"2018","2","ZZ","1","17","14"
"2014","2","ZZ","1","96","54"
"2018","2","ZZ","1","17","391"
"2014","2","ZZ","1","96","49"
"2018","2","ZZ","1","17","371"
"2014","2","ZZ","1","95","7"
"2018","2","ZZ","1","17","13"
"2018","2","ZZ","1","96","5"
"2018","2","ZZ","1","17","3610"
"2014","2","ZZ","1","95","6"
"2018","2","ZZ","1","17","14"
"2014","2","ZZ","1","95","1"
"2014","2","ZZ","1","45","5462"
"2018","2","ZZ","1","96","11"
"2014","2","ZZ","1","45","53"
"2014","2","ZZ","1","95","50"
"2014","2","ZZ","1","45","105"
"2014","2","ZZ","1","96","12"
"2014","2","ZZ","1","45","19328"
"2014","2","ZZ","1","96","2"
"2014","2","ZZ","1","45","75"
"2014","2","ZZ","1","95","2"
"2018","2","ZZ","1","96","455"
"2014","2","ZZ","1","96","208"
"2018","2","ZZ","1","96","34"
"2018","2","ZZ","1","96","1"
"2014","2","ZZ","1","95","1"
"2018","2","ZZ","1","96","14"
"2014","2","ZZ","1","95","2"
"2018","2","ZZ","1","96","19"
"2018","2","ZZ","1","96","86"
"2014","2","ZZ","1","95","39"
"2014","2","ZZ","1","95","13"
"2014","2","ZZ","1","96","266"
"2014","2","ZZ","1","95","1"
"2018","2","ZZ","1","95","2"
"2018","2","ZZ","1","95","1"
