tse_id,SG_UF,NM_UE,DS_CARGOS,util,url,position,ambito,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12
"""GO-07471/2022""",GO,GOIÁS,"Senador, Governador",1,https://diariotemporeal.com/111222-goias-pesquisas-mais-goias-delegado-waldir-lidera-a-corrida-pelo-senado-marconi-aparece-em-segundo-lugar-e-wilder-em-terceiro/,s,GO,1,,,Delegado Waldir,"20,34",Marconi Perillo,"15,35",Wilder Morais,"7,67",Alexandre Baldy,"7,31",Lissauer Vieira,"4,63",João Campos,"4,14",Luiz do Carmo,"3,41",,,,,,,,,,
"""GO-09935/2022""",GO,GOIÁS,"Senador, Deputado Estadual, Deputado Federal, Governador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""MA-01144/2022""",MA,MARANHÃO,"Senador, Governador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""MA-01670/2022""",MA,MARANHÃO,"Senador, Governador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""MA-01727/2022""",MA,MARANHÃO,"Governador, Senador",1,https://noticias.r7.com/brasilia/pesquisa-mostra-rocha-e-brandao-em-empate-tecnico-na-disputa-pelo-governo-do-ma-22062022,g,MA,1,,,Weverton Rocha,24,Carlos Brandão,22,Lahesio Bonfim,13,Edivaldo Holanda Jr,12,Simplício Araújo,1,,,,,,,,,,,,,,
"""MA-01727/2022""",MA,MARANHÃO,"Governador, Senador",1,https://noticias.r7.com/brasilia/pesquisa-mostra-rocha-e-brandao-em-empate-tecnico-na-disputa-pelo-governo-do-ma-22062022,g,MA,0,,,Weverton Rocha,10,Carlos Brandão,10,Lahesio Bonfim,5,Edivaldo Holanda Jr,4,,,,,,,,,,,,,,,,
"""MA-01727/2022""",MA,MARANHÃO,"Governador, Senador",1,https://noticias.r7.com/brasilia/pesquisa-mostra-rocha-e-brandao-em-empate-tecnico-na-disputa-pelo-governo-do-ma-22062022,s,MA,1,,,Flávio Dino,45,Roberto Rocha,27,Pastor Abel,5,Antonia Coriongo,3,,,,,,,,,,,,,,,,
"""MA-02016/2022""",MA,MARANHÃO,"Governador, Deputado Distrital, Deputado Estadual, Deputado Federal, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""MA-02181/2022""",MA,MARANHÃO,"Governador, Deputado Estadual, Deputado Federal, Senador",1,https://www.netoweba.com.br/2022/05/nova-pesquisa-eleitoral-aponta-empate.html,g,MA,1,,,Weverton Rocha,"24,42",Lahesio Bonfim,"21,75",Carlos Brandão,"14,99",Roberto Rocha,"5,24",Josimar de Maranhãozinho,"5,09",Edivaldo Holanda Jr.,"1,97",Simplicio Araújo,"1,06",,,,,,,,,,
"""MA-02181/2022""",MA,MARANHÃO,"Governador, Deputado Estadual, Deputado Federal, Senador",1,https://www.netoweba.com.br/2022/05/nova-pesquisa-eleitoral-aponta-empate.html,g,MA,0,,,Weverton Rocha,"24,35",Lahesio Bonfim,"21,53",Carlos Brandão,"15,75",Roberto Rocha,"4,86",Josimar de Maranhãozinho,"4,86",Edivaldo Holanda Jr.,"2,2",Simplicio Araújo,"1,67",,,,,,,,,,
"""MA-03088/2022""",MA,MARANHÃO,"Governador, Senador",1,https://www.tuntumverdade.com.br/2022/06/pesquisa-escutec-mostra-carlos-brandao.html,g,M,1,,,Carlos Brandão,25,Weverton,16,Lahésio Bonfim,9,Edivaldo Holanda Jr.,4,Simplício Araújo,2,Enilton Rodrigues,1,,,,,,,,,,,,
"""MA-03088/2022""",MA,MARANHÃO,"Governador, Senador",1,https://www.tuntumverdade.com.br/2022/06/pesquisa-escutec-mostra-carlos-brandao.html,s,M,1,,,Flávio Dino,63,Roberto Rocha,18,Antonia Cariongo,1,,,,,,,,,,,,,,,,,,
"""MA-04453/2022""",MA,MARANHÃO,"Governador, Senador",1,https://oimparcial.com.br/noticias/2022/06/weverton-lidera-corrida-para-o-governo-do-estado/,g,MA,1,,,Weverton Rocha,29,Carlos Brandão,24,Lahesio Bonfim,14,Edivaldo Holanda Jr.,11,Simplicio Araújo,2,Hertz Dias,1,,,,,,,,,,,,
"""MA-04453/2022""",MA,MARANHÃO,"Governador, Senador",1,https://oimparcial.com.br/noticias/2022/06/weverton-lidera-corrida-para-o-governo-do-estado/,s,MA,1,,,Flávio Dino,51,Roberto Rocha,26,Pastor Bel,5,Paulo Romão,2,Saulo Arcangeli,1,Antonia Cariongo,1,,,,,,,,,,,,
"""MA-05021/2022""",MA,MARANHÃO,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""MA-05721/2022""",MA,MARANHÃO,"Governador, Senador",1,https://johncutrim.com.br/escutec-brandao-33-weverton-28-e-lahesio-19/,g,MA,1,,,Carlos Brandão,27,Weverton Rocha,23,Lahesio Bonfim,15,Edivaldo Holanda Jr.,11,Simplicio Araújo,3,Hertz Dias,1,,,,,,,,,,,,
"""MA-05721/2022""",MA,MARANHÃO,"Governador, Senador",1,https://imirante.com/noticias/sao-luis/2022/06/16/ipolitica-flavio-dino-lidera-corrida-para-o-senado-aponta-escutec,s,MA,1,,,Flávio Dino,52,Roberto Rocha,27,Antonia Cariongo,3,,,,,,,,,,,,,,,,,,
"""MA-06232/2022""",MA,MARANHÃO,"Senador, Deputado Estadual, Governador, Deputado Federal",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""MA-07785/2022""",MA,MARANHÃO,"Senador, Deputado Estadual, Deputado Federal, Governador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""MA-07841/2022""",MA,MARANHÃO,"Governador, Deputado Estadual, Deputado Federal, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""MA-08474/2022""",MA,MARANHÃO,"Governador, Deputado Estadual, Deputado Federal, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""MG-00062/2022""",MG,MINAS GERAIS,"Governador, Senador",1,"https://www.em.com.br/app/noticia/politica/2022/06/17/interna_politica,1374121/aecio-neves-lidera-disputa-pelo-senado-em-minas-gerais.shtml",s,MG,1,,,Aécio Neves,"18,5",Cleitinho Azevedo,"12,8",Marcelo Álvaro Antonio,"5,6",Alexandre Silveira,"3,8",Paulo Piau,"2,5",Marcelo Aro,"2,1",Carlos Melles,"1,8",Sara Azevedo,"1,6",,,,,,,,
"""MG-00062/2022""",MG,MINAS GERAIS,"Governador, Senador",1,"https://www.em.com.br/app/noticia/politica/2022/06/17/interna_politica,1374121/aecio-neves-lidera-disputa-pelo-senado-em-minas-gerais.shtml",s,MG,0,,,Aécio Neves,"5,8",Cleitinho Azevedo,"4,4",Reginaldo Lopes,"3,1",Marcelo Álvaro Antonio,3,Alexandre Silveira,"2,3",Paulo Piau,2,Marcelo Aro,2,Sara Azevedo,"1,2",,,,,,,,
"""MG-00062/2022""",MG,MINAS GERAIS,"Governador, Senador",1,"https://www.em.com.br/app/noticia/politica/2022/06/18/interna_politica,1374145/cai-diferenca-de-zema-para-kalil-mostra-nova-pesquisa.shtml",g,MG,1,,,Romeu Zema,"45,7",Alexandre Kalil,"28,4",Carlos Viana,"4,1",Miguel Correa,"1,8",Marcus Pestana,"1,5",Vanessa Portugal,"1,3",Renata Regina,"1,1",,,,,,,,,,
"""MG-00062/2022""",MG,MINAS GERAIS,"Governador, Senador",1,"https://www.em.com.br/app/noticia/politica/2022/06/18/interna_politica,1374145/cai-diferenca-de-zema-para-kalil-mostra-nova-pesquisa.shtml",g,MG,0,,,Romeu Zema,"19,4",Alexandre Kalil,"7,1",,,,,,,,,,,,,,,,,,,,
"""MG-01720/2022""",MG,MINAS GERAIS,"Senador, Governador",1,https://www.otempo.com.br/politica/datatempo-corrida-pela-vaga-do-senado-esta-completamente-aberta-em-minas-1.2666846,s,MG,0,,,Cleitinho Azevedo,1,,,,,,,,,,,,,,,,,,,,,,
"""MG-01720/2022""",MG,MINAS GERAIS,"Senador, Governador",1,https://www.otempo.com.br/politica/zema-perde-forca-mas-ainda-venceria-eleicao-no-1-turno-1.2666099,g,MG,1,,,Romeu Zema,"43,5",Alexandre Kalil,"22,8",Carlos Viana,"4,2",Renata Regina,"3,6",Miguel Correa,"2,1",,,,,,,,,,,,,,
"""MG-01720/2022""",MG,MINAS GERAIS,"Senador, Governador",1,https://www.otempo.com.br/politica/zema-perde-forca-mas-ainda-venceria-eleicao-no-1-turno-1.2666099,g,MG,0,,,Romeu Zema,"19,5",Alexandre Kalil,"8,2",,,,,,,,,,,,,,,,,,,,
"""MG-03191/2022""",MG,MINAS GERAIS,"Governador, Senador",1,https://www.uol.com.br/eleicoes/2022/05/13/pesquisa-genial-quaest-governo-de-minas-gerais-13-de-maio.htm,g,MG,1,,,Romeu Zema,41,Alexandre Kalil,30,Carlos Viana,9,,,,,,,,,,,,,,,,,,
"""MG-03191/2022""",MG,MINAS GERAIS,"Governador, Senador",1,https://www.uol.com.br/eleicoes/2022/05/13/pesquisa-genial-quaest-governo-de-minas-gerais-13-de-maio.htm,g,MG,0,,,Romeu Zema,10,Alexandre Kalil,5,,,,,,,,,,,,,,,,,,,,
"""MG-03191/2022""",MG,MINAS GERAIS,"Governador, Senador",1,https://www.uol.com.br/eleicoes/2022/05/13/pesquisa-genial-quaest-governo-de-minas-gerais-13-de-maio.htm,s,MG,1,,,Azevedo,17,Lopes,9,Silveira,8,Alvaro Antonio,5,Aro,2,,,,,,,,,,,,,,
"""MG-03786/2022""",MG,MINAS GERAIS,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""MG-04957/2022""",MG,MINAS GERAIS,"Senador, Governador",1,https://static.poder360.com.br/2022/05/MINAS-GERAIS-Eleic%CC%A7o%CC%83es-Gerais-2022-MG-049572022.pdf,g,MG,1,,,Romeu Zema,"46,8",Alexandre Kalil,"26,8",Carlos Viana,"5,4",Marcus Pestana,"1,7",,,,,,,,,,,,,,,,
"""MG-04957/2022""",MG,MINAS GERAIS,"Senador, Governador",1,https://static.poder360.com.br/2022/05/MINAS-GERAIS-Eleic%CC%A7o%CC%83es-Gerais-2022-MG-049572022.pdf,g,MG,0,,,Romeu Zema,"16,9",Alexandre Kalil,"8,3",,,,,,,,,,,,,,,,,,,,
"""MG-04957/2022""",MG,MINAS GERAIS,"Senador, Governador",1,https://static.poder360.com.br/2022/05/MINAS-GERAIS-Eleic%CC%A7o%CC%83es-Gerais-2022-MG-049572022.pdf,s,MG,1,,,Aécio Neves,"20,8",Reginaldo Lopes,"8,3",Alexandre Silveira,"6,3",Duda Salabert,"5,3",Marcelo Alvaro Antonio,"3,9",Marcelo Aro,"2,1",,,,,,,,,,,,
"""MG-04979/2022""",MG,MINAS GERAIS,"Senador, Governador",1,https://www.uol.com.br/eleicoes/2022/05/30/real-time-big-data-governo-minas-gerais-30-de-maio.htm,g,MG,1,,,Romeu Zema,43,Alexandre Kalil,29,Carlos Viana,7,Marcus Pestana,3,Miguel Correa,1,Saraiva Felipe,1,Lorene Figueiredo,1,,,,,,,,,,
"""MG-04979/2022""",MG,MINAS GERAIS,"Senador, Governador",1,https://www.uol.com.br/eleicoes/2022/05/30/real-time-big-data-governo-minas-gerais-30-de-maio.htm,s,MG,1,,,Aécio Neves,16,Cleitinho,12,Alexandre Silveira,7,Duda Salabert,7,Marcelo Alvaro Antonio,3,Julvan Lacerda,1,Marcelo Aro,1,,,,,,,,,,
"""MG-05705/2022""",MG,MINAS GERAIS,"Governador, Senador",1,https://www.otempo.com.br/politica/sem-associacao-com-presidenciaveis-zema-venceria-em-primeiro-turno-1.2679813,g,MG,1,,,Romeu Zema,"45,7",Alexandre Kalil,"22,1",Carlos Viana,4,Renata Regina,"2,1",Marcus Pestana,"1,6",Miguel Correa,"1,4",Lorene Figueiredo,1,,,,,,,,,,
"""MG-05705/2022""",MG,MINAS GERAIS,"Governador, Senador",1,https://www.otempo.com.br/politica/sem-associacao-com-presidenciaveis-zema-venceria-em-primeiro-turno-1.2679813,g,MG,0,,,Romeu Zema,"23,1",Alexandre Kalil,"9,3",Aécio Neves,"1,2",,,,,,,,,,,,,,,,,,
"""MG-05705/2022""",MG,MINAS GERAIS,"Governador, Senador",1,https://veja.abril.com.br/coluna/maquiavel/apos-viver-inferno-politico-aecio-ja-ensaia-a-volta-ao-senado-por-minas/,s,MG,1,,,Aécio Neves,"24,8",Cleitinho,"11,6",Sara Azevedo,"5,7",Marcelo Alvaro Antonio,"4,8",Alexandre Silveira,"4,2",Marcelo Aro,"1,8",,,,,,,,,,,,
"""MS-02697/2022""",MS,MATO GROSSO DO SUL,"Governador, Senador",1,https://www.uol.com.br/eleicoes/2022/06/14/real-time-big-data-mato-grosso-do-sul.htm,g,MS,1,,,Marquinhos Trad,22,André Puccinelli,21,Rose Modesto,15,Capitão Contar,9,Eduardo Riedel,8,Gisele Marques,2,,,,,,,,,,,,
"""MS-02697/2022""",MS,MATO GROSSO DO SUL,"Governador, Senador",1,https://www.uol.com.br/eleicoes/2022/06/14/real-time-big-data-mato-grosso-do-sul.htm,s,MS,1,,,Tereza Cristina,28,Odilon de Oliveira,15,Luiz Henrique Mandetta,12,Sérgio Harfouche,5,Tiago Botelho,3,Carlos Marun,2,Jeferson Bezerra,1,,,,,,,,,,
"""MS-04585/2022""",MS,MATO GROSSO DO SUL,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""MS-05517/2022""",MS,MATO GROSSO DO SUL,"Senador, Governador",1,https://ojacare.com.br/2022/05/25/marquinhos-lidera-na-capital-e-andre-no-interior-conheca-os-detalhes-da-pesquisa-em-ms/,g,MS,1,,,André Puccinelli,"22,4",Marquinhos Trad,"21,6",Rose Modesto,"14,2",Eduardo Riedel,"10,6",Capitão Contar,"8,2",Giselle Marques,"1,6",,,,,,,,,,,,
"""MS-05517/2022""",MS,MATO GROSSO DO SUL,"Senador, Governador",1,https://ojacare.com.br/2022/05/23/tereza-cristina-tem-2540-e-juiz-odilon-17-na-disputa-do-senado-segundo-ibp/,s,MS,0,,,Tereza Cristina,"13,4",Odilon de Oliveira,"7,2",Tebet,"6,8",Rose Modesto,"5,4",Luiz Henrique Mandetta,"3,6",Sérgio Harfouche,"2,4",,,,,,,,,,,,
"""MS-05517/2022""",MS,MATO GROSSO DO SUL,"Senador, Governador",1,https://ojacare.com.br/2022/05/23/tereza-cristina-tem-2540-e-juiz-odilon-17-na-disputa-do-senado-segundo-ibp/,s,MS,1,,,Tereza Cristina,"25,4",Odilon de Oliveira,17,Luiz Henrique Mandetta,"10,2",Sérgio Harfouche,"7,6",Waldeli dos Santos,3,Jeferson Bezerra,"1,4",,,,,,,,,,,,
"""MS-05615/2022""",MS,MATO GROSSO DO SUL,"Governador, Deputado Estadual, Deputado Federal, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""MS-06086/2022""",MS,MATO GROSSO DO SUL,"Governador, Deputado Estadual, Deputado Federal, Senador",1,https://www.agorams.com.br/nova-pesquisa-aponta-que-marquinhos-lidera-andre-cai-rose-e-riedel-sobem-e-embolam-disputa-pelo-2o-lugar/,g,MS,1,,,Marquinhos Trad,"20,3",André Puuccinelli,"19,5",Rose Modesto,"16,4",Eduardo Riedel,"16,1",Capitão Contar,"6,2",Giselle Marques,"1,3",,,,,,,,,,,,
"""MS-06086/2022""",MS,MATO GROSSO DO SUL,"Governador, Deputado Estadual, Deputado Federal, Senador",1,https://www.agorams.com.br/nova-pesquisa-aponta-que-marquinhos-lidera-andre-cai-rose-e-riedel-sobem-e-embolam-disputa-pelo-2o-lugar/,g,MS,0,,,Marquinhos Trad,16,André Puuccinelli,"15,5",Rose Modesto,"11,6",Eduardo Riedel,"11,2",Giselle,1,,,,,,,,,,,,,,
"""MS-06086/2022""",MS,MATO GROSSO DO SUL,"Governador, Deputado Estadual, Deputado Federal, Senador",1,https://www.acritica.net/editorias/politica/nova-pesquisa-indica-ex-ministra-tereza-cristina-como-favorita-ao/605646/,s,MS,1,,,Tereza Cristina,"33,1",Odilon de Oliveira,"14,2",Mandetta,"10,3",Harfouche,"8,2",Jeferson Bezerra,"1,6",Waldeli,"1,2",,,,,,,,,,,,
"""MS-06447/2022""",MS,MATO GROSSO DO SUL,"Senador, Governador",1,https://www.gazetadopovo.com.br/eleicoes/2022/pesquisa-eleitoral/pesquisa-mostra-como-esta-a-disputa-ao-governo-e-senado-no-mato-grosso-do-sul/,g,MS,1,,,André Puccinelli,"22,1",Marquinhos Trad,"21,5",Eduardo Riedel,"13,7",Rose Modesto,12,Capitão Contar,"6,6",Giselle Marques,"2,1",,,,,,,,,,,,
"""MS-06447/2022""",MS,MATO GROSSO DO SUL,"Senador, Governador",1,https://www.gazetadopovo.com.br/eleicoes/2022/pesquisa-eleitoral/pesquisa-mostra-como-esta-a-disputa-ao-governo-e-senado-no-mato-grosso-do-sul/,s,MS,1,,,Tereza Cristina,"30,8",Odilon de Oliveira,21,Mandetta,11,Harfouche,"4,2",Tiago Botelho,"2,7",,,,,,,,,,,,,,
"""MS-07783/2022""",MS,MATO GROSSO DO SUL,"Senador, Deputado Estadual, Governador, Deputado Federal",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""MS-08945/2022""",MS,MATO GROSSO DO SUL,"Governador, Deputado Estadual, Deputado Federal, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""PA-00343/2022""",PA,PARÁ,"Governador, Senador",1,https://www.youtube.com/watch?v=R49su30MQN4,s,PA,1,,,Mario Couto,"21,9",Beto Faro,"11,4",Flexa Ribeiro,"9,9",Manoel Pioneiro,"8,4",,,,,,,,,,,,,,,,
"""PA-00343/2022""",PA,PARÁ,"Governador, Senador",1,https://www.youtube.com/watch?v=R49su30MQN4,g,PA,1,,,Helder Barbalho,"58,4",Zequinha Marinho,"10,6",Major Marcony,"4,2",Cleber Rabelo,"2,1",Sofia Couto,2,José Nery,"1,5",,,,,,,,,,,,
"""PA-00343/2022""",PA,PARÁ,"Governador, Senador",1,https://www.youtube.com/watch?v=R49su30MQN4,g,PA,0,,,Helder Barbalho,"25,7",Zequinha Marinho,"1,5",,,,,,,,,,,,,,,,,,,,
"""PA-02537/2022""",PA,PARÁ,Governador,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""PA-03238/2022""",PA,PARÁ,"Governador, Deputado Estadual, Deputado Federal, Senador",1,https://www.portalsantarem.com.br/noticias/conteudo/pesquisa-doxa-aponta-primeiros-passos-da-corrida-eleitoral-no-municipio-de-santarem/113135,g,M,0,,,Helder Barbalho,"11,6",Zequinha Marinho,"1,8",,,,,,,,,,,,,,,,,,,,
