tse_id,url,info_uf,info_position,util,position,ambito,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12
SE-05457/2022,https://www.paranapesquisas.com.br/pesquisas/parana-pesquisas-divulga-pesquisa-no-estado-do-sergipe-registro-tse-se-05457-2022-sobre-a-situacao-eleitoral-para-o-executivo-estadual-e-legislativo-federal-em-2022-e-avaliacao-da-administracao-es/,SE,"Senador, Governador",1,g,SE,0,,,Valmir,"3,6",Edvaldo Nogueira,"3,4",Rogério Carvalho,"1,8",Fábio Mitidieri,"1,5",,,,,,,,,,,,,,,,
SE-05457/2022,https://www.paranapesquisas.com.br/pesquisas/parana-pesquisas-divulga-pesquisa-no-estado-do-sergipe-registro-tse-se-05457-2022-sobre-a-situacao-eleitoral-para-o-executivo-estadual-e-legislativo-federal-em-2022-e-avaliacao-da-administracao-es/,SE,"Senador, Governador",1,g,SE,1,,,Valmir,"19,9",Edvaldo Nogueira,"28,2",Fábio Mitidieri,11,Alessandro Vieira,"9,4",Rogério Carvalho,"9,1",,,,,,,,,,,,,,
SE-05457/2022,https://www.paranapesquisas.com.br/pesquisas/parana-pesquisas-divulga-pesquisa-no-estado-do-sergipe-registro-tse-se-05457-2022-sobre-a-situacao-eleitoral-para-o-executivo-estadual-e-legislativo-federal-em-2022-e-avaliacao-da-administracao-es/,SE,"Senador, Governador",1,s,SE,1,,,Eduardo Amorim,21,Eliane Aquino,"19,2",Jackson Barreto,"13,5",Laércio Oliveira,"10,7",Valdevan Noventa,"4,4",,,,,,,,,,,,,,
SP-01298/2022,https://g1.globo.com/sp/sao-paulo/noticia/2022/03/22/justica-de-sp-determina-que-metro-interrompa-implantacao-de-sistema-de-reconhecimento-facial.ghtml,SP,"Deputado Federal, Deputado Estadual",1,df,M,1,,,Alberto Mourão,"21,3",Telma de Souza,"16,4",Rosana Valle,"12,4",Paulo Alexandre Barbosa,"11,8",Danilo Morgado,"1,7",Ivan Sartori,"1,5",Peitola,"1,2",Gil do Conselho,1,Junior Bozzella,"0,7",Raphael Vitiello,"0,7",,,,
SP-01298/2022,https://educacao.uol.com.br/noticias/2022/03/22/escola-tempo-integral-sp-ampliacao-2023.htm,SP,"Deputado Federal, Deputado Estadual",1,de,M,1,,,Caio França,"17,4",Solange Freitas,"10,7",Cássio Navarro,"7,3",Professor Kenny,"6,6",Paulo Correa Jr,"2,9",Audrey Kleys,"2,3",Tenente Coimbra,"2,1",Janaína Balaris,"1,7",Marcelo Squassoni,"1,7",Vanessa Matheus,"1,7",,,,
SP-03574/2022,https://static.poder360.com.br/2022/02/2022_02-PESQUISA-IPESPE-SAO-PAULO.pdf,SP,Governador,1,g,SP,0,,,Fernando Haddad,6,Tarcísio de Freitas,5,Doria,4,Márcio França,4,Guilherme Boulos,3,Geraldo Alckmin,2,Rodrigo Garcia,1,,,,,,,,,,
SP-03574/2022,https://static.poder360.com.br/2022/02/2022_02-PESQUISA-IPESPE-SAO-PAULO.pdf,SP,Governador,1,g,SP,1,,,Fernando Haddad,28,Márcio França,18,Guilherme Boulos,11,Tarcísio de Freitas,10,Rodrigo Garcia,5,,,,,,,,,,,,,,
SP-03634/2022,https://www.brasil247.com/regionais/sudeste/boulos-retira-candidatura-ao-governo-de-sao-paulo-e-se-lanca-a-deputado-pela-unidade-da-esquerda-ao-redor-de-lula-e-haddad,SP,"Governador, Senador",1,g,SP,1,,,Fernando Haddad,24,Márcio França,18,Tarcísio,9,Boulos,7,Renata Abreu,3,Rodrigo Garcia,3,Vinícius Poit,2,Ramuth,2,Weintraub,1,,,,,,
SP-03634/2022,https://diariodegoias.com.br/fernando-haddad-lidera-pesquisa-quaest-genial-para-o-governo-de-sp/,SP,"Governador, Senador",1,s,SP,1,,,Datena,39,Márcio França,15,Skaf,13,Janaína Paschoal,,Ricardo Mellão,2,Henri Cukier,1,,,,,,,,,,,,
SP-07300/2022,http://www.badracomunicacao.com.br/corporativo/nucleo/interface/include/backsite_uploader.class.php?base=L2JhY2tzaXRlL2RhdGFjZW50ZXIwMS9iYWRyYWNvbXVuaWNhY2FvLmNvbS5ici93d3cuYmFkcmFjb211bmljYWNhby5jb20uYnIv&caminho=ZGF0YWJhc2Uvc2Vydmljb3MvZXJwL2NvbnRldWRvLzExNC8=&id=&nomeDinamico=Ymx4dw==&nomeArquivo=dG1wX2NhZGVybm9fZmluYWxfaXZfbWFyMjAyMi5wZGY=&deletar=ZmFsc2U=&download=dHJ1ZQ==&assinar=dHJ1ZQ==&titulo=RG9jdW1lbnRvcw==&descricao=TGlzdGFnZW0gZGUgZG9jdW1lbnRvcw==&backsite_uploader_action=dmlzdWFsaXphcg==&arquivo=dG1wX2NhZGVybm9fZmluYWxfaXZfbWFyMjAyMi5wZGY=,SP,"Governador, Deputado Estadual, Deputado Federal",1,g,M,1,,,Márcio França,"35,6",Fernando Haddad,"14,7",Tarcísio de Freitas,"12,2",Guilherme Boulos,"7,3",Arthur do Val,"3,9",Rodrigo Garcia,"2,9",Vinicius Poit,"1,8",,,,,,,,,,
SP-07300/2022,http://www.badracomunicacao.com.br/corporativo/nucleo/interface/include/backsite_uploader.class.php?base=L2JhY2tzaXRlL2RhdGFjZW50ZXIwMS9iYWRyYWNvbXVuaWNhY2FvLmNvbS5ici93d3cuYmFkcmFjb211bmljYWNhby5jb20uYnIv&caminho=ZGF0YWJhc2Uvc2Vydmljb3MvZXJwL2NvbnRldWRvLzExNC8=&id=&nomeDinamico=Ymx4dw==&nomeArquivo=dG1wX2NhZGVybm9fZmluYWxfaXZfbWFyMjAyMi5wZGY=&deletar=ZmFsc2U=&download=dHJ1ZQ==&assinar=dHJ1ZQ==&titulo=RG9jdW1lbnRvcw==&descricao=TGlzdGFnZW0gZGUgZG9jdW1lbnRvcw==&backsite_uploader_action=dmlzdWFsaXphcg==&arquivo=dG1wX2NhZGVybm9fZmluYWxfaXZfbWFyMjAyMi5wZGY=,SP,"Governador, Deputado Estadual, Deputado Federal",1,g,M,0,,,Marcio França,"7,2",Tarcísio de Freitas,"3,7",Fernando Haddad,"2,7",,,,,,,,,,,,,,,,,,
SP-09439/2022,https://www.cnnbrasil.com.br/politica/pesquisa-big-data-para-governador-de-sp-haddad-tem-27-franca-e-tarcisio-tem-14/,SP,"Governador, Senador",1,g,SP,1,,,Fernando Haddad,27,Márcio França,14,Tarcísio de Freitas,14,Rodrigo Garcia,6,Renata Abreu,2,Vinicius Poit,1,Abraham Weintraub,1,Felício Ramuth,1,,,,,,,,
SP-09439/2022,https://www.uol.com.br/eleicoes/2022/03/28/real-time-big-data-senado-sp.htm,SP,"Governador, Senador",1,s,SP,1,,,Datena,32,Márcio França,19,Paulo Skaf,11,Janaína Paschoal,6,Nise Yamaguchi,2,Cukier,1,Ricardo Mellão,1,,,,,,,,,,
TO-06163/2022,https://pubs.rsc.org/en/content/articlelanding/2022/cc/d1cc06163a#!,TO,"Governador, Senador",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO-08328/2022,https://www.diariocidade.com/eleicoes/2022/pesquisas-eleitorais/to/pesquisa-para-governador-do-tocantins-ronaldo-dimas-lidera-com-21/,TO,"Governador, Senador",1,g,TO,1,,,Ronaldo Dimas,21,Wanderlei Barbosa,17,Eduardo Gomes,"10,8",Paulo Mourão,"8,4",Laurez Moreira,"6,5",Osires Damaso,"3,6",Ataídes Oliveira,"2,9",,,,,,,,,,
TO-08328/2022,https://www.diariocidade.com/eleicoes/2022/pesquisas-eleitorais/to/pesquisa-para-governador-do-tocantins-ronaldo-dimas-lidera-com-21/,TO,"Governador, Senador",1,s,TO,1,,,Kátia Abreu,"21,8",Professora Dorinha,20,Marcelo Miranda,"12,5",Laurez Moreira,"7,6",Ataídes Oliveira,"5,5",Mauro Carlesse,"4,7",,,,,,,,,,,,
