tse_id,url,info_uf,info_position,util,position,ambito,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12
AM-00400/2022,https://www.portaldoholanda.com.br/amazonas/lula-lidera-pesquisa-no-amazonas-para-presidente-em-2022,AM,"Governador, Senador",1,g,AM,0,,,Amazonino Mendes,"12,3",Wilson Lima,"12,3",Eduardo Braga,"6,7",Ricardo Nicolau,"1,7",Carol Braz,"1,3",João Pedro,"0,2",,,,,,,,,,,,
AM-00400/2022,https://www.portaldoholanda.com.br/amazonas/lula-lidera-pesquisa-no-amazonas-para-presidente-em-2022,AM,"Governador, Senador",1,s,AM,1,,,Omar Aziz,"24,7",Arthur Virgílio Neto,"23,9",Coronel Menezes,"14,0",Chico Preto,"10,7",Luiz Castro,"5,7",,,,,,,,,,,,,,
AM-00400/2022,https://www.portaldoholanda.com.br/amazonas/lula-lidera-pesquisa-no-amazonas-para-presidente-em-2022,AM,"Governador, Senador",1,s,AM,0,,,Omar Aziz,"6,3",Arthur Virgílio Neto,"7,7",Coronel Menezes,4,Chico Preto,"2,7",Luiz Castro,"1,6",,,,,,,,,,,,,,
AM-03979/2022,https://d24am.com/politica/amazonino-mendes-e-eduardo-braga-lideram-para-governo/,AM,"Governador, Senador",1,g,AM,1,,,Amazonino Mendes,39,Coronel menezes,"5,9",eduardo braga,"16,6",ricardo nicolau,6,wilson lima,"13,7",,,,,,,,,,,,,,
AM-03979/2022,https://d24am.com/politica/amazonino-mendes-e-eduardo-braga-lideram-para-governo/,AM,"Governador, Senador",1,g,AM,1,,,Amazonino Mendes,"36,3",David Almeida,"14,2",Eduardo Braga,"15,9",Ricardo Nicolau,"5,3",Wilson Lima,"12,7",,,,,,,,,,,,,,
AM-03979/2022,https://diaadianoticia.com.br/pesquisa-aponta-lideranca-de-arthur-neto-e-rejeicao-de-omar-aziz-para-o-senado-federal/,AM,"Governador, Senador",1,s,AM,,,,Arthur Virgílio Neto,"30,1",Coronel Alfredo Menezes,"14,8",Chico Preto,"14,1",Omar Aziz,"20,3",,,,,,,,,,,,,,,,
AM-07701/2022,https://diretoaopontonews.com.br/opiniao/23marco22/,AM,Governador,1,g,AM,1,,,Amazonino Mendes,"30,1",Wilson Lima,"27,5",Eduardo Braga,"19,2",Ricardo Nicolau,"9,4",Plínio Valério,"6,4",Carol Braz,"3,4",,,,,,,,,,,,
AM-07769/2022,https://www.fatoamazonico.com.br/wp-content/uploads/2022/03/pesquisa-gov-am-2022-pontual-pesquisas.pdf,AM,Governador,1,g,AM,1,,,Amazonino Mendes,"30,5",Wilson Lima,"20,9",Eduardo Braga,"16,1",Ricardo Nicolau,"5,3",Carol Braz,"3,6",Henrique Oliveira,"3,2",,,,,,,,,,,,
BR-07285/2022,https://www.ocafezinho.com/2022/03/21/na-bahia-neto-e-lula-dominam-as-intencoes-de-voto-diz-pesquisa/,BA,Governador,1,pr,BA,1,,,Lula,54,jair bolsonaro,24,ciro gomes,6,andre janones,4,sergio moro,4,eduardo leite,1,joao doria,1,,,,,,,,,,
BA-01787/2022,https://www.ocafezinho.com/2022/03/21/na-bahia-neto-e-lula-dominam-as-intencoes-de-voto-diz-pesquisa/,BA,Governador,1,s,BA,1,,,otto alencar,27,joao leao,11,marcio marinho,6,,felix mendonca,3,joao gualberto,2,,,,,,,,,,,,,
BA-01787/2022,https://www.ocafezinho.com/2022/03/21/na-bahia-neto-e-lula-dominam-as-intencoes-de-voto-diz-pesquisa/,BA,Governador,1,g,BA,1,,,ACM Neto,65,João Roma,8,Jerônimo,6,Kleber Rosa,1,,,,,,,,,,,,,,,,
BA-06141/2022,https://www.uol.com.br/eleicoes/2022/03/23/genial-quaest-bahia-governo-marco-acm-neto.htm,BA,"Governador, Senador",1,g,BA,1,,,ACM Neto,66,João Roma,5,Jerônimo,4,Kleber Rosa,2,,,,,,,,,,,,,,,,
BA-06447/2022,https://www.bahianoticias.com.br/noticia/265697-bnseculus-acm-neto-lidera-corrida-para-o-governo-da-bahia-e-venceria-no-1-turno.html,BA,"Governador, Senador",1,g,BA,1,,,ACM Neto,"54,72",Jaques Wagner,"24,57",Otto Alencar,"1,25",João Leão,"1,77",João Roma,"4,26",Dra. Raíssa Soares,"0,59",Bernadete Souza,"0,66",,,,,,,,,,
BA-06447/2022,https://www.bahianoticias.com.br/noticia/265699-bnseculus-otto-alencar-e-ze-ronaldo-tem-empate-tecnico-na-disputa-pelo-senado.html,BA,"Governador, Senador",1,s,BA,1,,,Dra. Raíssa Soares,"8,85",João Leão,"9,96",José Ronaldo,"15,73",Márcio Marinho,"9,5",Otto Alencar,"19,33",Cantor Netinho,"2,62",,,,,,,,,,,,
BA-07144/2022,https://bahia.ba/eleicoes2022/acm-neto-uniao-brasil-lidera-nova-pesquisa-para-governo-da-bahia/,BA,"Governador, Senador",1,g,BA,1,,,ACM Neto,45,Jaques Wagner,30,João Roma,9,Bernadete,5,,,,,,,,,,,,,,,,
BA-07144/2022,https://bahia.ba/eleicoes2022/rui-costa-lidera-pesquisa-de-intencao-de-voto-em-caso-de-candidatura-ao-senado/,BA,"Governador, Senador",1,s,BA,1,,,Rui Costa,46,Zé Ronaldo,8,Otto Alencar,8,,,,,,,,,,,,,,,,,,
BA-07451/2022,https://www.brasil247.com/geral/pesquisa-revela-que-ao-ser-associado-a-lula-jaques-wagner-pt-cresce-17-pontos-percentuais-e-abre-larga-vantagem-para-acm-neto,BA,Governador,1,g,BA,1,,,ACM Neto,52,Jaques Wagner,29,João Roma,5,Marcos Mendes,1,,,,,,,,,,,,,,,,
BR-00075/2022,https://www.nenoticias.com.br/resultado-de-nova-pesquisa-eleitoral/,BR,Presidente,1,pr,BR,1,,,Lula,45,Jair Bolsonaro,23,Sérgio Moro,9,Ciro Gomes,5,João Dória,3,Tebet,1,,,,,,,,,,,,
BR-00172/2022,https://www.caldeiraopolitico.com.br/noticia/66890/lula-mantem-lideranca-podendo-vencer-no-primeiro-turno-e-bolsonaro-sobe-quatro-pontos,BR,Presidente,1,pr,PE,1,,,Lula,"51,6",Jair Bolsonaro,"21,4",Ciro Gomes,"3,9",Sérgio Moro,"2,2",Janones,"1,1",João Dória,"0,6",Tebet,"0,3",Pacheco,"0,1",,,,,,,,
BR-00172/2022,https://www.caldeiraopolitico.com.br/noticia/66890/lula-mantem-lideranca-podendo-vencer-no-primeiro-turno-e-bolsonaro-sobe-quatro-pontos,BR,Presidente,1,pr,PE,0,,,Lula,42,Jair Bolsonaro,"19,1",Ciro Gomes,"1,8",Sérgio Moro,"0,7",Janones,"0,2",João Dória,"0,1",Tebet,"0,1",Pacheco,"0,1",Cabo Daciolo,"0,1",João Amoêdo,"0,1",,,,
BR-006693/2022,https://www.uol.com.br/eleicoes/2022/03/19/resumo-pesquisas-eleitorais-semana-13-a-19-de-marco-2022.htm,BR,Presidente,1,pr,BR,1,,,Lula,45,Jair Bolsonaro,25,Ciro Gomes,7,Sérgio Moro,6,João Dória,2,André Janones,2,Simone Tebet,1,Eduardo Leite,1,,,,,,,,
BR-006693/2022,https://obrasilianista.com.br/2022/03/16/lula-tem-44-bolsonaro-registra-26/,BR,Presidente,1,pr,BR,0,,,Lula,27,Jair Bolsonaro,19,,,,,,,,,,,,,,,,,,,,
BR-00835/2022,https://www.ocafezinho.com/2022/03/16/poderdata-confirma-o-fracasso-da-terceira-via/,BR,Presidente,1,pr,BR,1,,,Lula,40,Jair Bolsonaro,30,Ciro Gomes,7,Sérgio Moro,7,João Dória,2,Eduardo Leite,2,André Janones,2,Simone Tebet,2,,,,,,,,
BR-01425/2022,https://www.calendarr.com/brasil/calendario-2022/,BR,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-01509/2022,https://www.novaiguacu.rj.gov.br/wp/wp-content/uploads/2022/03/pmni_de_11-03-2022_-_sexta-feira_-_com_os_codicos_em_anexo_-_10081806.pdf,BR,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-01570/2022,https://www.uol.com.br/eleicoes/2022/03/02/pesquisa-poderdata-2-de-marco-de-2022.htm,BR,Presidente,1,pr,BR,1,,,Lula,40,Jair Bolsonaro,32,Ciro Gomes,7,Sérgio Moro,6,Eduardo Leite,3,João Dória,2,André Janones,2,Simone Tebet,1,,,,,,,,
BR-01761/2022,http://www.badracomunicacao.com.br/corporativo/nucleo/interface/include/backsite_uploader.class.php?base=L2JhY2tzaXRlL2RhdGFjZW50ZXIwMS9iYWRyYWNvbXVuaWNhY2FvLmNvbS5ici93d3cuYmFkcmFjb211bmljYWNhby5jb20uYnIv&caminho=ZGF0YWJhc2Uvc2Vydmljb3MvZXJwL2NvbnRldWRvLzExNC8=&id=&nomeDinamico=Ymx4dw==&nomeArquivo=dG1wX2NhZGVybm9fZmluYWxfaXZfbWFyMjAyMi5wZGY=&deletar=ZmFsc2U=&download=dHJ1ZQ==&assinar=dHJ1ZQ==&titulo=RG9jdW1lbnRvcw==&descricao=TGlzdGFnZW0gZGUgZG9jdW1lbnRvcw==&backsite_uploader_action=dmlzdWFsaXphcg==&arquivo=dG1wX2NhZGVybm9fZmluYWxfaXZfbWFyMjAyMi5wZGY=,BR,Presidente,1,pr,M,0,,,Lula,"22,5",Jair Bolsonaro,"21,4",Sérgio Moro,"2,5",Ciro Gomes,"1,7",,,,,,,,,,,,,,,,
BR-01761/2022,http://www.badracomunicacao.com.br/corporativo/nucleo/interface/include/backsite_uploader.class.php?base=L2JhY2tzaXRlL2RhdGFjZW50ZXIwMS9iYWRyYWNvbXVuaWNhY2FvLmNvbS5ici93d3cuYmFkcmFjb211bmljYWNhby5jb20uYnIv&caminho=ZGF0YWJhc2Uvc2Vydmljb3MvZXJwL2NvbnRldWRvLzExNC8=&id=&nomeDinamico=Ymx4dw==&nomeArquivo=dG1wX2NhZGVybm9fZmluYWxfaXZfbWFyMjAyMi5wZGY=&deletar=ZmFsc2U=&download=dHJ1ZQ==&assinar=dHJ1ZQ==&titulo=RG9jdW1lbnRvcw==&descricao=TGlzdGFnZW0gZGUgZG9jdW1lbnRvcw==&backsite_uploader_action=dmlzdWFsaXphcg==&arquivo=dG1wX2NhZGVybm9fZmluYWxfaXZfbWFyMjAyMi5wZGY=,BR,Presidente,1,pr,M,1,,,Lula,36,Jair Bolsonaro,31,Sérgio Moro,"9,9",Ciro Gomes,"7,7",João Doria,"2,7",André Janones,1,,,,,,,,,,,,
BR-01840/2022,https://acieg.com.br/noticias/acieg-divulga-a-1a-pesquisa-eleitoral-de-goias-em-2022/,BR,Presidente,1,pr,GO,1,,,Lula,40,Jair Bolsonaro,"27,8",Sérgio Moro,"8,1",Ciro Gomes,"2,5",Pacheco,1,João Doria,1,D'ávila ,1,Tebet,1,,,,,,,,
BR-01840/2022,https://radiobandeirantesgoiania.com.br/pesquisa-serpes-acieg-lula-tem-40-bolsonaro-27-e-sergio-moro-81-em-goias/,BR,Presidente,1,pr,GO,0,,,Lula,"28,7",Jair Bolsonaro,23,Sérgio Moro,"3,5",Ciro Gomes,1,João Doria,"0,4",Pacheco,"0,2",Aécio Neves,"0,1",D'ávila ,"0,1",,,,,,,,
BR-01859/2022,https://www.itatiaia.com.br/noticia/lula-lidera-corrida-para-presidente-em-minas-com-44-bolsonaro-tem-23-mostra-pesquisa-exclusiva-da-itatiaia,BR,Presidente,1,pr,MG,0,,,Lula,32,Jair Bolsonaro,19,Ciro Gomes,2,Sérgio Moro,1,,,,,,,,,,,,,,,,
BR-01859/2022,https://diariodeuberlandia.com.br/noticia/30567/nova-pesquisa-mostra-zema-na-lideranca-com-41-das-intencoes-de-voto,BR,Presidente,1,pr,MG,1,,,Lula,44,Bolsonaro,23,Sérgio Moro,5,Ciro Gomes,4,André Janones,2,João Doria,1,Rodrigo Pacheco,1,,,,,,,,,,
BR-02000/2022,https://www.gazetadoestado.com.br/746-dos-eleitores-de-aparecida-apoiam-mendanha-para-governador/,BR,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-02119/2022,https://diariodegoias.com.br/nova-pesquisa-aponta-lideranca-de-lula-sobre-bolsonaro-em-goias/,BR,Presidente,1,pr,BR,1,,,Lula,"34,32",Bolsonaro,"29,49",Sergio Moro,"7,68",Ciro Gomes,"7,68",João Doria,1,,,,,,,,,,,,,,
BR-02119/2022,https://diariodegoias.com.br/nova-pesquisa-aponta-lideranca-de-lula-sobre-bolsonaro-em-goias/,BR,Presidente,1,pr,BR,0,,,Lula,"26,39",Bolsonaro,"24,16",Sérgio Moro,"4,21",Ciro Gomes,"2,6",,,,,,,,,,,,,,,,
BR-02137/2022,https://noticias.uol.com.br/politica/ultimas-noticias/2022/01/20/poderdata-pesquisa-lula-bolsonaro-janeiro.htm,BR,Presidente,1,pr,BR,1,,,Lula,42,Jair Bolsonaro,28,Sérgio Moro,8,Ciro Gomes,3,João Doria,2,André Janones,2,Alessandro Vieira,1,Tebet,1,,,,,,,,
BR-02181/2022,https://www.blogdobgpb.com.br/2022/02/09/datavox-para-a-presidencia-lula-lidera-com-55-dos-votos-contra-242-de-jair-bolsonaro/,BR,Presidente,1,pr,BR,1,,,Lula,55,Jair Bolsonaro,"24,2",Ciro Gomes,"5,4",Sérgio Moro,3,,,,,,,,,,,,,,,,
BR-02188/2022,https://www.calendario-365.com.br/calend%C3%A1rio-2022.html,BR,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-02452/2022,https://www.polemicaparaiba.com.br/politica/pesquisa-datavox-pb-agora-joao-lidera-corrida-para-governador-com-407-segundo-lugar-pedro-cunha-lima-tem-142-veja-numeros/,BR,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-03014/2022,https://brazilurgente.com.br/nova-pesquisa-do-banco-modal-futura-mostra-bolsonaro-a-frente-de-lula/,BR,Presidente,1,pr,BR,1,,,Lula,"35,0",Jair Bolsonaro,"34,7",Sérgio Moro,"7,5",Ciro Gomes,"5,8",Janones,"2,1",João Doria,"1,8",,,,,,,,,,,,
BR-03014/2022,https://brazilurgente.com.br/nova-pesquisa-do-banco-modal-futura-mostra-bolsonaro-a-frente-de-lula/,BR,Presidente,1,pr,BR,0,,,Jair Bolsonaro,"34,3",Lula,"33,3",Sérgio Moro,"2,7",Ciro Gomes,"1,7",,,,,,,,,,,,,,,,
BR-03133/2022,http://www.coseac.uff.br/20221/,BR,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-03460/2022,https://noticias.uol.com.br/politica/ultimas-noticias/2022/01/13/pesquisa-exame-ideia-lula-bolsonaro-moro.htm,BR,Presidente,1,pr,BR,1,,,Lula,41,Jair Bolsonaro,24,Sérgio Moro,11,Ciro Gomes,7,João Doria,4,Pacheco,1,,,,,,,,,,,,
BR-03460/2022,https://noticias.uol.com.br/politica/ultimas-noticias/2022/01/13/pesquisa-exame-ideia-lula-bolsonaro-moro.htm,BR,Presidente,1,pr,BR,0,,,Lula,34,Jair Bolsonaro,20,Sérgio Moro,4,Ciro Gomes,4,João Doria,1,,,,,,,,,,,,,,
BR-03573/2022,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2022/03/11/eleicoes-2022-lula-tem-43-das-intencoes-de-voto-e-bolsonaro-28-diz-ipespe.htm,BR,Presidente,1,pr,BR,1,,,Lula,43,Jair Bolsonaro,28,Sérgio Moro,8,Ciro Gomes,8,João Doria,3,Janones,1,Tebet,1,,,,,,,,,,
BR-03828/2022,https://www.jkrnoticias.com/noticia/4880/pesquisa-ipespe-lula-tem-43-e-bolsonaro-25-moro-e-ciro-empatam-com-8,BR,Presidente,1,pr,BR,0,,,Lula,36,Jair Bolsonaro,24,Sérgio Moro,4,Ciro Gomes,4,João Doria,1,,,,,,,,,,,,,,
BR-03828/2022,https://www.jkrnoticias.com/noticia/4880/pesquisa-ipespe-lula-tem-43-e-bolsonaro-25-moro-e-ciro-empatam-com-8,BR,Presidente,1,pr,BR,1,,,Lula,43,Jair Bolsonaro,25,Sérgio Moro,8,Ciro Gomes,8,João Doria,3,Tebet,1,Janones,1,,,,,,,,,,
BR-04222/2022,https://static.poder360.com.br/2022/03/PESQUISA-IPESPE-mar2022.pdf,BR,Presidente,1,pr,BR,1,,,Lula,44,Jair Bolsonaro,26,Moro,9,Ciro Gomes,7,João Doria,2,Janones,1,Tebet,1,Leite,1,d'Avila,1,,,,,,
BR-04222/2022,https://static.poder360.com.br/2022/03/PESQUISA-IPESPE-mar2022.pdf,BR,Presidente,1,pr,BR,0,,,Lula,36,Jair Bolsonaro,25,Moro,5,Ciro Gomes,4,João Doria,1,,,,,,,,,,,,,,
BR-04244/2022,https://exame.com/brasil/aprovacao-de-bolsonaro-esta-em-32-a-mais-alta-em-pouco-mais-de-um-ano/,BR,Presidente,1,pr,BR,1,,,Lula,40,Jair Bolsonaro,29,Ciro Gomes,9,Sergio Moro,9,,,,,,,,,,,,,,,,
BR-04290/2022,https://www.ocafezinho.com/2022/03/23/nova-pesquisa-presidencial-em-pernambuco-lula-58-bolsonaro-15-ciro-4-moro-1/,BR,Presidente,1,pr,BR,1,,,Lula,"58,1",Jair Bolsonaro,"15,5",Ciro Gomes,4,Sérgio Moro,"1,4",,,,,,,,,,,,,,,,
BR-04290/2022,https://www.ocafezinho.com/2022/03/23/nova-pesquisa-presidencial-em-pernambuco-lula-58-bolsonaro-15-ciro-4-moro-1/,BR,Presidente,1,pr,BR,0,,,Lula,"44,9",Jair Bolsonaro,"13,1",Ciro Gomes,"1,9",,,,,,,,,,,,,,,,,,
BR-04724/2022,https://rankingpesquisa.com.br/noticias/instituto-ranking-divulga-pesquisa-nacional-para-presidente-confira-os-numeros/,BR,Presidente,1,pr,BR,0,,,Lula,"27,10",Jair Bolsonaro,"22,2",Sérgio Moro,3,Ciro Gomes,"2,5",João Doria,"1,5",Simone Tebet,1,Eduardo Leite,1,,,,,,,,,,
BR-04724/2022,https://rankingpesquisa.com.br/noticias/instituto-ranking-divulga-pesquisa-nacional-para-presidente-confira-os-numeros/,BR,Presidente,1,pr,BR,1,,,Lula,"38,1",Jair Bolsonaro,"31,2",Sérgio Moro,"6,5",Ciro Gomes,6,João Doria,2,Simone Tebet,"1,5",Eduardo Leite,"1,4",,,,,,,,,,
BR-05015/2022,https://www.bandab.com.br/politica/eleicoes-2022/lula-bolsonaro-pesquisa/,BR,Presidente,1,pr,BR,1,,,Lula,43,Jair Bolsonaro,26,Moro,8,Ciro Gomes,7,João Doria,3,Janones,1,Tebet,1,Leite,1,d'Avila,1,,,,,,
BR-05109/2022,https://minutomt.com.br/espia-ai/nova-pesquisa-mostra-bolsonaro-disparado-na-frente-de-lula-em-mt/,BR,Presidente,1,pr,MT,1,,,Jair Bolsonaro,"47,7",Lula,"22,5",Sérgio Moro,"8,6",Ciro Gomes,"4,7",João Doria,"1,3",Tebet,"1,3",,,,,,,,,,,,
BR-05109/2022,https://minutomt.com.br/espia-ai/nova-pesquisa-mostra-bolsonaro-disparado-na-frente-de-lula-em-mt/,BR,Presidente,1,pr,MT,0,,,Jair Bolsonaro,43,Lula,"16,7",Sérgio Moro,"4,5",Ciro Gomes,"1,9",,,,,,,,,,,,,,,,
BR-05162/2022,https://www.brasil247.com/poder/pesquisas-xp-ipespe-e-moral-futura-que-tem-mesmo-contratante-final-mostram-discrepancias-e-divergencias-de-metodologia,BR,Presidente,1,pr,br,,,,lula,44,bolsonaro,24,,,,,,,,,,,,,,,,,,,,
BR-05274/2022,https://rankingpesquisa.com.br/wp-content/uploads/2022/03/ELEICOES-2022-FEVEREIRO-MS-1.pdf,BR,Presidente,1,pr,BR,0,,,Jair Bolsonaro,"28,20",Lula,"23,3",Sérgio Moro,3,Ciro Gomes,"2,5",João Doria,"1,5",Simone Tebet,2,,,,,,,,,,,,
BR-05274/2022,https://rankingpesquisa.com.br/wp-content/uploads/2022/03/ELEICOES-2022-FEVEREIRO-MS-1.pdf,BR,Presidente,1,pr,BR,1,,,Jair Bolsonaro,34,Lula,"29,5",Sérgio Moro,"5,2",Ciro Gomes,4,Simone Tebet,3,João Doria,"2,4",,,,,,,,,,,,
BR-05598/2022,https://rankingpesquisa.com.br/wp-content/uploads/2022/03/CAMPO-GRANDE-MARCO-DE-2022-POLITICA-E-ADMINISTRATIVA-2.pdf,BR,Presidente,1,pr,BR,0,,,Jair Bolsonaro,"30,1",Lula,"21,4",Sérgio Moro,"3,7",Ciro Gomes,"2,5",Simone Tebet,2,João Doria,"1,6",,,,,,,,,,,,
BR-05598/2022,https://rankingpesquisa.com.br/wp-content/uploads/2022/03/CAMPO-GRANDE-MARCO-DE-2022-POLITICA-E-ADMINISTRATIVA-2.pdf,BR,Presidente,1,pr,BR,1,,,Jair Bolsonaro,"37,2",Lula,"28,3",Sérgio Moro,"5,5",Ciro Gomes,"3,4",Simone Tebet,"3,2",João Doria,"2,1",,,,,,,,,,,,
BR-05955/2022,https://www.meionorte.com/politica/exame-ideia-lula-tem-42-bolsonaro-surge-com-27-moro-10-e-ciro-8-439390,BR,Presidente,1,pr,BR,1,,,Lula,42,Jair Bolsonaro,27,Sérgio Moro,10,Ciro Gomes,8,João Doria,2,,,,,,,,,,,,,,
BR-05955/2022,https://www.meionorte.com/politica/exame-ideia-lula-tem-42-bolsonaro-surge-com-27-moro-10-e-ciro-8-439390,BR,Presidente,1,pr,BR,0,,,Lula,36,Jair Bolsonaro,22,Sérgio Moro,5,Ciro Gomes,3,,,,,,,,,,,,,,,,
BR-06395/2022,https://isbet.org.br/pages/curriculo.aspx?idv=87741,BR,Presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA-06447/2022,https://www.bahianoticias.com.br/noticia/265698-bnseculus-com-5242-lula-e-o-preferido-dos-baianos-para-a-presidencia-da-republica.html,BR,Presidente,0,pr,BR,1,,,Lula,"52,42",Jair Bolsonaro,"23,59",Alessandro Vieira,"0,2",Ciro Gomes,"5,24",Filipe D'Ávila,"0,13",João Doria,"0,79",Rodrigo Pacheco,"0,26",Sérgio Moro,"4,39",Simone Tebet,"0,33",,,,,,
BR-06408/2022,https://www.brasil247.com/brasil/pesquisa-ipespe-lula-segue-na-lideranca-perto-de-vencer-no-1-turno-e-bolsonaro-segue-caindo,BR,Presidente,1,pr,BR,1,,,Lula,44,Jair Bolsonaro,24,Sérgio Moro,8,Ciro Gomes,8,João Doria,2,Tebet,1,Pacheco,1,Vieira,1,,,,,,,,
