obs,outro id,tse_id,url,estado,cidade,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15,cand16,resul16,cand17,resul17,cand18,resul18,cand19,resul19,cand20,resul20,cand21,resul21,cand22,resul22,cand23,resul23,cand24,resul24,cand25,resul25,cand26,resul26,cand27,resul27,cand28,resul28,cand29,resul29,cand30,resul30,cand31,resul31,cand32,resul32,cand33,resul33,cand34,resul34,cand35,resul35,cand36,resul36,cand37,resul37,cand38,resul38,cand39,resul39,cand40,resul40,cand41,resul41,cand42,resul42,cand43,resul43
PESQUISA DENUNCIADA POR FRAUDE,,RN-02511/2016,https://jsblogueiro.blogspot.com/2018/05/neste-proximo-domingo-03-de-junho-tem.html,RN,SÃO JOSÉ DO CAMPESTRE,1.0,P,1.0,,,NENEM BORGES,"47,68",LUCIANO,"39,07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-02944/2016,https://www.sneri.blog.br/2016/09/12/,RN,CAICÓ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PESQUISA DENUNCIADA,,RN-03084/2018,https://www.clickpb.com.br/media/filer_public/b4/6e/b46ed465-371f-4b4d-a6e2-905366663ea9/liminar_indeferida.pdf,RN,RIO GRANDE DO NORTE,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-03095/2018,http://blogdachris.com/post/instituto-seta-styvenson-e-zenaide-lideram-pesquisa-para-o-senado/1735/,RN,RIO GRANDE DO NORTE,1.0,S,1.0,,,CAPITAO STYVENSON,29,ZENAIDE MAIA,23,GERALDO MELO,14,GARIBALDI FILHO,13,ANTONIO JACOME,7,MAGNOLIA FIGUEIREDO,3,ALEXANDRE MOTTA,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-03943/2018,RN-03095/2018,http://costabrancanews.com/corrida-pela-presidencia-no-rn-tem-haddad-e-bolsonaro-empatados-tecnicamente/,RN,RIO GRANDE DO NORTE,1.0,PR,1.0,,,FERNANDO HADDAD,30,JAIR BOLSONARO,26,CIRO GOMES,11,GERALDO ALCKMIN,2,MARINA SILVA,2,JOAO AMOEDO,1,HENRIQUE MEIRELLES,1,CABO DACIOLO,1,ALVARO DIAS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-03943/2018,RN-03095/2018,http://costabrancanews.com/corrida-pela-presidencia-no-rn-tem-haddad-e-bolsonaro-empatados-tecnicamente/,RN,RIO GRANDE DO NORTE,1.0,PR,0.0,,,FERNANDO HADDAD,26,JAIR BOLSONARO,23,CIRO GOMES,8,GERALDO ALCKMIN,2,JOAO AMOEDO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-03095/2018,http://www.blogdosilverioalves.com/2018_09_30_archive.html,RN,RIO GRANDE DO NORTE,1.0,G,1.0,,,FATIMA BEZERRA,32,CARLOS EDUARDO ALVES,16,ROBINSON FARIA,11,BRENO QUEIROGA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-03149/2018,https://rabiscosdosamueljunior.blogspot.com/2018/07/seta-realiza-pesquisa-eleitoral-em-assu.html,RN,RIO GRANDE DO NORTE,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-03536/2016,https://blogosamigosdaonca.blogspot.com/2016/09/pesquisa-seta-fernando-teixeira-lidera.html,RN,ESPÍRITO SANTO,1.0,P,1.0,,,FERNANDO TEIXEIRA,51,TONINHO BRANCO,"38,8",GARIBALDI LEITE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-04494/2016,http://blogdolevanyjunior.com/sao-miguel-rn-ze-gaudencio-lidera-em-sao-miguel-com-4722/,RN,SÃO MIGUEL,1.0,P,,,,ZE GAUDENCIO,"47,22","DR, DARIO","30,56",ROBERTO DE CHICO BERNADINO,"1,67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-04969/2016,https://thiagoandersom.blogspot.com/2016/09/pesquisa-indica-eleicao-de-fabio-em.html,RN,GALINHOS,1.0,P,,,,FABIO RODRIGUES,"59,8",ELCINHO,"20,6",MORAIS,"11,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-05232/2016,http://www.lentedotrairi.com.br/2016/09/,RN,TANGARÁ,1.0,P,,,,JORGE EDUARDO BEZERRA,"48,4",DOUTOR AIRTON,"44,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-05268/2016,http://www.thaisagalvao.com.br/2016/09/page/2/,RN,ASSÚ,1.0,P,,,,PATRICIO JR,"49,22",GUSTAVO SOARES,"43,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-05667/2018,http://www.blogdosilverioalves.com/2018/08/pesquisa-seta-carlos-eduardo-cai.html,RN,RIO GRANDE DO NORTE,1.0,G,1.0,,,FATIMA BEZERRA,26,CARLOS EDUARDO,13,ROBINSON FARIA,10,PROFESSOR CARLOS ALBERTO,2,HERO BEZERRA,1,DARIO BARBOSA,1,BRENNO QUEIROGA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-05667/2018,https://politicapauferrense.blogspot.com/2018/08/fatima-lidera-pesquisa-seta-para-o.html,RN,RIO GRANDE DO NORTE,1.0,S,,,,CAPITAO STYVENSON,21,ZENAIDE MAIA,14,GARIBALDI ALVES,13,GERALDO MELO,9,ANTONIO JACOME,5,MAGNOLIA FIGUEIREDO,2,BISPO LEVI COSTA,1,ALEXANDRE MOTTA,1,PROF. ANA CELIA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-05755/2016,http://sidneysilva.com.br/confira-os-numeros-da-pesquisa-seta-para-vereador-em-serra-negra-do-norte/,RN,SERRA NEGRA DO NORTE,1.0,V,0.0,,,DAMIAO GALVAO,"10,3",JUNIOR INACIO,"6,9",FLAVIO BEZERRA,"5,2",ELQUINHO,"4,8",MARIA OTILIA,"4,5",VANINHA,"4,5",ROMARIO,"4,1",JARBAS RIBEIRO,"3,8",ANA KARINA,"3,1",FABIO HENRIQUE,"3,1",JARBAS FARIAS,"3,1",ERALDO,"2,8",NEGO DE ERIBERTO,"2,4",LIKE,"2,1",MARIA JOSE,"1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-05755/2016,https://paulojuniorrn.blogspot.com/2016_09_18_archive.html,RN,SERRA NEGRA DO NORTE,1.0,P,0.0,,,SERGINHO,"55,17",ALISSON,"32,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-05755/2016,https://paulojuniorrn.blogspot.com/2016/09/pesquisa-blog-jair-sampaioinstitudo.html,RN,SERRA NEGRA DO NORTE,1.0,P,1.0,,,SERGINHO,"55,17",ALISSON,"33,45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-05791/2016,https://blogdowilliamvieira.blogspot.com/2016/08/luiz-almir-e-raniere-barbosa-sao.html,RN,NATAL,1.0,V,0.0,,,LUIZ ALMIR,"1,3",RANIERE BARBOSA,"1,3",VILMA MAIA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-05791/2016,https://www.rosaliearruda.com/2016/08/com-39-carlos-eduardo-lidera-corrida.html,RN,NATAL,1.0,P,1.0,,,CARLOS EDUARDO,"39,3",MARCIA MAIA,"5,18",ROBERIO PAULINO,"4,52",FERNANDO MINEIRO,"3,85",KELPS LIMA,"2,68",ROSALIA FERNANDES,"1,17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-06156/2016,http://blogdolevanyjunior.com/macau-rn-ze-e-coronel-fernandes-arrastam-multidao-na-maior-passeata-da-historia-politica-de-macau/,RN,MACAU,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-06930/2016,https://www.thaisagalvao.com.br/2016/10/page/14/,RN,BOM JESUS,1.0,P,1.0,,,CLECIO AZEVEDO,"59,7",DR. JASSO,"34,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-07225/2016,http://www.blogdosilverioalves.com/2016_09_25_archive.html,RN,SÃO PAULO DO POTENGI,1.0,P,1.0,,,NALDINHO,"43,27",PACCELI,"36,68",DR. IVAN,"8,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pesquisa Incompleta - Somente 1º Opção de voto,,RN-07296/2018,https://fernando-averdade.blogspot.com/2018/03/pesquisa-setabg-voto-estimulado-para.html,RN,RIO GRANDE DO NORTE,1.0,S,,,,ZENAIDE MAIA,"9,92",JOSE AGRIPINO,"8,72",GARIBALDI ALVES,"7,41",GERALDO MELO,"3,81",CARLOS EDUARDO ALVES,"2,3",NEY LOPES,"1,2",MAGNOLIA FIGUEIREDO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-07296/2018,https://jardilinonews.blogspot.com/2018/03/pesquisa-setabg-fatima-bezerra-marca.html,RN,RIO GRANDE DO NORTE,1.0,G,,,,FATIMA BEZERRA,"29,56",CARLOS EDUARDO ALVES,"8,12",ROBINSON FARIA,"5,61",GERALDO MELO,"3,71",KELPS LIMA,"3,11",GENERAL GIRAO,"1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SEM ID,RN-07296/2018,https://leopoldotristao.blogspot.com/2018/03/em-rn-lula-lidera-com-43-de-intencoes.html,RN,RIO GRANDE DO NORTE,1.0,PR,1.0,,,LULA,43,JAIR BOLSONARO,"16,7",CIRO GOMES,"3,3",MARINA SILVA,"1,6",GERALDO ALCKMIN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-00406/2018,RN-07412/2018,http://guamarenews.com/pesquisas-confira-os-numeros-das-cinco-ultimas-pesquisas-eleitorais-no-rn-para-governo-e-presidencia/,RN,RIO GRANDE DO NORTE,1.0,PR,,,1.0,FERNANDO HADDAD,55,JAIR BOLSONARO,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-07412/2018,https://thiagoandersom.blogspot.com/2018/10/pesquisa-setablogdobg-governo-votos_45.html,RN,RIO GRANDE DO NORTE,1.0,G,1.0,,,FATIMA BEZERRA,43,CARLOS EDUARDO ALVES,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-07479/2016,http://blog.tribunadonorte.com.br/heitorgregorio/tag/eleicoes-2016/page/4/,RN,MACAÍBA,1.0,P,1.0,,,MARILIA DIAS,"37,1",DR. FERNANDO,"34,1",KATIA SENA,"23,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-07520/2018,http://www.radiotangarafm.com/2018/05/,RN,RIO GRANDE DO NORTE,1.0,G,1.0,,,FATIMA BEZERRA,"29,3",CARLOS EDUARDO ALVES,12,ROBINSON FARIA,"8,4",GERALDO MELO,"3,2",CLORISSA LINHARES,"1,4",GENERAL GIRAO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-07520/2018,https://williams-rocha.blogspot.com/2018/05/,RN,RIO GRANDE DO NORTE,1.0,S,1.0,,,ZENAIDE MAIA,"13,9",GARIBALDI FILHO,"10,1",JOSE AGRIPINO,"7,4",GERALDO MELO,"2,9",MAGNOLIA FONSECA,"1,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-07520/2018,https://www.todapolitica.com/eleicoes-2018/pesquisa-eleitoral-rio-grande-do-norte/,RN,RIO GRANDE DO NORTE,1.0,G,0.0,,,FATIMA BEZERRA,"11,6",CARLOS EDUARDO,"2,6",STYVENSON VALENTIN,"1,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-07520/2018,https://wwwriachueloemacao.blogspot.com/2018/05/o-riachuelense-eliabe-neto-de-dona.html,RN,RIO GRANDE DO NORTE,1.0,DE,0.0,,,GETULIO REGO,"6,2",GALENO,"2,1",NELTER,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PESQUISA DENUNCIADA,,RN-08710/2018,https://www.clickpb.com.br/media/filer_public/b4/6e/b46ed465-371f-4b4d-a6e2-905366663ea9/liminar_indeferida.pdf,RN,RIO GRANDE DO NORTE,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-09618/2016,https://carnaubafotos.blogspot.com/2016/10/em-disputa-acirrada-seta-aponta-vitoria.html,RN,CRUZETA,1.0,P,,,,ELISMARIA,"46,3",SALLY ARAUJO,"44,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-09733/2016,https://www.thaisagalvao.com.br/2016/09/28/,RN,PENDÊNCIAS,1.0,P,1.0,,,GUSTAVO QUEIROZ,"53,5",IVAN PADILHA,"43,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-09856/2018,https://blogdocobra.com/confira-pesquisa-seta-blogdobg-para-presidente-governo-rn-e-senado/,RN,RIO GRANDE DO NORTE,1.0,G,0.0,,,FATIMA BEZERRA,"8,4",CARLOS EDUARDO ALVES,"6,5",ROBINSON FARIA,"2,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-09856/2018,https://sigafabiojunior.blogspot.com/2018/08/web-radio-antonio-martins-rn-radio_9.html,RN,RIO GRANDE DO NORTE,1.0,S,1.0,,,GARIBALDI ALVES,16.7,ZENAIDE MAIA,16.5,CAPITAO STYVENSON,16.3,GERALDO MELO,9.2,ANTONIO JACOME,5.8,MAGNOLIA FIGUEIREDO,2,PROF. LAILSON,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RN-09856/2018,https://sigafabiojunior.blogspot.com/2018/08/web-radio-antonio-martins-rn-radio_9.html,RN,RIO GRANDE DO NORTE,1.0,G,1.0,,,FATIMA BEZERRA,"25,5",CARLOS EDUARDO ALVES,"14,7",ROBINSON FARIA,"8,7",PROF. CARLOS ALBERTO,"2,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
