obs,tse_id,url,estado,cidade,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15,cand16,resul16,cand17,resul17,cand18,resul18,cand19,resul19,cand20,resul20,cand21,resul21,cand22,resul22,cand23,resul23,cand24,resul24,cand25,resul25,cand26,resul26,cand27,resul27,cand28,resul28,cand29,resul29,cand30,resul30,cand31,resul31,cand32,resul32,cand33,resul33,cand34,resul34,cand35,resul35,cand36,resul36,cand37,resul37,cand38,resul38,cand39,resul39,cand40,resul40,cand41,resul41,cand42,resul42,cand43,resul43
,PI-00566/2012,https://www.meionorte.com/blogs/efremribeiro/oliveira-junior-deve-ganhar-as-eleicoes-em-miguel-alves-com-52-5-dos-votos-225843,PI,MIGUEL ALVES,1,P,1.0,,,Oliveira Junior,52.5,Dra. Salete,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00566/2012,https://www.meionorte.com/blogs/efremribeiro/oliveira-junior-deve-ganhar-as-eleicoes-em-miguel-alves-com-52-5-dos-votos-225843,PI,MIGUEL ALVES,1,P,0.0,,,Oliveira Junior,50.75,Dra. Salete,40.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00575/2012,https://180graus.com/politica/firmino-51-x-elmano-48-nao-ocorreu-acertos-dos-institutos-570442,PI,TERESINA,1,P,,,1.0,Firmino Filho,53.85,Elmano Férrer,46.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00575/2012,https://www.meionorte.com/blogs/efremribeiro/firmino-sai-na-frente-no-2-turno-com-14-5-pontos-de-vantagem-sobre-elmano-226981,PI,TERESINA,1,P,1.0,,,Firmino Filho,52.25,Elmano Férrer,37.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-00586/2012,https://180graus.com/politica/candidato-firmino-filho-esta-na-frente-de-elmano-7-em-pesquisa,PI,TERESINA,1,P,,,,Firmino Filho,49.0,Elmano Férrer,42.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-07090/2016,https://www.meionorte.com/politica/ozires-vence-todos-os-candidatos-da-oposicao-em-baixa-grande-298595,PI,BAIXA GRANDE DO RIBEIRO,1,P,,,,Ozires,56.67,Aldir,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-07090/2016,https://www.meionorte.com/politica/ozires-vence-todos-os-candidatos-da-oposicao-em-baixa-grande-298595,PI,BAIXA GRANDE DO RIBEIRO,1,P,,,,Ozires,59.67,Alvimar,23.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-09271/2016,https://180graus.com/pesquisa-eleitoral/jonas-tem-51-em-agua-brancavaldecir-51-em-curimata,PI,ÁGUA BRANCA,1,P,1.0,,,Jonas Moura,51.33,Margarete Pimentel,31.0,Neivão,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PI-09271/2016,https://180graus.com/pesquisa-eleitoral/jonas-tem-51-em-agua-brancavaldecir-51-em-curimata,PI,ÁGUA BRANCA,1,V,,,,Soroba,9.0,Marquinhos,6.0,Tupi,5.67,Aécio Leite,4.67,Francisco Emanoel,4.67,Dirceu,4.33,Edilson Pereira,3.67,Neguim de Sá,2.33,Ivonlendeo,2.33,Tatiane,2.33,Marinalva,2.33,James,2.0,Ralcliston,2.0,Marcondes Moura,1.67,Line Mariane,1.67,Davi Barbosa,1.67,Humberto,1.67,Messias,1.67,Leonardo Barbosa,1.33,Edoavete,1.33,Luiz Fautino,1.33,Delcleide do Sindicato,1.33,Valter,1.33,Ricardo Macedo,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-00001/2014,https://www.mprs.mp.br/media/areas/de/arquivos/demp-2016-05-10.pdf,PR,PARANÁ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-00002/2014,http://compras.dados.gov.br/licitacoes/v1/licitacoes?uasg=160113,PR,PARANÁ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-00026/2014,http://www.blogdomano.com/2014/08/,PR,PARANÁ,1,G,1.0,,,Beto Richa,40.7,Roberto Requião,27.1,Gleisi Hoffmann,15.1,Tulio Bandeira,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notícia dá números diferentes da pesquisa: 891/2012 e PR-0089/2012. Checar se é BR-891/2012,PR-00089/2012,https://issuu.com/tribunadovale/docs/pdf2220,PR,SAPOPEMA,1,P,1.0,,,Paulinho Branco,53.64,Dona Vera,39.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-00155/2012,https://olhoabertopr.blogspot.com/2012/09/foz-do-iguacuempate-tecnico-reni-tem-44.html,PR,FOZ DO IGUAÇU,1,P,,,,Chico Brasileiro,41.8,Reni Pereira,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-00201/2012,https://issuu.com/tribunadovale/docs/pdf2231,PR,SANTANA DO ITARARÉ,1,P,1.0,,,Ze  Isac,66.15,Jurandir,31.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-00201/2012,https://issuu.com/tribunadovale/docs/pdf2231,PR,SANTANA DO ITARARÉ,1,P,0.0,,,Ze  Isac,61.54,Jurandir,28.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-00264/2012,https://www.nra.adv.br/cms/contestacao-bancario-7-a-8-horas-intervalo-mulher/,PR,CASCAVEL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-00270/2012,https://issuu.com/tribunadovale/docs/pdf2237,PR,CURIÚVA,1,P,1.0,,,Nato,42.9,Amadeu Bicudo,37.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-00278/2012,https://www.facebook.com/pages/Pichetti-12/335413133220403,PR,ITAPEJARA D OESTE,1,P,,,,Pichetti,56.3,Neuto,29.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-00339/2012,https://issuu.com/tribunadovale/docs/pdf2238,PR,JACAREZINHO,1,P,,,,Dr. Sérgio,72.94,Nelson,14.41,Levi,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Texto confuso: a notícia diz que os 54.09% de Revelino são válidos, mas aponta uma diferença de 17.27 entre Revelino e Ovçar e diz ainda que 9.09% que não opinaram.",PR-00340/2012,https://issuu.com/tribunadovale/docs/pdf2238,PR,JOAQUIM TÁVORA,1,P,1.0,,1.0,Claudio Revelino,54.09,Willian Valter Ovçar,36.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-00340/2012,https://issuu.com/tribunadovale/docs/pdf2238,PR,JOAQUIM TÁVORA,1,P,0.0,,,Claudio Revelino,50.0,Willian Valter Ovçar ,32.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-00411/2012,https://juridicocerto.com/p/gisele-noleto-marti/artigos/adicional-de-penosidade-um-conceito-em-construcao-4129,PR,BOA VISTA DA APARECIDA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-00455/2012,https://issuu.com/folhaextra/docs/ed_825,PR,TOMAZINA,1,P,,,,Guilherme,52.67,Luiz faria,37.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-00610/2012,https://zip.postcodebase.com/zipcode/00610-2945,PR,SÃO JOSÉ DOS PINHAIS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-00617/2012,https://www.researchgate.net/publication/322833275_Overcoming_mcr-1_mediated_colistin_resistance_with_colistin_in_combination_with_other_antibiotics,PR,TIBAGI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-00678/2012,https://www.bocamaldita.com/pupin-lidera-com-55-contra-45-de-verri/,PR,MARINGÁ,1,P,,,,Roberto Pupin,48.0,Ênio Verri,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-00682/2012,https://opennpi.com/provider/1417170069,PR,CASCAVEL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-02681/2016,https://issuu.com/jornalpaginaum/docs/paginaum2968,PR,TIBAGI,1,P,1.0,,,Ângela Mercer,43.28,Rildo Leonardi,34.33,Pedro Machado,5.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-02681/2016,https://issuu.com/jornalpaginaum/docs/paginaum2968,PR,TIBAGI,1,P,0.0,,,Ângela Mercer,29.93,Rildo Leonardi,22.11,Pedro Machado,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-02741/2016,https://npdiario.com/politica/nova-pesquisa-revela-que-tina-toneti-mantem-lideranca-na-disputa-pela-prefeitura/,PR,JACAREZINHO,1,P,,,,Tina Toneti,40.5,Dr. Sérgio,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-03023/2016,https://catve.com/noticia/2/160860/paranhos-lidera-pesquisa-de-intencao-de-votos---por-luiz-nardeli,PR,CASCAVEL,1,P,0.0,,,Paranhos,24.3,Márcio Pacheco,14.8,Marcos Vinícius,1.5,Walter Parcianello,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-03023/2016,https://catve.com/noticia/2/160860/paranhos-lidera-pesquisa-de-intencao-de-votos---por-luiz-nardeli,PR,CASCAVEL,1,P,1.0,,,Paranhos,44.3,Márcio Pacheco,24.8,Walter Parcianello,4.0,Hélio Laurindo,2.8,Aderbal,2.8,Professor Ivanildo,2.3,Marcos Vinícius,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-03238/2016,https://olhoabertopr.blogspot.com/2016/09/foz-do-iguacu-chico-e-paulo-estao.html,PR,FOZ DO IGUAÇU,1,P,1.0,,,Paulo Mac Donald,36.78,Chico Brasileiro,34.48,Phelipe Mansur,2.3,Sérgio Barros,2.3,Túlio  Bandeira,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-03238/2016,https://olhoabertopr.blogspot.com/2016/09/foz-do-iguacu-chico-e-paulo-estao.html,PR,FOZ DO IGUAÇU,1,P,0.0,,,Paulo Mac Donald,21.84,Chico Brasileiro,16.42,Phelipe Mansur,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-03805/2016,https://bandnewsfmcuritiba.com/greca-lidera-pesquisa-com-30-dos-votos-fruet-e-leprevost-tentam-levar-para-2o-turno/,PR,CURITIBA,1,P,1.0,,,Rafael Greca,30.59,Gustavo Fruet,12.88,Ney  Leprevost,10.81,Maria Victoria,7.98,Requião Filho,5.9,Tadeu  Veneri,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-04098/2016,http://www.informepolicial.com.br/Pesquisa-Dataprevia-confirma-vitoria-do-Dr-Antonely/,PR,IBAITI,1,P,1.0,,,Dr. Antonely,45.68,Nrominha  do Marlei,27.34,Zé Milton,12.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-04268/2016,https://blogdopavulo.blogspot.com/2016/10/ney-leprevost-lidera-2-turno-com-378.html,PR,CURITIBA,1,P,1.0,,,Ney Leprevost,37.82,Rafael Greca,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-04268/2016,https://paranaportal.uol.com.br/tag/pesquisa-eleitoral/,PR,CURITIBA,1,P,1.0,,,Rafael Greca,19.4,Gustavo Fruet,15.7,Ney Leprevost,14.8,Delegado Fernando Francischini,13.7,Luciano Ducci,7.2,Maria Victoria,4.4,João Arruda,3.8,Miriam Gonçalves,2.1,Paulo Martins,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-04268/2016,https://paranaportal.uol.com.br/tag/pesquisa-eleitoral/,PR,CURITIBA,1,P,1.0,,,Rafael Greca,21.0,Ney Leprevost,16.7,Fernando Francischini,16.4,Luciano Ducci,9.0,Maria Victoria,5.0,Tadeu Veneri,4.8,João Arruda,4.0,Goura,3.3,Paulo Martins,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-04268/2016,https://www.esmaelmorais.com.br/2016/10/ney-leprevost-lidera-o-2o-turno-em-curitiba-diz-pesquisa-do-instituto-opiniao/,PR,CURITIBA,1,P,,,,Ney Leprevost,37.82,Rafael Greca,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-04268/2016,https://www.fabiocampana.com.br/2016/10/greca-x-leprevost-na-mesma/,PR,CURITIBA,1,P,1.0,,,Ney  Leprevost,39.25,Rafael Greca,33.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-04303/2016,https://www.domzale.si/files/other/mixed/41/99634pp_185100_program_sporta_in_rekreacije.pdf,PR,PEABIRU,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-04681/2016,http://paginaum.com/request.php?651,PR,TIBAGI,1,P,1.0,,,Ângela Mercer,46.6,Rildo Leonardi,34.63,Pedro Machado,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-04681/2016,https://arede.info/campos-gerais/114727/angela-tem-4660-rildo-3463-e-pedro-machado-550,PR,TIBAGI,1,P,0.0,,,Ângela Mercer,30.07,Rildo Leonardi,22.64,Pedro Machado,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-04897/2016,https://tasabendo.com.br/geral/pesquisa-de-hoje-correio-do-cidadao-mostra-regina-na-frente-com-3482ll/,PR,CAMPO MOURÃO,1,P,,,,Regina  Dubay,34.82,Tauillo  Tezelli,25.89,Rodrigo Salvadori,19.28,Evaldo Bertoldo,3.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-04908/2016,http://folhapr.com.br/wp-content/uploads/2016/09/FOLHAPR_ED403-site.pdf,PR,ARAPOTI,1,P,,,1.0,Irani Barros,42.9,Braz Rizzi,40.9,Carlinhos Ratinho,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-05253/2016,https://npdiario.com/capa/flavio-zan-se-consolida-na-lideranca-em-tomazina/,PR,TOMAZINA,1,P,,,,Flávio Zan,51.25,Luiz Faria,35.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-05296/2016,https://arede.info/ponta-grossa/114569/pesquisa-aponta-rangel-com-33-e-aliel-23,PR,PONTA GROSSA,1,P,1.0,,,Marcelo Rangel,33.22,Aliel Machado,23.09,Julio Küller,12.29,Sérgio Gadini,4.49,Leandro Soares,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-05296/2016,https://arede.info/ponta-grossa/114569/pesquisa-aponta-rangel-com-33-e-aliel-23,PR,PONTA GROSSA,1,P,0.0,,,Marcelo Rangel,30.23,Aliel Machado,20.93,Julio Küller,7.97,Sérgio Gadini,3.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imagem difere do texto. Prevaleceu texto.,PR-06203/2016,https://24horas.com.br/noticias/datasonda-nova-pesquisa-mostra-andre-pioli-na-lideranca-em-paranagua/,PR,PARANAGUÁ,1,P,0.0,,,André Pioli,42.0,Marcelo Roque,21.7,Alceuzinho Maron,13.0,Professor Hermes,2.7,Antônio Ricardo,2.7,Jozelito Serafini,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imagem difere do texto. Prevaleceu texto.,PR-06203/2016,https://24horas.com.br/noticias/datasonda-nova-pesquisa-mostra-andre-pioli-na-lideranca-em-paranagua/,PR,PARANAGUÁ,1,P,1.0,,,André Pioli,48.3,Marcelo Roque,21.3,Alceuzinho Maron,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-06330/2016,http://www.cidadedestaque.com.br/2016/09/juiza-suspende-pesquisa-eleitoral-de.html,PR,MAMBORÊ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-06461/2016,https://domzale.e-obcina.si/files/other/mixed/41/99623Urad%20%C5%BEupana.pdf,PR,SAPOPEMA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-06874/2016,https://araucarianoar.com.br/em-pesquisa-datasonda-hissam-aparece-com-492-da-intencao-de-votos-para-prefeito-de-araucaria/,PR,ARAUCÁRIA,1,P,1.0,,,Hissam,49.2,Rosane,14.6,Rui Souza,10.4,Clodoaldo,4.3,Professor Orivaldo,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-06899/2016,http://www.annoticias.com.br/Noticias/eleicoes-2016/marcelo-rangel-lidera-em-ponta-grossa,PR,PONTA GROSSA,1,P,1.0,,,Marcelo Rangel,35.3,Aliel Machado,21.8,Julio Küller,18.0,Professor Gadini,2.8,Leandro Soares,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-06899/2016,https://marelimartins.com.br/2016/08/29/rangel-lidera-disputa-em-ponta-grossa-diz-data-sonda/,PR,PONTA GROSSA,1,P,0.0,,,Marcelo Rangel,15.5,Aliel Machado,7.3,Julio Küller,4.8,Jocelito Canto,2.5,Pauliki,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-06936/2016,https://angelorigon.com.br/2016/10/11/inpe-mostra-ulisses-com-5150-e-silvio-barros-ii-com-3167/,PR,MARINGÁ,1,P,1.0,,,Ulisses Maia,51.5,Silvio Barros,31.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-07431/2016,https://redesuldenoticias.com.br/noticias/dolores-continua-liderando-em-boa-ventura/,PR,BOA VENTURA DE SÃO ROQUE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-07705/2016,https://www.domzale.si/files/other/mixed/41/99634pp_185100_program_sporta_in_rekreacije.pdf,PR,TURVO,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-07913/2016,https://www.jblitoral.com.br/pai-dos-socios-do-instituto-que-previu-vitoria-de-ze-paulo-assume-secretaria/,PR,ANTONINA,1,P,1.0,,,Zé Paulo,41.5,Mônica,34.5,Jefferson Fonseca,11.0,Luis Amilton (Pirulito),2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Não tenho acesso.,PR-07952/2016,https://www.facebook.com/Amigos-do-isaque-373670372757418/posts,PR,FAZENDA RIO GRANDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-08047/2016,https://issuu.com/folharegionaldecianorte/docs/frc-ed1539-23-09-2016-sex,PR,SÃO MANOEL DO PARANÁ,1,P,1.0,,,Agnaldo Trevisan,53.5,Jailton Ferreira,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-08134/2016,https://issuu.com/jornalpaginaum/docs/paginaum2978,PR,CASTRO,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-08574/2016,https://domzale.e-obcina.si/files/other/mixed/41/99636pp_185201_sof_projektov_in_programov_dela_z_mladimi.pdf,PR,MARILENA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-08657/2016,https://issuu.com/tribunadecianorte/docs/22_09_tcianorte,PR,JUSSARA,1,P,1.0,,,Moacir Luiz Pereira Valentini,66.0,Odair Junior Reck,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-08784/2016,https://ednoticias.com/pesquisa-mostra-beto-preto-com-905-dos-votos-validos/,PR,APUCARANA,1,P,1.0,,,Beto Preto,82.2,Sérgio  Bolonhezi,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-08784/2016,https://ednoticias.com/pesquisa-mostra-beto-preto-com-905-dos-votos-validos/,PR,APUCARANA,1,P,0.0,,,Beto Preto,71.8,Sérgio  Bolonhezi,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-09283/2016,https://marelimartins.com.br/2016/09/30/data-sonda-indica-segundo-turno-entre-marcelo-e-aliel/,PR,PONTA GROSSA,1,P,1.0,,,Marcelo  Rangel,38.0,Aliel Machado,25.8,Julio Kuller,16.3,Professor Gadini,4.0,Leandro Soares,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PR-09283/2016,https://marelimartins.com.br/2016/09/30/data-sonda-indica-segundo-turno-entre-marcelo-e-aliel/,PR,PONTA GROSSA,1,P,0.0,,,Marcelo  Rangel,30.8,Aliel Machado,18.3,Julio Kuller,11.3,Professor Gadini,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
