tse_id,url,estado,cidade,util,position,estimulada,vv,suspensa,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15,cand16,resul16,cand17,resul17,cand18,resul18,cand19,resul19,cand20,resul20,cand21,resul21,cand22,resul22,cand23,resul23,cand24,resul24,cand25,resul25,cand26,resul26,cand27,resul27,cand28,resul28,cand29,resul29,cand30,resul30,cand31,resul31,cand32,resul32,cand33,resul33,cand34,resul34,cand35,resul35,cand36,resul36,cand37,resul37,cand38,resul38,cand39,resul39,cand40,resul40,cand41,resul41,cand42,resul42,cand43,resul43
BR-00663/2014,http://www.jaenoticia.com.br/noticia/11081/IPESPE-divulga-pesquisa-de-intencao-de-votos-para-Governo-Senado-e-Presidencia,BR,BRASIL,1.0,G,,,,RENAN FILHO,36.0,BENEDITO DE LIRA,27.0,JULIO CEZAR,2.0,MARIO AGRA,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00700/2014,http://www.diariodigital.com.br/noticias/pesquisa-fiemsibrape-aponta-simone-na-lideranca-com-36-bernal-pontua-2/119776/,BR,BRASIL,1.0,S,0.0,,,SIMONE TEBET,23.0,ALCIDES BERNAL,17.0,RICARDO AYACHE,9.0,ANTONIO JOAO,2.0,LUCIEN REZENDE,1.0,VALDEMIR CASSEMIRO,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00700/2014,http://www.diariodigital.com.br/noticias/pesquisa-fiemsibrape-aponta-simone-na-lideranca-com-36-bernal-pontua-2/119776/,BR,BRASIL,1.0,S,1.0,,,SIMONE TEBET,36.0,ALCIDES BERNAL,23.0,RICARDO AYACHE,12.0,ANTONIO JOAO,4.0,VALDEMIR CASSIMIRO,2.0,LUCIEN REZENDE,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00700/2014,https://www.fatimanews.com.br/politica/delcidio-lidera-com-44-reinaldo-cresce-para-22-e-trad-cai/162248/,BR,BRASIL,1.0,PR,0.0,,,MARINA SILVA,32.0,DILMA ROUSSEFF,29.0,AECIO NEVES,12.0,PASTOR EVERALDO,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00700/2014,https://www.fatimanews.com.br/politica/delcidio-lidera-com-44-reinaldo-cresce-para-22-e-trad-cai/162248/,BR,BRASIL,1.0,PR,1.0,,,MARINA SILVA,37.0,DILMA ROUSSEFF,34.0,AECIO NEVES,15.0,EDUARDO JORGE,1.0,PASTOR EVERALDO,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00700/2014,https://www.fatimanews.com.br/politica/delcidio-lidera-com-44-reinaldo-cresce-para-22-e-trad-cai/162248/,BR,BRASIL,1.0,G,0.0,,,DELCIDIO DO AMARAL,34.0,AZAMBUJA,20.0,TRAD,14.0,EVANDER VENDRAMINI,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00700/2014,https://www.fatimanews.com.br/politica/delcidio-lidera-com-44-reinaldo-cresce-para-22-e-trad-cai/162248/,BR,BRASIL,1.0,G,1.0,,,DELCIDIO DO AMARAL,44.0,AZAMBUJA,22.0,TRAD,18.0,EVANDER VENDRAMINI,1.0,PROFESSOR MONGE,1.0,SIDNEY MELO,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00702/2014,http://www.jornalpopulacional.com.br/noticia/1086-serpeso-popular-marconi-abre-182-pontos-de-frente-sobre-iris.html,BR,BRASIL,1.0,G,0.0,,,MARCONI PERILLO,32.5,IRIS REZENDE,16.9,VANDERLAN CARDOSO,7.6,ANTONIO GOMIDE,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00702/2014,http://www.jornalpopulacional.com.br/noticia/1086-serpeso-popular-marconi-abre-182-pontos-de-frente-sobre-iris.html,BR,BRASIL,1.0,G,1.0,,,MARCONI PERILLO,40.4,IRIS REZENDE,22.2,VANDERLAN CARDOSO,10.0,ANTONIO GOMIDE,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00723/2018,https://costabrancanews.com/realtime-big-data-para-presidente-bolsonaro-tem-59-e-haddad-41-de-votos-validos/,BR,BRASIL,1.0,PR,,,,JAIR BOLSONARO,48.0,FERNANDO HADDAD,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00734/2014,http://www.joaozinhoandrade.com.br/2014/09/,BR,BRASIL,1.0,S,1.0,,,JOAO PAULO,33.0,FERNANDO BEZERRA,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00734/2014,https://programagoitacazrevista.blogspot.com/2014/09/,BR,BRASIL,1.0,S,0.0,,,FERNANDO BEZERRA,21.0,JOAO PAULO,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00762/2014,https://cidadesnanet.com/news/politica/data-az-cai-o-numero-de-indecisos-para-deputado/,BR,BRASIL,1.0,DE,,,,JULIANA MORAES SOUZA,2.78,FABIO NOVO,2.63,WILSON BRANDAO,2.55,EDSON FERREIRA,2.39,LIZIE COELHO,2.23,HELIO ISAIAS,2.23,ROBERT RIOS,2.07,BETO REGO,1.99,GEORGIANO,1.91,TERERE,1.91,THEMISTOCLES FILHO,1.83,PABLO SANTOS,1.51,FLORA ISABEL,1.42,NERINHO,1.35,ANTONIO FELIX,1.35,MARDEN MENESES,1.35,ZE SANTANA,1.27,B. SA,1.27,ISMAR MARQUES,1.19,LUCIANO NUNES,1.03,BELE MEDEIROS,1.03,GUSTAVO NEIVA,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00762/2014,https://cidadesnanet.com/news/politica/data-az-cai-o-numero-de-indecisos-para-deputado/,BR,BRASIL,1.0,DF,,,,MARCELO CASTRO,7.24,REJANE DIAS,6.21,HUGO NAPOLEAO,5.65,ATILA LIRA,5.17,IRACEMA PORTELLA,4.22,MARLLOS SAMPAIO,3.82,SILAS FREIRE,3.74,JULIO CESAR,3.42,HERACLITO FORTES,3.1,RODRIGO MARTINS,2.86,CAPITAO FABIO ABREU,2.7,ASSIS CARVALHO,2.63,PAES LANDIM,2.39,MAINHA,2.15,FLAVIO NOGUEIRA,1.75,OSMAR JUNIOR,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00762/2014,https://cidadesnanet.com/news/politica/pesquisa-para-o-senado-aponta-elmano-na-frente-de-wilson-veja-numeros/,BR,BRASIL,1.0,S,0.0,,,ELMANO FERRER,29.91,WILSON MARTINS,24.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00762/2014,https://cidadesnanet.com/news/politica/pesquisa-para-o-senado-aponta-elmano-na-frente-de-wilson-veja-numeros/,BR,BRASIL,1.0,S,1.0,,,ELMANO FERRER,40.41,WILSON MARTINS,38.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00762/2014,https://portaldobikanca.blogspot.com/2014/09/data-az-wellington-confirma-lideranca-e.html,BR,BRASIL,1.0,G,0.0,,,WELLINGTON DIAS,40.57,ZE FILHO,23.79,MAO SANTA,3.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00762/2014,https://portaldobikanca.blogspot.com/2014/09/data-az-wellington-confirma-lideranca-e.html,BR,BRASIL,1.0,G,1.0,,,WELLINGTON DIAS,49.24,ZE FILHO,30.07,MAO SANTA,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00784/2014,"https://www.terra.com.br/noticias/eleicoes/rio-grande-do-sul/datafolha-rs-tarso-reage-e-empata-com-ana-amelia-lemos,fc54d72fcf3b8410VgnVCM5000009ccceb0aRCRD.html",BR,BRASIL,1.0,S,,,,OLIVIO DUTRA,31.0,LASIER MARTINS,29.0,PEDRO SIMON,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00784/2014,"https://www.terra.com.br/noticias/eleicoes/rio-grande-do-sul/datafolha-rs-tarso-reage-e-empata-com-ana-amelia-lemos,fc54d72fcf3b8410VgnVCM5000009ccceb0aRCRD.html",BR,BRASIL,1.0,G,,,,TARSO GENRO,31.0,ANA AMELIA LEMOS,31.0,JOSE IVO SARTORI,17.0,VIEIRA DA CUNHA,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00823/2014,http://www.portalcgrn.com/2014/09/indecisao-e-grande-na-proporcional-para.html,BR,BRASIL,1.0,DE,,,,GETULIO REGO,3.82,TOMBA,2.06,VIVALDO COSTA,1.88,GALENO,1.82,KELPS,1.65,GEORGE SOARES,1.59,LARISSA ROSADO,1.53,EZEQUIEL,1.53,HERMANO MORAIS,1.47,RICARDO MOTTA,1.35,NELTER QUEIROZ,1.29,AGNELO,1.29,JOSE ADECIO,1.18,AMAZAN,1.18,MARCIA MAIA,1.06,CRISTIANE DANTAS,1.06,ALVARO DIAS,1.0,DISON,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00823/2014,http://www.portalcgrn.com/2014/09/indecisao-e-grande-na-proporcional-para.html,BR,BRASIL,1.0,DF,,,,FABIO FARIA,5.41,WALTER ALVES,4.94,FLIPE MAIA,4.41,RAFAEL MOTTA,2.35,DRA. ZENAIDE,2.24,BETINHO ROSADO,1.88,SANDRA ROSADO,1.59,ROGERIO MARINHO,1.53,ABRAAO LINCOLN,1.53,ANTONIO JACOME,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00824/2018,https://amazoniaacontece.blogspot.com/2018/10/helder-barbalho-lidera-com-59-dos-votos.html,BR,BRASIL,1.0,G,1.0,,,HELDER BARBALHO,53.0,MARCIO MIRANDA,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00861/2014,https://www.brasil247.com/geral/serpes-chance-de-marconi-vencer-no-1-turno-e-de-86,BR,BRASIL,1.0,G,0.0,,,MARCONI PERILLO,35.1,IRIS REZENDE,19.6,VANDERLAN CARDOSO,7.6,ANTONIO GOMIDE,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00861/2014,https://www.brasil247.com/geral/serpes-chance-de-marconi-vencer-no-1-turno-e-de-86,BR,BRASIL,1.0,G,1.0,,,MARCONI PERILLO,43.1,IRIS REZENDE,24.2,VANDERLAN CARDOSO,10.0,ANTONIO GOMIDE,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00863/2014,https://ademirsantos1977.blogspot.com/2014/,BR,BRASIL,1.0,G,0.0,,,CASSIO CUNHA LIMA,38.0,RICARDO,32.0,VITAL DO REGO FILHO,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00863/2014,https://ademirsantos1977.blogspot.com/2014/,BR,BRASIL,1.0,G,1.0,,,CASSIO CUNHA LIMA,43.0,RICARDO,36.0,VITAL DO REGO FILHO,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00863/2014,https://folhadeesperanca.blogspot.com/2014/09/,BR,BRASIL,1.0,S,,,,JOSE MARANHAO,33.0,LUCELIO CARTAXO,14.0,WILSON SANTIAGO,13.0,PROFESSORA LEILA,1.0,WALTER BRITO,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00863/2014,https://saomamede1.blogspot.com/2014/09/,BR,BRASIL,1.0,PR,,,,DILMA ROUSSEFF,51.0,MARINA SILVA,24.0,AECIO NEVES,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00864/2018,https://www.portalaz.com.br/noticia/data-az/2884/data-az-ciro-nogueira-avanca-e-assume-1%C2%BA-lugar-em-regeneracao,BR,BRASIL,1.0,S,1.0,,,CIRO NOGUEIRA,20.34,WILSON MARTINS,11.66,FRANK AGUIAR,11.34,ROBERT RIOS,5.0,MARCELO CASTRO,4.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00864/2018,https://www.portalaz.com.br/publicacao/2886/,BR,BRASIL,1.0,PR,1.0,,,FERNANDO HADDAD,54.0,CIRO GOMES,5.0,JAIR BOLSONARO,4.33,MARINA SILVA,3.33,GERALDO ALCKMIN,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00881/2014,http://minasgerais.ig.com.br/2014-10-01/1924456.html,BR,BRASIL,1.0,PR,0.0,,,DILMA ROUSSEFF,36.9,AECIO NEVES,21.0,MARINA SILVA,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00881/2014,http://minasgerais.ig.com.br/2014-10-01/1924456.html,BR,BRASIL,1.0,PR,1.0,,,DILMA ROUSSEFF,40.7,AECIO NEVES,23.6,MARINA SILVA,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00884/2014,http://eleicoes.ibopeinteligencia.com/paginas/marcelo-miranda-segue-liderando-com-vantagem-a-disputa-pelo-governo-do-tocantins.aspx,BR,BRASIL,1.0,PR,0.0,,,DILMA ROUSSEFF,57.0,MARINA SILVA,20.0,AECIO NEVES,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00884/2014,http://eleicoes.ibopeinteligencia.com/paginas/marcelo-miranda-segue-liderando-com-vantagem-a-disputa-pelo-governo-do-tocantins.aspx,BR,BRASIL,1.0,PR,1.0,,,DILMA ROUSSEFF,53.0,MARINA SILVA,21.0,AECIO NEVES,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00884/2014,http://eleicoes.ibopeinteligencia.com/paginas/marcelo-miranda-segue-liderando-com-vantagem-a-disputa-pelo-governo-do-tocantins.aspx,BR,BRASIL,1.0,S,0.0,,,KATIA ABREU,43.0,EDUARDO GOMES,18.0,SARGENTO ARAGAO,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00884/2014,http://eleicoes.ibopeinteligencia.com/paginas/marcelo-miranda-segue-liderando-com-vantagem-a-disputa-pelo-governo-do-tocantins.aspx,BR,BRASIL,1.0,S,1.0,,,KATIA ABREU,47.0,EDUARDO GOMES,20.0,SARGENTO ARAGAO,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00884/2014,http://eleicoes.ibopeinteligencia.com/paginas/marcelo-miranda-segue-liderando-com-vantagem-a-disputa-pelo-governo-do-tocantins.aspx,BR,BRASIL,1.0,G,0.0,,,MARCELO MIRANDA,46.0,SANDOVAL CARDOSO,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00884/2014,http://eleicoes.ibopeinteligencia.com/paginas/marcelo-miranda-segue-liderando-com-vantagem-a-disputa-pelo-governo-do-tocantins.aspx,BR,BRASIL,1.0,G,1.0,,,MARCELO MIRANDA,50.0,SANDOVAL CARDOSO,34.0,ATAIDES OLIVEIRA,2.0,LUIS CLAUDIO,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00899/2018,http://japinaweb.com/realtime-big-data-votos-validos-evolucao-fatima-oscila-3-para-cima-e-carlos-eduardo-para-baixo/,BR,BRASIL,1.0,G,1.0,,,FATIMA BEZERRA,52.0,CARLOS EDUARDO,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00899/2018,https://www.blogdoedmilsonsousa.com/2018/10/,BR,BRASIL,1.0,PR,,,,FERNANDO HADDAD,55.0,JAIR BOLSONARO,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00915/2014,http://www.buritinet.com/2014/10/em-nova-pesquisa-no-pi-wellington-vence.html,BR,BRASIL,1.0,G,0.0,,,WELLINGTON DIAS,40.57,ZE FILHO,25.7,MAO SANTA,4.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00915/2014,http://www.buritinet.com/2014/10/em-nova-pesquisa-no-pi-wellington-vence.html,BR,BRASIL,1.0,G,1.0,,,WELLINGTON DIAS,49.56,ZE FILHO,30.63,MAO SANTA,7.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00915/2014,https://cidadesnanet.com/news/sem-categoria/data-az-elmano-abre-vantagem-de-53-sobre-wilson-na-disputa-pelo-senado/,BR,BRASIL,1.0,S,0.0,,,ELMANO FERRER,33.97,WILSON MARTINS,25.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00915/2014,https://cidadesnanet.com/news/sem-categoria/data-az-elmano-abre-vantagem-de-53-sobre-wilson-na-disputa-pelo-senado/,BR,BRASIL,1.0,S,1.0,,,ELMANO FERRER,43.04,WILSON MARTINS,37.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00915/2014,https://guadalupeagora.blogspot.com/2014/10/data-az-mais-de-dois-tercos-ja-tem-seu.html,BR,BRASIL,1.0,DE,0.0,,,EDSON FERREIRA,2.55,WILSON BRANDAO,2.47,BELE MEDEIROS,2.39,HELIO ISAIAS,2.23,BEETO REGO,2.23,JULIANA MORAES SOUZA,2.23,MARDEN MENEZES,2.15,GEORGIANO,2.15,GUSTAVO NEIVA,1.99,FABIO NOVO,1.91,ANTONIO FELIX,1.83,FLORA ISABEL,1.83,ROBERT RIOS,1.83,B. SA,1.75,ALUISIO MARTINS,1.59,DR. PESSOA,1.43,FERNANDO MONTEIRO,1.43,ZE SANTANA,1.43,DR. PABLO SANTOS,1.35,NERINHO,1.27,THEMISTOCLES FILHO,1.27,LIZIE COELHO,1.19,LIMA,1.19,HENRIQUE REBELO,1.19,MAURO TAPETY,1.19,SEVERO EULALIO,1.19,JOAO MADISON,1.03,RUBEM MARTINS,1.03,JOEL RODRIGUES,1.03,TERERE,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00915/2014,https://guadalupeagora.blogspot.com/2014/10/data-az-mais-de-dois-tercos-ja-tem-seu.html,BR,BRASIL,1.0,DF,0.0,,,REJANE DIAS,7.56,MARCELO CASTRO,7.56,ATILA LIRA,6.36,HUGO NAPOLEAO,4.61,JULIO CESAR,4.38,IRACEMA PORTELLA,4.3,SILAS FREIRE,4.14,MARLLOS SAMPAIO,3.58,MAINHA,3.5,CAPITAO FABIO ABREU,3.42,ASSIS CARVALHO,3.1,HERACLITO FORTES,3.94,PAES LANDIM,2.63,RODRIGO MARTINS,2.07,OSMAR JUNIOR,1.99,FLAVIO NOGUEIRA,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00918/2018,http://www.diariodigital.com.br/politica/bolsonaro-amplia-vantagem-em-ms/176259/,BR,BRASIL,1.0,PR,,,,JAIR BOLSONARO,62.0,FERNANDO HADDAD,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00918/2018,https://agazetaconesul.com/noticia/indice/azambuja-mantem-lideranca-no-segundo-turno,BR,BRASIL,1.0,G,0.0,1.0,,REINALDO AZAMBUJA,55.0,JUIZ ODILON,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00989/2014,http://www.irmaoinaldo.com.br/2014_10_05_archive.html,BR,BRASIL,1.0,S,1.0,,,ROBERTO ROCHA,48.9,GASTAO VIEIRA,45.1,HAROLDO SABOIA,3.1,MARCOS SILVA,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00989/2014,http://www.irmaoinaldo.com.br/2014_10_05_archive.html,BR,BRASIL,1.0,G,0.0,,,FLAVIO DINO,59.1,LOBAO FILHO,24.8,ANTONIO PEDROSA,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-00989/2014,http://www.irmaoinaldo.com.br/2014_10_05_archive.html,BR,BRASIL,1.0,G,1.0,,,FLAVIO DINO,62.6,LOBAO FILHO,26.7,ANTONIO PEDROSA,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-01009/2018,https://adilsonribeiro.net/2018/10/27/eleicoes-2018-unig-lugar-de-gente-inteligente-informa-diferenca-entre-witzel-e-paes-diminui-clique-na-imagem-e-saiba-mais/,BR,BRASIL,1.0,G,,,,WITZEL,47.0,PAES,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-01024/2014,https://eleicoes2014.opopular.com.br/marconi-tem-45-1-e-iris-23-na-%C3%BAltima-pesquisa-serpes-1.676550,BR,BRASIL,1.0,PR,,,,DILMA ROUSSEFF,33.7,MARINA SILVA,29.5,AECIO NEVES,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-01024/2014,https://eleicoes2014.opopular.com.br/marconi-tem-45-1-e-iris-23-na-%C3%BAltima-pesquisa-serpes-1.676550,BR,BRASIL,1.0,S,,,,RONALDO CAIADO,40.9,VILMAR ROCHA,19.1,MARINA SANT'ANNA,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-01024/2014,https://eleicoes2014.opopular.com.br/marconi-tem-45-1-e-iris-23-na-%C3%BAltima-pesquisa-serpes-1.676550,BR,BRASIL,1.0,G,,,,MARCONI PERILLO,45.1,IRIS REZENDE,23.0,VANDERLAN CARDOSO,12.4,ANTONIO GOMIDE,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-01025/2014,http://g1.globo.com/to/tocantins/eleicoes/2014/noticia/2014/10/katia-abreu-tem-448-gomes-222-mostra-serpes-para-o-senado.html,BR,BRASIL,1.0,S,0.0,,,KATIA ABREU,32.2,EDUARDO GOMES,15.9,SARGENTO ARAGAO,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-01025/2014,http://g1.globo.com/to/tocantins/eleicoes/2014/noticia/2014/10/katia-abreu-tem-448-gomes-222-mostra-serpes-para-o-senado.html,BR,BRASIL,1.0,S,1.0,,,KATIA ABREU,44.8,EDUARDO GOMES,22.2,SARGENTO ARAGAO,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-01025/2014,http://g1.globo.com/to/tocantins/eleicoes/2014/noticia/2014/10/marcelo-miranda-lidera-com-504-sandoval-tem-372-aponta-serpes.html,BR,BRASIL,1.0,G,0.0,,,MARCELO MIRANDA,44.4,SANDOVAL CARDOSO,32.3,ATAIDES OLIVEIRA,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
