tse_id,url,,estado,sg_ue,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15,cand16,resul16,cand17,resul17,cand18,resul18,cand19,resul19,cand20,resul20,cand21,resul21,cand22,resul22,cand23,resul23,cand24,resul24,cand25,resul25,cand26,resul26,cand27,resul27,cand28,resul28,cand29,resul29,cand30,resul30,cand31,resul31,cand32,resul32,cand33,resul33,cand34,resul34,cand35,resul35,cand36,resul36,cand37,resul37,cand38,resul38,cand39,resul39,cand40,resul40,cand41,resul41,cand42,resul42,cand43,resul43
MA-00031/2014,https://www.djalmasilva.com.br/2014_08_03_archive.html,5833992000151,MA,MA,1,G,,,,FLAVIO DINO,50.0,EDINHO LOBAO ,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00031/2014,https://www.edgarribeiro.com/2014/08/seja-da-econometrica-seja-da-data-m.html,5833992000151,MA,MA,1,G,1.0,,,FLAVIO DINO,57.0,LOBAO FILHO,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00031/2014,https://www.edgarribeiro.com/2014/08/seja-da-econometrica-seja-da-data-m.html,5833992000151,MA,MA,1,G,0.0,,,FLAVIO DINO,36.0,LOBAO FILHO,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00037/2014,http://www.agenciadenoticiasbaluarte.com.br/2014/08/,5833992000151,MA,MA,1,G,,,,FLAVIO DINO,57.8,LOBAO FILHO,23.1,ZE LUIS LAGO,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00037/2014,http://www.agenciadenoticiasbaluarte.com.br/2014/08/,5833992000151,MA,MA,1,G,0.0,,,FLAVIO DINO,42.0,EDINHO LOBAO,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00037/2014,http://www.agenciadenoticiasbaluarte.com.br/2014/08/,5833992000151,MA,MA,1,S,,,,ROBERTO ROCHA,29.0,GASTAO VIEIRA,20.0,HAROLDO SABOIA,5.6,MARCOS SILVA,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00044/2014,https://blogducuelho.wordpress.com/tag/antonio-pedrosa/,5833992000151,MA,MA,1,G,,,,FLAVIO DINO,58.2,LOBAO FILHO,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00044/2014,https://blogducuelho.wordpress.com/tag/antonio-pedrosa/,5833992000151,MA,MA,1,G,0.0,,,FLAVIO DINO,47.8,LOBAO FILHO,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00044/2014,https://blogducuelho.wordpress.com/tag/antonio-pedrosa/,5833992000151,MA,MA,1,S,,,,ROBERTO ROCHA,30.1,GASTAO VIEIRA,24.3,HAROLDO SABOIA,2.7,MARCOS SILVA,2.2,EVAN ANDRADE ,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-00052/2012,https://cisocial.blogspot.com/2012/,5833992000151,MA,9210,1,V,0.0,,,PAULO CESAR,3.0,ZÉ JOAQUIM,2.1,PEREIRINHA,1.9,DR.BOGEA,1.3,IVALDO RODRIGUES,1.2,SEVERINO SALES,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
