tse_id,url,estado,cidade,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15,cand16,resul16,cand17,resul17,cand18,resul18,cand19,resul19,cand20,resul20,cand21,resul21,cand22,resul22,cand23,resul23,cand24,resul24,cand25,resul25,cand26,resul26,cand27,resul27,cand28,resul28,cand29,resul29,cand30,resul30,cand31,resul31,cand32,resul32,cand33,resul33,cand34,resul34,cand35,resul35,cand36,resul36,cand37,resul37,cand38,resul38,cand39,resul39,cand40,resul40,cand41,resul41,cand42,resul42,cand43,resul43
SC-09957/2018,https://www.4oito.com.br/noticia/merisio-amplia-vantagem-sobre-mariani-em-criciuma-6709,BR,BRASIL,1,G,1.0,,,MERISIO,"21,92",MARIANI,"15,36",DECIO,"12,8",MOISES,"8,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-02130/2018,https://carlsonpessoa.blogspot.com/2018/09/sem-lula-haddad-lidera-com-1691-das.html,BR,BRASIL,1,PR,,,,FERNANDO HADDAD,"16,91",CIRO GOMES,"13,59",JAIR BOLSONARO,"10,44",MARINA,"6,38",GERALDO ALCKMIN,"2,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-087993/2018,https://cidadeverde.com/noticias/281721/wilson-ciro-e-frank-aguiar-lideram-pesquisa-para-o-senado,BR,BRASIL,1,S,0.0,,,CIRO NOGUEIRA,"7,9",WILSON MARTINS,"6,7",FRANK AGUIAR,4,MARCELO CASTRO,"3,2",ROBERT RIOS,"1,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-087993/2018,https://cidadeverde.com/noticias/281721/wilson-ciro-e-frank-aguiar-lideram-pesquisa-para-o-senado,BR,BRASIL,1,S,1.0,,,WILSON MARTINS,"21,2",CIRO NOGUEIRA,"16,2",FRANK AGUIAR,"15,2",ROBERT RIOS,"8,6",MARCELO CASTRO,"8,4",ELIZEU AGUIAR,"2,2",JESUS RODRIGUES,"1,5",ANTONIO JOSE LIRA,"1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS-05306/2018,http://www.folhamorena.com/eleicoes-2018/vereadores-que-moram-nas-moreninhas-vao-buscar-vaga-na-assembleia/,BR,BRASIL,1,DE,0.0,,,MARCIO FERNANDES,"2,33",ALMI,"1,66",LIDIO LOPES,"1,58",CHIQUINHO TELLES,"1,41",LEO MATOS,"1,33",LUCAS DE LIMA,"1,33",GERSON CLARO,"1,25",NENO RAZUK,"1,16",JAMILSON NAME,"1,16",GRAZIELLE MACHADO,"1,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS-05306/2018,https://www.jd1noticias.com/politica/pesquisa-ranking-mostra-triplo-empate-para-o-governo/54265/,BR,BRASIL,1,G,0.0,,,PUCCINELLI,"15,25",AZAMBUJA,"13,50",ODILON,"11,57",DAVID,"1,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS-05306/2018,https://www.jd1noticias.com/politica/pesquisa-ranking-mostra-triplo-empate-para-o-governo/54265/,BR,BRASIL,1,G,1.0,,,PUCCINELLI,"27,17",AZAMBUJA,"26,08",ODILON,"24,58",DAVID,"1,50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS-05306/2018,https://www.todapolitica.com/eleicoes-2018/pesquisa-eleitoral-mato-grosso-do-sul/,BR,BRASIL,1,S,0.0,,,NELSINHO TRAD FILHO,13,ZECA DO PT,"6,33",WALDEMIR MOKA,"4,83",DELCIDIO DO AMARAL,"4,25",PEDRO CHAVES,"1,58",DORIVAL BETINI,"1,50",CHICO MAIA,"1,25",SERGIO HARFOUCHE,"1,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS-05306/2018,https://www.todapolitica.com/eleicoes-2018/pesquisa-eleitoral-mato-grosso-do-sul/,BR,BRASIL,1,S,1.0,,,NELSINHO TRAD FILHO,36,ZECA DO PT,"22,33",WALDEMIR MOKA,12,PEDRO CHAVES,"7,32",SERGIO HARFOUCHE,"6,58",DORIVAL BETINI,"6,16",CHICO MAIA,"5,75",MARCELO MIGLIOLI,"3,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS-04644/2018,http://www.estadonoticias.com.br/delcidio-vice-do-juiz-odilon-e-noticia-fake/,BR,BRASIL,1,G,,,,ODILON DE OLIVEIRA,"28,08",ANDRE PUCCINELLI,"23,41",REINALDO AZAMBUJA,"22,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS-04644/2018,https://www.correiodoms.com.br/noticias/municipios/nelsinho-trad-lidera-corrida-ao-senado-aponta-pesquisa-ranking-07-06-2018-09,BR,BRASIL,1,S,0.0,,,NELSINHO TRAD,"8,08",ZECA DO PT,"6,91",WALDEMIR MOKA,"3,16",PEDRO CHAVES,"1,08",SERGIO HARFOUCHE,"1,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS-04644/2018,https://www.correiodoms.com.br/noticias/municipios/nelsinho-trad-lidera-corrida-ao-senado-aponta-pesquisa-ranking-07-06-2018-09,BR,BRASIL,1,S,1.0,,,NELSINHO TRAD,"21,58",ZECA DO PT,"17,16",WALDEMIR MOKA,6,SERGIO HARFOUCHE,"3,41",PEDRO CHAVES,3,CHICO MAIA,"1,66",MARCELO MIGLIOLI,"1,66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS-04644/2018,https://www.correiodoms.com.br/noticias/municipios/veja-os-numeros-da-nova-pesquisa-do-instituto-ranking-para-deputado-estadual-no-ms,BR,BRASIL,1,DE,0.0,,,FELIPE ORRO,"1,82",PAULO DUARTE,"1,75",ALMI,"1,66",ZE TEIXEIRA,"1,66",DAVID,"1,58",MARCIO FERNANDES,"1,58",JAMILSON NAME,"1,50",LEO MATOS,"1,50",LIDIO LOPES,"1,41",GERSON CLARO,"1,33",ONEVAN DE MATOS,"1,33",BARBOSINHA,"1,25",LUCAS DE LIMA,"1,25",MARÇAL FILHO,"1,25",JUNIOR MOCHI,"1,16",DIONE HASHIOKA,"1,16",NENO RAZUK,"1,08",PAULO CORREA,"1,08",ANTONIO JOAO,1,GRAZIELLE MACHADO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR-02574/2018,https://www.jd1noticias.com/politica/bolsonaro-consolidado-em-ms-mostra-pesquisa-ranking/52621/,BR,BRASIL,1,PR,1.0,,,JAIR BOLSONARO,33,LULA,23,MARINA,6,CIRO GOMES,3,ALVARO DIAS,3,GERALDO ALCKMIN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
