outro_id,tse_id,url,estado,cidade,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15,cand16,resul16,cand17,resul17,cand18,resul18,cand19,resul19,cand20,resul20,cand21,resul21,cand22,resul22,cand23,resul23,cand24,resul24,cand25,resul25,cand26,resul26,cand27,resul27,cand28,resul28,cand29,resul29,cand30,resul30,cand31,resul31,cand32,resul32,cand33,resul33,cand34,resul34,cand35,resul35,cand36,resul36,cand37,resul37,cand38,resul38,cand39,resul39,cand40,resul40,cand41,resul41,cand42,resul42,cand43,resul43
,RN-00110/2012,https://sabuginotcias.blogspot.com/2012/09/,RN,SÃO JOÃO DO SABUGI,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-00139/2012,https://portalfiquesabendoassu.blogspot.com/2012/09/,RN,ASSÚ,1.0,P,0.0,,,IVAN JUNIOR,"62,59",GEORGE SOARES,"26,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-00139/2012,https://portalfiquesabendoassu.blogspot.com/2012/09/,RN,ASSÚ,1.0,P,1.0,,,IVAN JUNIOR,"65,09",GEORGE SOARES,"28,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-00161/2012,http://blogcarlossantos.com.br/tcmcertus-mostra-larissa-com-44-e-claudia-com-4380/,RN,MOSSORÓ,1.0,P,0.0,,,Larissa Rosado,41.2,Cláudia Regina,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-00161/2012,http://blogcarlossantos.com.br/tcmcertus-mostra-larissa-com-44-e-claudia-com-4380/,RN,MOSSORÓ,1.0,P,1.0,,,Larissa Rosado,44,Cláudia Regina,43.8,Prof. Josué,1.4,Cinquentinha,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-00180/2012,https://costabrancanews.com/pesquisa-certustribuna-do-norte/,RN,NATAL,1.0,P,1.0,,,Carlos Eduardo ,40.1,Hermano Morais,19.4,Fernando Mineiro ,13.2,Paulinho ,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-00196/2012,https://www.noticiasdorn.com.br/2012/10/pesquisa-certus-aponta-vitoria-de-dr.html,RN,MACAÍBA,1.0,P,0.0,,,Fernando Cunha,47.5,Marília ,35,Menguita,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-00205/2012,http://www.miqueascapuxu.com/2012/09/,RN,SÃO JOSÉ DO SERIDÓ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-00206/2012,http://www.miqueascapuxu.com/2012/09/,RN,SÃO JOÃO DO SABUGI,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-00613/2016,https://blogdoagoravai.wordpress.com/2016/09/25/parnamirimtaveira-lidera-com-3275-aponta-instituto-certusnominuto/,RN,PARNAMIRIM,1.0,P,1.0,,,Taveira,32.75,Carlos Augusto Maia,12.75,Ricardo Gurgel,8.5,Holanda,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-00613/2016,https://blogdoagoravai.wordpress.com/2016/09/25/parnamirimtaveira-lidera-com-3275-aponta-instituto-certusnominuto/,RN,PARNAMIRIM,1.0,P,0.0,,,Taveira,26.25,Carlos Augusto Maia,7.5,Ricardo Gurgel,6.25,Holanda,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-01122/2016,https://www.thaisagalvao.com.br/page/620/,RN,NATAL,1.0,P,1.0,,,Naldinho ,43.27,Pacceli,36.68,Dr Ivan,8.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-01843/2016,http://www.deolhonoassu.com.br/page/1119/,RN,ASSÚ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-03999/2016,http://www.chicogregorio.com.br/2016/08/divisao-da-oposicao-beneficia-candidato-do-prefeito-em-parnamirim-aponta-pesquisa-certus/,RN,PARNAMIRIM,1.0,P,0.0,,,Taveira,25.75,Carlos Augusto Maia,11.75,Ricardo Gurgel,11.25,Holanda,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-04341/2016,http://macaibanoar.com.br/2016/08/page/19/,RN,MACAÍBA,1.0,P,,,,DR. FERNANDO,"32,14",MARILIA DIAS,"18,57",DELEGADO NORMANDO,"12,14",VALERIO MESQUITA,"6,43",VER. KATIA SENA,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-04618/2016,https://www.omossoroense.com.br/pesquisa-aponta-juninho-alves-na-lideranca-das-intencoes-de-voto-em-caraubas/,RN,CARAÚBAS,1.0,P,1.0,,,Juninho Alves,48.59,Karol Fernandes,25.71,Dr Alexandro ,4.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-05116/2016,http://macaibanoar.com.br/2016/09/03/,RN,MACAÍBA,1.0,P,,,,FERNANDO CUNHA,"41,9",MARILIA DIAS,"27,1",KATIA SENA,"8,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-06802/2016,https://fernando-averdade.blogspot.com/2016/09/pesquisa-em-afonso-bezerra-ultima.html,RN,AFONSO BEZERRA,1.0,P,0.0,,,Jackson Bezerra,47.1,Chico Bertuleza,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-06802/2016,https://fernando-averdade.blogspot.com/2016/09/pesquisa-em-afonso-bezerra-ultima.html,RN,AFONSO BEZERRA,1.0,P,1.0,,,Jackson Bezerra,51.6,Chico Bertuleza,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-06848/2016,https://www.blogdedaltroemerenciano.com.br/2016/08/mais-da-metade-do-eleitorado-de-parnamirim-nao-tem-candidato-a-prefeito/,RN,PARNAMIRIM,1.0,P,1.0,,,Taveira,20.65,Carlos Augusto Maia,9.45,Ricardo Gurgel,10.7,Holanda,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-07332/2018,http://blogcarlossantos.com.br/mais-tres-institutos-vao-apresentar-pesquisas-no-rn/,RN,RIO GRANDE DO NORTE,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-08366/2016,https://agorarn.com.br/politica/em-pesquisa-espontanea-cunha-lidera-preferencia-com-40-das-intencoes/,RN,MACAÍBA,1.0,P,0.0,,,Fernando Cunha,40,Marília ,40.4,Kátia Sena,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-08366/2016,https://www.chicogregorio.com.br/2016/09/em-macaiba-pesquisa-certus-aponta-vitoria-de-fernando-cunha-no-dia-2-de-outubro/,RN,MACAÍBA,1.0,P,1.0,,,Fernando Cunha,44.76,Marília ,22.38,Kátia Sena,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RN-09908/2016,http://www.tribunadonorte.com.br/noticia/certus-em-sa-o-gona-alo/359114,RN,SÃO GONÇALO DO AMARANTE,1.0,P,,,,Poti Neto,28.61,Paulo Emídio,27.61,Barão ,9.2,Gonçalves,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RS-05131/2016,https://docplayer.com.br/21422880-Diario-eletronico-da-justica-eleitoral-do-rio-grande-do-sul.html,RS,PORTO ALEGRE,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SC-07121/2016,https://issuu.com/gazetaicara/docs/01_capa_gazeta_14-09-2016_combine,SC,I,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE-05270/2016,https://www.facebook.com/proacademico/posts,SE,ARACAJU,1.0,P,1.0,,,Edvaldo Nogueira,17,Vera Lucia,16.3,João Alves,15.9,Valadares Filho,13.9,Dr Emerson,6.7,Sonia Meire,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SP-00009/2014,https://tucano.org.br/alckmin-tem-564-das-intencoes-de-voto/,SP,SÃO PAULO,1.0,G,1.0,,,Alckmin,56.4,Skaf,17.2,Alexandre Padilha,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SP-00009/2014,https://tucano.org.br/alckmin-tem-564-das-intencoes-de-voto/,SP,SÃO PAULO,1.0,S,1.0,,,Serra,34.4,Suplicy,24.7,Kassab,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SP-00102/2012,https://gilvanmelo.blogspot.com/2012/07/serra-lidera-1-pesquisa-pos-convencoes.html,SP,SÃO PAULO,1.0,P,1.0,,,Serra,31.4,Russomano,17.7,Haddad,9.5,Chalita,4.3,Francine ,5,Paulinho da Força,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SP-02457/2016,http://jetibaonline.com/instituto-contratado-por-hilario-roepke-para-realizar-pesquisa-responde-12-processos-por-fraude-no-brasil/,SP,CAMPINAS,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SP-03388/2016,https://www2.jornalcruzeiro.com.br/materia/739657,SP,SOROCABA,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SP-09576/2016,http://jetibaonline.com/instituto-contratado-por-hilario-roepke-para-realizar-pesquisa-responde-12-processos-por-fraude-no-brasil/,SP,CAMPINAS,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
