obs,outro id,tse_id,url,,estado,sg_ue,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15,cand16,resul16,cand17,resul17,cand18,resul18,cand19,resul19,cand20,resul20,cand21,resul21,cand22,resul22,cand23,resul23,cand24,resul24,cand25,resul25,cand26,resul26,cand27,resul27,cand28,resul28,cand29,resul29,cand30,resul30,cand31,resul31,cand32,resul32,cand33,resul33,cand34,resul34,cand35,resul35,cand36,resul36,cand37,resul37,cand38,resul38,cand39,resul39,cand40,resul40,cand41,resul41,cand42,resul42,cand43,resul43
,,PI-00317/2012,https://180graus.com/geral/datamax-o-dia-firmino-36-elmano-31-w-dias-16-e-beto-11,11186543000161,PI,TERESINA,1,P,1.0,,,FIRMINO FILHO,"36,2",ELMANO FERRER,31,WELLINGTON DIAS,16,BEO REGO,11,DANIEL SOLON,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-00317/2012,https://issuu.com/jornal-o-dia/docs/cap-12,11186543000161,PI,TERESINA,1,P,0.0,,,FIRMINO FILHO,"32,9",ELMANO FERRER,"28,3",WELLINGTON DIAS,"13,5",BETO REGO,"9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-00329/2012,https://portaldobikanca.blogspot.com/2012/09/pesquisas-eleitorais-para-parnaiba.html,11186543000161,PI,PARNAÍBA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-00578/2012,https://www.viagora.com.br/noticias/firmino-filho-lidera-pesquisa-datamax-para-prefeitura-de-teresina-11734.html,11186543000161,PI,TERESINA,1,P,1.0,,,FIRMINO FILHO,"49,9",ELMANO FERRER,"42,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-00579/2016,http://www.opiaui.com/2016/09/,11186543000161,PI,PARNAÍBA,1,P,1.0,,,MAO SANTA,"37,25",FLORENTINO,"29,75",GERIVALDO,"3,75",TERERE,"3,75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-00583/2012,https://ldeassis.blogspot.com/2012/10/o-judiciario-e-as-pesquisas-eleitorais_19.html,11186543000161,PI,TERESINA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-00719/2016,https://cidadesnanet.com/news/municipios/alegrete-municipios-3/prefeito-marcio-alencar-lidera-pesquisa-com-ampla-vantagem-em-alegrete-do-piaui/,11186543000161,PI,ANGICAL DO PIAUÍ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-01031/2016,https://portaldocatita.blogspot.com/2016/09/,11186543000161,PI,LUIS CORREIA,1,P,1.0,,,KIM,"56,33",ADRIANE PRADO,21,EDUARDO FERREIRA,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-01393/2016,https://piauidepontaaponta.blogspot.com/2016_08_25_archive.html,11186543000161,PI,BOM JESUS,1,P,1.0,,,MARCOS ELVAS,"46,86",ALCINDO PIAUILINO,"44,29",MAZINHO,"3,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-01393/2016,https://piauidepontaaponta.blogspot.com/2016_08_25_archive.html,11186543000161,PI,BOM JESUS,1,P,0.0,,,MARCOS ELVAS,"34,86",ALCINDO PIAUILINO,"30,86",MAZINHO,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-02047/2018,https://www.douglascordeiro.com/noticias/politica/pesquisa-para-o-senado-traz-dr-pessoa-e-tony-trindade-na-lideranca-5024.html,11186543000161,PI,PIAUÍ,1,S,1.0,,,DR. PESSOA,42,TONY ANDRADE,"13,8",FRANK AGUIAR,"13,6",WILSON MARTINS,13,CIRO NOGUEIRA,"12,5",ROBERT RIOS,"11,7",REGINA SOUSA,"8,7",JULIO CESAR,"8,1",ANTONIO JOSE LIRA,"6,2",ELIZEU AGUIAR,"2,9",MARCUS VINICIUS,"2,3",JESUS RODRIGUES,"1,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-02488/2016,https://revistaaz.com.br/datamax-divulga-pesquisa-para-intencao-de-votos-em-esperantina.html,11186543000161,PI,ESPERANTINA,1,P,1.0,,,MARLLOS SAMPAIO,"44,8",VILMA AMORIM,"41,2",KATY SAMARA,"5,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-03163/2018,https://carlsonpessoa.blogspot.com/2018/09/piaui-tem-pesquisa-eleitoral-pra-todo.html,11186543000161,PI,PIAUÍ,1,G,1.0,,,WELLINGTON DIAS,"42,75",DR. PESSOA,"27,08",LUCIANO NUNES,"10,83",ELMANO FERRER,3,VALTER ALENCAR,"1,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-03163/2018,https://www.agrandebarras.com.br/2018/09/emilia-aparece-pesquisa-deputado-piaui.html,11186543000161,PI,PIAUÍ,1,DE,0.0,,,LUCY SILVEIRA,"1,67",THEMISTOCLES FILHO,"1,58",HELIO ISAIAS,"1,5",FABIO NOVO,"1,33",WILSON BRANDAO,"1,33",MARDEN MENEZES,"1,25",ZE SANTANA,"1,17",NERINHO,"1,17",JANAINA MARQUES,1,FLORA ISABEL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-03163/2018,https://www.blogluiscorreia.com/2018/09/datamax-senador-federal-e-estadual.html,11186543000161,PI,PIAUÍ,1,DF,0.0,,,CAP. FABIO ABREU,7,SILAS FREIRE,"6,5",REJANE DIAS,"2,92",ASSIS CARVALHO,"1,75",PAES LANDIM,"1,25",MARCOS AURELIO SAMPAIO,"1,25",IRACEMA PORTELLA,"1,25",MERLONG SOLANO,"1,08",MARGARETE COELHO,"1,08",HERACLITO FORTES,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-03163/2018,https://www.blogluiscorreia.com/2018/09/datamax-senador-federal-e-estadual.html,11186543000161,PI,PIAUÍ,1,S,1.0,,,WILSON MARTINS,"31,5",CIRO NOGUEIRA,"26,92",ROBERT RIOS,"23,17",MARCELO CASTRO,"14,42",FRANK AGUIAR,"14,25",MARCOS VINICIUS,"1,83",ANTONIO JOSE LIRA,"1,58",QUEM QUEM,1,ELIZEU AGUIAR,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-03822/2016,https://cidadesnanet.com/news/municipios/veramendes/milton-oliveira-lidera-pesquisa-para-prefeito-de-vera-mendes-veja-os-numeros/,11186543000161,PI,VERA MENDES,1,P,1.0,,,MILTON DOS SANTOS,68,DORINHA,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-04546/2016,https://180graus.com/pesquisa-eleitoral/campo-maiorpesquisas-tem-numeros-exatamente-opostos,11186543000161,PI,CAMPO MAIOR,1,P,,,,JOAOZINHO FELIX,"42,29",RIBINHA,"37,43",DR. MARCO,"2,57",DR. RIBAMAR,"1,71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-04730/2016,https://180graus.com/pesquisa-eleitoral/datamax-em-campo-maiorvereador-paiva-e-mersas-sao-os-mais-citados,11186543000161,PI,CAMPO MAIOR,1,V,0.0,,,PAIVA,7,MERSAS,3,FERNANDO MIRANDA,"2,67",EDVALDO LIMA,"2,33",SILVA DO CAU,"2,33",JOAO MAROCA,2,LUIS LIMA,2,HILDO BRITO,"1,67",HAMILTON,"1,67",SENA ROSA,"1,67",PROF. MANOEL ALVARENGA,"1,67",ANTONIO JOSE,"1,33",ADILIO,"1,33",DANIEL SOARES,"1,33",ZE PEREIRA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-04730/2016,https://180graus.com/pesquisa-eleitoral/datamaxcampo-maior-ribinha-39-e-joaozinho-tem-36,11186543000161,PI,CAMPO MAIOR,1,P,1.0,,,RIBINHA,"39,67",JOAOZINHO FELIX,"36,33",DR. MARCO PEREIRA,"5,67",DR. RIBAMAR,"3,67",MARCOS DA MATA,"1,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-05109/2018,https://carlsonpessoa.blogspot.com/2018/08/governador-em-queda-w-dias-3883.html,11186543000161,PI,PIAUÍ,1,G,,,,WELLINGTON DIAS,"38,83",DR. PESSOA,"25,67",LUCIANO NUNES,10,ELMANO FERRER,"6,17",VALTER ALENCAR,"1,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-05109/2018,https://infonewss.com/politica/pesquisa-datamax-wilson-lidera-seguindo-por-frank-e-ciro/,11186543000161,PI,PIAUÍ,1,S,1.0,,,WILSON MARTINS,"33,83",FRANK AGUIAR,"28,5",CIRO NOGUEIRA,"12,83",MARCELO CASTRO,"12,42",ROBERT RIOS,"11,92",MARCOS VINICIUS,"4,25",QUEM QUEM,"3,08",ANTONIO JOSE LIRA,"2,17",JOAQUIM SARAIVA,2,FAUSTO RIPARDO,"1,5",PAULO HENRIQUE,"1,33",JESUS RODRIGUES,"1,08",ALBETIZA MOREIRA,"1,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-05182/2016,https://180graus.com/pesquisa-eleitoral/data-maxcampo-maior-joaozinho-felix-tem-37-e-ribinha-34,11186543000161,PI,CAMPO MAIOR,1,P,1.0,,,JOAOZINHO,"37,71",RIBINHA,34,DR. MARCO PEREIRA,"13,43",DR. RIBAMAR COELHO,"2,86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-05182/2016,https://180graus.com/pesquisa-eleitoral/datamax-em-campo-maior-66-nao-sabe-em-quem-votara-para-vereador,11186543000161,PI,CAMPO MAIOR,1,V,0.0,,,LUSTOSA,"2,57",SENA ROSA,"2,29",JOAO MAROCA,2,NETO DOS CORREDORES,"1,71",MANIM,"1,71",MERCIA,"1,43",PAIVA,"1,43",COLOZIN,"1,14",DANIEL SOARES,"1,14",ZE PEREIRA,"1,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-06024/2018,http://www.piripiri40graus.com/portal/index.php/politica/3813-pesquisa-datamax-marden-32-75-jove-27-75-odival-5-50,11186543000161,PI,PIAUÍ,1,DF,,,,ATILA LIRA,"16,5",HERACLITO FORTES,"6,5",REJANE DIAS,"6,25",ASSIS CARVALHO,"4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-06024/2018,http://www.piripiri40graus.com/portal/index.php/politica/3813-pesquisa-datamax-marden-32-75-jove-27-75-odival-5-50,11186543000161,PI,PIAUÍ,1,DE,,,,MARDEN MENEZES,"32,75",JOVE OLIVEIRA,"27,75",ODIVAL ANDRADE,"5,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-06339/2016,https://www.gp1.com.br/noticias/pesquisa-datamax-aponta-avelar-com-5029-em-sao-raimundo-nonato-402059.html,11186543000161,PI,SÃO RAIMUNDO NONATO,1,P,1.0,,,AVELAR FERREIRA,"50,29",CARMELITA CASTRO,"39,43",GERMIR DIAS,"1,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-06339/2016,https://www.gp1.com.br/noticias/pesquisa-datamax-aponta-avelar-com-5029-em-sao-raimundo-nonato-402059.html,11186543000161,PI,SÃO RAIMUNDO NONATO,1,P,0.0,,,AVELAR FERREIRA,"49,43",CARMELITA CASTRO,"38,29",GERMIR DIAS,"1,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-06664/2016,https://www.politicadinamica.com/noticias/politica/data-max-luiz-menezes-50-e-jove-oliveira-41-5862.html,11186543000161,PI,PIRIPIRI,1,P,,,,LUIZ MENEZES,"50,8",JOVE OLIVEIRA,"41,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-06789/2016,https://cidadesnanet.com/news/politica/89-dos-teresinenses-nao-aprovam-gestao-temer/,11186543000161,PI,PAVUSSU,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-07146/2018,https://180graus.com/pesquisa-eleitoral/datamax-campo-maior-deputado-federal-devan-38-paulo-18-abreu-11-e-rejane-7,11186543000161,PI,PIAUÍ,1,P,1.0,,,PAULO MARTINS,35,RIBINHA,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-07146/2018,https://180graus.com/pesquisa-eleitoral/datamax-campo-maior-deputado-federal-devan-38-paulo-18-abreu-11-e-rejane-7,11186543000161,PI,PIAUÍ,1,P,1.0,,,DEVAN EUGENIO,"44,38",JOAOZINHO FELIX,"39,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-07146/2018,https://180graus.com/pesquisa-eleitoral/datamax-campo-maior-deputado-federal-devan-38-paulo-18-abreu-11-e-rejane-7,11186543000161,PI,PIAUÍ,1,P,1.0,,,JOAOZINHO FELIX,"45,31",PAULO MARTINS,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-07146/2018,https://180graus.com/pesquisa-eleitoral/datamax-campo-maior-deputado-federal-devan-38-paulo-18-abreu-11-e-rejane-7,11186543000161,PI,PIAUÍ,1,P,1.0,,,DEVAN EUGENIO,"46,88",RIBINHA,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-07146/2018,https://180graus.com/pesquisa-eleitoral/datamax-campo-maior-deputado-federal-devan-38-paulo-18-abreu-11-e-rejane-7,11186543000161,PI,PIAUÍ,1,P,1.0,,,JOAOZINHO FELIX,"52,19",RIBINHA,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-07146/2018,https://180graus.com/pesquisa-eleitoral/datamax-campo-maior-deputado-federal-devan-38-paulo-18-abreu-11-e-rejane-7,11186543000161,PI,PIAUÍ,1,DF,1.0,,,DEVAN EUGENIO,"38,75",PAULO MARTINS,"18,13",FABIO ABREU,"11,25",REJANE DIAS,"7,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-07168/2016,https://www.politicadinamica.com/noticias/politica/data-max-piripiri-luiz-menezes-lidera-com-48-6050.html,11186543000161,PI,PIRIPIRI,1,P,,,,LUIZ MENEZES,"48,4",JOVE OLIVEIRA,"11,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-07291/2016,https://180graus.com/pesquisa-eleitoral/datamaxvereador-em-campo-maior-edvaldo-e-paiva-lasqueirao-tem-3,11186543000161,PI,CAMPO MAIOR,1,V,0.0,,,EDIVALDO LIMA,"3,71",PAIVA LASQUEIRAO,"3,71",LUSTOSA,"2,86",NETO DOS CORREDORES,"2,86",MANIN PEREIRA,"2,57",FERNANDO MIRANDA,"2,29",GERALDO PAZ,2,MESSIAS,2,MILTON SEGUNDO,"1,71",JOAO MAROCA,"1,43",COLOZINHO,"1,43",HILDEM BRITO,"1,43",SENA ROSA,"1,43",SILVIA DO CAU,"1,43",ZE PEREIRA,"1,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-07359/2016,https://180graus.com/pesquisa-eleitoral/datamaxagua-branca-jonas-tem-45-e-margarete-296,11186543000161,PI,ÁGUA BRANCA,1,V,0.0,,,FRANCISCO EMANUEL,"4,33",TUPI,"3,67",EDMILSON,"3,33",MARINALVA,"2,33",MARKINHOS,2,RAUL CRISTO,2,SOROBA,2,DINO,"1,67",BIBIU ALEXANDRINO,"1,67",MESSIAS,"1,67",INOQUETE,"1,33",DIRCEU,1,DEOCLEIDE,1,IVON LENDL,1,VALTER,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-07359/2016,https://180graus.com/pesquisa-eleitoral/datamaxagua-branca-jonas-tem-45-e-margarete-296,11186543000161,PI,ÁGUA BRANCA,1,P,1.0,,,JONAS MOURA,45,MARGARETE PIMENTEL,"29,67",NEIVAO,"13,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
