tse_id;url;NM_UE;util;position;estimulada;suspensa;vv;cand1;resul1;cand2;resul2;cand3;resul3;cand4;resul4;cand5;resul5;cand6;resul6;cand7;resul7;cand8;resul8;cand9;resul9;cand10;resul10;cand11;resul11;cand12;resul12;cand13;resul13;cand14;resul14;cand15;resul15;cand16;resul16;cand17;resul17;cand18;resul18;cand19;resul19;cand20;resul20;cand21;resul21;cand22;resul22;cand23;resul23;cand24;resul24;cand25;resul25;cand26;resul26;cand27;resul27;cand28;resul28;cand29;resul29;cand30;resul30;cand31;resul31;cand32;resul32;cand33;resul33;cand34;resul34;cand35;resul35;cand36;resul36;cand37;resul37;cand38;resul38;cand39;resul39;cand40;resul40;cand41;resul41;cand42;resul42;cand43;resul43;manual_filename;SG_UE;obs;new_id;sg_uf.x;instituto;total;year;for_patch_2;person;for_patch_1;br_poll_id;state_poll_id;cannot_find_id;tse_id_new;scenario;for_patch_3;OBS;new_tse_id;for_patch_5;for_patch_4;ID;OBS.1;for_patch_7;CNPJ;for_patch_6;for_patch_9;for_patch_9_round_2
ES-09041/2018;https://tconline.com.br/futura-indica-lideranca-absoluta-de-casagrande/;ESPÍRITO SANTO;1;g;1;NA;NA;CASAGRANDE;58.4;ROSE FREITAS;12.8;CARLOS ALBERTO FORESTI;4.3;COLNAGO;4;ANDRE MOREIRA;1.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/37-(leva-geral1(1700-1))-pedro18-entrega.csv.csv;NA;NA;NA;NA;NA;81;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
GO-00026/2014;https://www.brasil247.com/geral/sem-iris-perillo-seria-reeleito-no-primeiro-turno;BRASIL;1;g;NA;NA;NA;PERILLO;34.5;IRIS;26.6;VANDERLAN;12.9;ANTONIO GOMIDE;8.4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/24-(leva-geral2_leva1)-pedro8-entrega.xlsx.csv;NA;NA;NA;NA;NA;824;2014;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
GO-00026/2014;https://www.brasil247.com/geral/sem-iris-perillo-seria-reeleito-no-primeiro-turno;BRASIL;1;g;NA;NA;NA;PERILLO;37.5;VANDERLAN CARDOSO;12.9;JUNIOR FRIBOI;12.2;ANTONIO GOMIDE;9.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/24-(leva-geral2_leva1)-pedro8-entrega.xlsx.csv;NA;NA;NA;NA;NA;717;2014;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
MA-00010/2014;https://www.blogdojorgearagao.com.br/2014/page/160/;NA;1;s;NA;NA;NA;JOAO CASTELO;39;ROBERTO ROCHA;27;HAROLDO SABOIA;10;ARNALDO MELO;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/16-(leva-geral_3-3(2200))-pedro3-entrega.xlsx.csv;BR;NA;NA;NA;NA;80;2014;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
MA-00010/2014;https://www.blogdojorgearagao.com.br/2014/page/160/;NA;1;s;NA;NA;NA;JOAO CASTELO;36;ROBERTO ROCHA;24;GASTAO VIEIRA;14;HAROLDO SABOIA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/16-(leva-geral_3-3(2200))-pedro3-entrega.xlsx.csv;BR;NA;NA;NA;NA;82;2014;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
MA-00019/2012;https://jornalpequeno.blog.br/johncutrim/luciano-leitoa-lidera-pesquisa-em-timon-com-63/;TIMON;1;p;1;NA;NA;LUCIANO LEITOA;61.79;ALEXANDRE ALMEIDA;13.2;IRMAO WILLIAM;4.71;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/devonthink_output_oscar.csv.csv;NA;NA;NA;NA;NA;797;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
MA-00019/2012;https://jornalpequeno.blog.br/johncutrim/luciano-leitoa-lidera-pesquisa-em-timon-com-63/;TIMON;1;p;1;NA;NA;LUCIANO LEITOA;63.2;ALEXANDRE ALMEIDA;14.62;TALES WAQUIM;9.86;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/devonthink_output_oscar.csv.csv;NA;NA;NA;NA;NA;8768;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
MA-00019/2012;https://jornalpequeno.blog.br/johncutrim/luciano-leitoa-lidera-pesquisa-em-timon-com-63/;TIMON;1;p;1;NA;NA;LUCIANO LEITOA;63.2;ALEXANDRE ALMEIDA;14.15;EDIVAR RIBEIRO;9.43;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/devonthink_output_oscar.csv.csv;NA;NA;NA;NA;NA;8678;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
MS-06595/2018;http://www.correiodafronteira.com.br/reinaldo-cresce-e-disputa-para-governo-de-ms-tem-empate-tecnico/;BRASIL;1;g;0;NA;NA;ANDRE PUCCINELLI;13;ODILON;11;AZAMBUJA;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/6-(envio_leva2)-pedro2-entrega.xlsx.csv;NA;NA;NA;NA;NA;34;2018;FALSE;NA;FALSE;NA;NA;NA;NA;NA;FALSE;NA;NA;FALSE;NA;NA;NA;FALSE;NA;NA;FALSE;TRUE
MS-06595/2018;https://www.novanews.com.br/noticias/politica/reinaldo-azambuja-cresce-e-disputa-para-governo-de-ms-tem-empate-tecnico;BRASIL;1;g;1;NA;NA;ODILON OLIVEIRA;25;ANDRE PUCCINELLI;23;REINALDO AZAMBUJA;22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;58;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
MT-00004/2012;https://jcnwes.blogspot.com/2012/02/rumo-as-urnas_20.html;VÁRZEA GRANDE;1;p;1;NA;NA;WALACE;26.1;MAKSUES;14.3;JULIO NETO;10;TIAO ZAELI;5.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/28-(leva-geral2_leva4)-pedro11-entrega.xlsx.csv;NA;NA;NA;NA;NA;555;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
MT-00004/2012;https://jcnwes.blogspot.com/2012/02/rumo-as-urnas_20.html;VÁRZEA GRANDE;1;p;1;NA;NA;LUCIMAR CAMPOS;24;WALACE GUIMARAES;23.8;MAKSUES LEITE;12;TIAO ZAELI;4.6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/28-(leva-geral2_leva4)-pedro11-entrega.xlsx.csv;NA;NA;NA;NA;NA;644;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
MT-00004/2012;https://jcnwes.blogspot.com/2012/02/rumo-as-urnas_20.html;VÁRZEA GRANDE;1;p;1;NA;NA;JAYME CAMPOS;54.2;WALACE GUIMARAES;18.2;TIAO DA ZAELI;3.8;TARCISO BASSAN;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
MT-03219/2016;https://www.folhamax.com/politica/campos-lideram-pesquisa-em-vg-mas-coronel-e-ameaca-real-revela-mark/78406;VÁRZEA GRANDE;1;p;1;NA;NA;JAYME CAMPOS;35.2;TABORELLY;19.6;JAJAH NEVES;8.6;TIAO ZAELI;4;JANIO CALISTO;1.7;RADAMES;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/28-(leva-geral2_leva4)-pedro11-entrega.xlsx.csv;NA;NA;NA;NA;NA;701;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
MT-03219/2016;https://www.folhamax.com/politica/campos-lideram-pesquisa-em-vg-mas-coronel-e-ameaca-real-revela-mark/78406;VÁRZEA GRANDE;1;p;1;NA;NA;LUCIMAR CAMPOS;32.8;TABORELLY;14.2;JAJAH NEVES;4.6;ARILSON;4;TIAO ZAELI;3;WILIAM;2.6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/28-(leva-geral2_leva4)-pedro11-entrega.xlsx.csv;NA;NA;NA;NA;NA;612;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
MT-06142/2018;https://esportesenoticias.com.br/pesquisa-voice-mostra-mauro-mendes-na-lideranca-ao-paiaguas-taques-esta-em-segundo-lugar/;MATO GROSSO;1;g;1;NA;NA;PEDRO TAQUES;18.4;WELLINGTON FAGUNDES;13.6;JAYME CAMPOS;9.2;PROCURADOR MAURO;8;PIVETTA;5.4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/devonthink_output_oscar.csv.csv;NA;NA;NA;NA;NA;546;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
MT-06142/2018;https://www.sonoticias.com.br/ponto-final/pesquisa-governo/;MATO GROSSO;1;g;1;NA;NA;MAURO MENDES;19.5;PEDRO TAQUES;16.1;WELLINGTON FAGUNDES;11.5;PROCURADOR MAURO;6;OTAVIANO PIVETTA;4.4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/devonthink_output_oscar.csv.csv;NA;NA;NA;NA;NA;575;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
PB-00010/2012;https://paraibahoje.wordpress.com/2012/05/28/datavox-mostra-maranhao-e-agra-tecnicamente-empatados/;NA;1;p;1;NA;NA;JOSE MARANHAO;24.1;CICERO LUCENA;18.5;ESTELIZABEL BEZERRA;9.8;LUCIANO CARTAXO;9;TOINHO SOPAO;3.6;NONATO BANDEIRA;2.8;LOURDES SARMENTO;1.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/16-(leva-geral_3-3(2200))-pedro3-entrega.xlsx.csv;20516;NA;NA;NA;NA;693;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
PB-00010/2012;https://paraibahoje.wordpress.com/2012/05/28/datavox-mostra-maranhao-e-agra-tecnicamente-empatados/;NA;1;p;1;NA;NA;JOSE MARANHAO;23.4;LUCIANO AGRA;23.1;CICERO LUCENA;17.9;LUCIANO CARTAXO;6.1;TOINHO SOPAO;3.3;NONATO BANDEIRA;2.7;LOURDES SARMENTO;1.4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/16-(leva-geral_3-3(2200))-pedro3-entrega.xlsx.csv;20516;NA;NA;NA;NA;779;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
PE-00013/2012;https://guardamunicipalrecife.blogspot.com/2012/04/;RECIFE;1;p;1;NA;NA;JOAO COSTA;25.4;MENDONCA FILHO;19.5;RAUL HENRY;10.1;ARMANDO MONTEIRO;7.3;DANIEL COELHO;5.1;RAUL JUNGMANN;4.6;PAULO RUBEM;2.6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/38-(leva-geral1(1700-1))-maricelia5-entrega.xlsx.csv;NA;NA;NA;NA;NA;746;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
PE-00013/2012;https://guardamunicipalrecife.blogspot.com/2012/04/;RECIFE;1;p;1;NA;NA;MENDONCA FILHO;24.4;RAUL HENRY;12.4;MAURICIO RANDS;9;ARMANDO MONTEIRO;8.9;RAUL JUNGMANN;5.7;DANIEL COELHO;5.3;PAULO RUBEM;5.3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/38-(leva-geral1(1700-1))-maricelia5-entrega.xlsx.csv;NA;NA;NA;NA;NA;71;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
PE-01575/2016;http://osecretariodopovo.com/pesquisa-mostra-maior-rejeicao-para-sebastiao-dias-em-tabira/;NA;1;p;1;NA;NA;JOSETE AMARAL;36;NICINHA;32;SEBASTIAO DIAS;14.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/10-(leva-geral_5-1(853))-fabricio1(inc)-pedro14(comp)-entrega.xlsx.csv;25917;NA;NA;NA;NA;828;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
PE-01575/2016;http://www.iguaracynews.com.br/2016/05/tabira-josete-tem-36-nicinha-32-e.html;NA;1;p;1;NA;NA;NICINHA;33.2;EDGLEY FREITAS;24;SEBASTIAO DIAS;22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/10-(leva-geral_5-1(853))-fabricio1(inc)-pedro14(comp)-entrega.xlsx.csv;25917;NA;NA;NA;NA;792;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
PE-01575/2016;https://nilljunior.com.br/apoio-de-dinca-tem-mais-peso-que-o-de-josete-em-tabira-segundo-multipla/;NA;1;p;1;NA;NA;NICINHA;37.6;SEBASTIAO DIAS;22.8;EDMUNDO BARROS;12.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/10-(leva-geral_5-1(853))-fabricio1(inc)-pedro14(comp)-entrega.xlsx.csv;25917;NA;NA;NA;NA;732;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
PE-04024/2016;http://www.toritamainforma.com/2016/08/edilson-aparece-na-frente-de-lucinha.html;TORITAMA;1;p;1;NA;NA;EDILSON TAVARES;43.4;ODON FERREIRA;32.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/38-(leva-geral1(1700-1))-maricelia5-entrega.xlsx.csv;NA;NA;NA;NA;NA;759;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
PE-04024/2016;http://www.toritamainforma.com/2016/08/edilson-aparece-na-frente-de-lucinha.html;TORITAMA;1;p;1;NA;NA;EDILSON TAVARES;42.9;LUCINHA FERREIRA;40.3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/38-(leva-geral1(1700-1))-maricelia5-entrega.xlsx.csv;NA;NA;NA;NA;NA;832;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
PE-06081/2016;http://joseliamaria.com/2016/04/em-petrolina-adalberto-cavalcanti-sai-na-frente-na-pesquisa-do-instituto-multipla-veja-os-numeros/;NA;1;p;1;NA;NA;ADALBERTO CAVALCANTI;35.75;CANDIDATO PREFEITO JULIO LOSSIO;8;FERNANDO FILHO;22.75;ODACY AMORIM;26.75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;manual/10-(leva-geral_5-1(853))-fabricio1(inc)-pedro14(comp)-entrega.xlsx.csv;25216;NA;NA;NA;NA;9325;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE
