OBS,tse_id,url,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15,cand16,resul16,cand17,resul17,cand18,resul18,cand19,resul19,cand20,resul20,cand21,resul21,cand22,resul22,cand23,resul23,cand24,resul24,cand25,resul25,cand26,resul26,cand27,resul27,cand28,resul28,cand29,resul29,cand30,resul30,cand31,resul31,cand32,resul32,cand33,resul33,cand34,resul34,cand35,resul35,cand36,resul36,cand37,resul37,cand38,resul38,cand39,resul40,cand41,resul41,cand42,resul42,cand43,resul43,person,instituto,scenario,total,for_correction_1,correction_1_pending,ID,year
,BA-06362/2016,https://itarantimagora.blogspot.com/2016/08/festa-do-pr-em-morro-do-chapeu.html,TRUE,p,NA,NA,NA,LEO DOURADO,"63,3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOB,NA,283,633,FALSE,NA,66,2016
,BA-07233/2016,https://www.jornaldosudoeste.com/ferrugem-abre-vantagem-na-corrida-eleitoral-de-oliveira-dos-brejinhos/,TRUE,p,0,NA,NA,CLERISTON UAIDE REIS GUEDES PEREIRA,"50,1",CARLOS AUGUSTO RIBEIRO PORTELA,29.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOB,NA,293,530.2,FALSE,NA,67,2016
,BA-07233/2016,https://www.jornaldosudoeste.com/ferrugem-abre-vantagem-na-corrida-eleitoral-de-oliveira-dos-brejinhos/,TRUE,p,1,NA,NA,CLERISTON UAIDE REIS GUEDES PEREIRA,"50,7",CARLOS AUGUSTO RIBEIRO PORTELA,29.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOB,NA,294,536.8,FALSE,NA,68,2016
,BA-07318/2016,https://www.jornaldosudoeste.com/dezin-lidera-em-malhada-com-545-das-intencoes-de-voto/,TRUE,p,0,NA,NA,DEZIN,"53,8",DR GIMMY,42.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOB,NA,295,580.5,FALSE,NA,69,2016
,BA-07318/2016,https://www.jornaldosudoeste.com/dezin-lidera-em-malhada-com-545-das-intencoes-de-voto/,TRUE,p,1,NA,NA,DEZIN,"54,5",DR GIMMY,42.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOB,NA,296,587.2,FALSE,NA,70,2016
,BA-07469/2016,https://www.bahianoticias.com.br/municipios/noticia/6958-tecnodados-gameleira-venceria-com-quase-50-das-intencoes-de-voto-em-jequie.html,TRUE,p,1,NA,NA,SERGIO GAMELEIRA,"49,5",DR FERNANDO,21.67,TADEU CAFEZEIRO,9.5,EDUARDO BARBOSA,3.33,MARCOS FERREIRA,2.33,PAULO VASCONCELOS,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOB,NA,297,532.83,FALSE,NA,71,2016
,BA-07552/2016,https://www.jornaldosudoeste.com/emerson-leal-lidera-disputa-pela-prefeitura-de-livramento-de-nossa-senhora/,TRUE,p,0,NA,NA,EMERSON LEAL,"49,5",RICARDINHO,38.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOB,NA,298,533.48,FALSE,NA,72,2016
,BA-07552/2016,https://www.jornaldosudoeste.com/emerson-leal-lidera-disputa-pela-prefeitura-de-livramento-de-nossa-senhora/,TRUE,p,0,NA,NA,EMERSON LEAL,"50,5",RICARDINHO,39.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOB,NA,298,544.68,FALSE,NA,73,2016
,BA-08023/2016,https://www.jornaldosudoeste.com/ex-prefeito-jorge-teixeira-da-rocha-lidera-com-folga-pesquisa-de-intencao-de-votos-para-a-prefeitura-de-tanhacu/,TRUE,p,0,NA,NA,JORGE TEIXEIRA ROCHA,"45,7",NEY PIRES SANTANA,35.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOB,NA,304,492.2,FALSE,NA,75,2016
,BA-08023/2016,https://www.jornaldosudoeste.com/ex-prefeito-jorge-teixeira-da-rocha-lidera-com-folga-pesquisa-de-intencao-de-votos-para-a-prefeitura-de-tanhacu/,TRUE,p,1,NA,NA,JORGE TEIXEIRA ROCHA,"51,8",NEY PIRES SANTANA,37.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOB,NA,305,555.6,FALSE,NA,76,2016
,BA-08270/2016,https://www.jornaldosudoeste.com/pesquisa-aponta-lideranca-de-joao-farias-na-corrida-pela-prefeitura-de-rio-de-contas/,TRUE,p,0,NA,NA,JOAO ANTONIO AZEVEDO FARIAS,"45,7",CRISTIANO CARDOSO AZEVEDO,40.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOB,NA,306,497.73,FALSE,NA,77,2016
,BA-08270/2016,https://www.jornaldosudoeste.com/pesquisa-aponta-lideranca-de-joao-farias-na-corrida-pela-prefeitura-de-rio-de-contas/,TRUE,p,1,NA,NA,JOAO ANTONIO AZEVEDO FARIAS,"50,65",CRISTIANO CARDOSO AZEVEDO,40.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOB,NA,307,5105.73,FALSE,NA,78,2016
