"new_tse_id","CNPJ","url","tse_id","util","position","estimulada","cand1","resul1","cand2","resul2","cand3","resul3","cand4","resul4","cand5","resul5","cand6","resul6","cand7","resul7","cand8","resul8","cand9","resul9","cand10","resul10","cand11","resul11","cand12","resul12","cand13","resul13","person","suspensa","vv","cand14","resul14","cand15","resul15","cand16","resul16","cand17","resul17","cand18","resul18","cand19","resul19","cand20","resul20","cand21","resul21","cand22","resul22","cand23","resul23","cand24","resul24","cand25","resul25","cand26","resul26","cand27","resul27","cand28","resul28","cand29","resul29","cand30","resul30","SG_UE","cand31","resul31","cand32","resul32","cand33","resul33","cand34","resul34","cand35","resul35","cand36","resul36","cand37","resul37","cand38","resul38","cand39","resul40","cand41","resul41","cand42","resul42","cand43","resul43","instituto","scenario","total","NM_UE","for_patch_1","for_patch_4","year","for_patch_2","for_patch_3","OBS","ID","for_patch_5","for_patch_6","obs"
,"11849437000110","https://pt.wikipedia.org/wiki/Pesquisas_de_opini%C3%A3o_sobre_a_elei%C3%A7%C3%A3o_presidencial_do_Brasil_em_2018","BR-07829/2018","TRUE","pr","1","LULA","32","JAIR BOLSONARO","20","CIRO GOMES","7","MARINA SILVA","7","HENRIQUE MEIRELLES","1","ALVARO DIAS","4","GERALDO ALCKMIN","7","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","PEDRO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","951","78","BRASIL","FALSE","NA","2018","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"11849437000110","https://pt.wikipedia.org/wiki/Pesquisas_de_opini%C3%A3o_sobre_a_elei%C3%A7%C3%A3o_presidencial_do_Brasil_em_2018","BR-07829/2018","TRUE","pr","1","JAIR BOLSONARO","20","HADDAD","13","CIRO GOMES","8","MARINA SILVA","9","HENRIQUE MEIRELLES","1","ALVARO DIAS","5","GERALDO ALCKMIN","8","JOAO AMOEDO","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","PEDRO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","951","66","BRASIL","FALSE","NA","2018","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"2678167000131","https://www.opopular.com.br/polopoly_fs/1.1147892.1473825890!/menu/standard/file/Inten%C3%A7%C3%A3o%20de%20voto%20para%20prefeito%20de%20Itumbiara.pdf","GO-02828/2016","TRUE","p","0","ZE GOMES","52.9","ALVARO GUIMARAES","16","CESINHA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","PEDRO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1398","69.9","ITUMBIARA","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"2678167000131","https://www.opopular.com.br/polopoly_fs/1.1147892.1473825890!/menu/standard/file/Inten%C3%A7%C3%A3o%20de%20voto%20para%20prefeito%20de%20Itumbiara.pdf","GO-02828/2016","TRUE","p","1","ZE GOMES","58.1","ALVARO GUIMARAES","19.7","CESINHA","2.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","PEDRO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1399","80.3","ITUMBIARA","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"2678167000131","https://diariodegoias.com.br/pesquisa-serpes-o-popular-indica-que-havera-2-turno-entre-iris-e-vanderlan/","GO-04160/2016","TRUE","p","0","IRIS REZENDE","35.6","VANDERLAN CARDOSO","23.5","DELEGADO WALDIR","7","FRANCISCO JUNIOR","4.7","ADRIANA ACCORSI","4.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","PEDRO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1433","75.5","GOIANIA","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"2678167000131","https://diariodegoias.com.br/pesquisa-serpes-o-popular-indica-que-havera-2-turno-entre-iris-e-vanderlan/","GO-04160/2016","TRUE","p","1","IRIS REZENDE","38.1","VANDERLAN CARDOSO","26","DELEGADO WALDIR","8.5","FRANCISCO JUNIOR","5.5","ADRIANA ACCORSI","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","PEDRO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1434","83.1","GOIANIA","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"2678167000131","https://diariodegoias.com.br/votos-de-iris-migram-para-waldir-e-vanderlan-indica-pesquisa-serpes-o-popular/","GO-04445/2016","TRUE","p","0","DELEGADO WALDIR","4.6","VANDERLAN CARDOSO","4","ADRIANA ACCORSI","2","IRIS REZENDE","1.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","PEDRO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1439","12.4","GOIANIA","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"2678167000131","https://diariodegoias.com.br/votos-de-iris-migram-para-waldir-e-vanderlan-indica-pesquisa-serpes-o-popular/","GO-04445/2016","TRUE","p","1","DELEGADO WALDIR","32.7","VANDERLAN CARDOSO","21.2","ADRIANA ACCORSI","8.6","BRUNO PEIXOTO","4.6","LUIZ BITTENCOURT","2.6","GIUSEPPE VECCI","2.4","FRANCISCO JUNIOR","2","JOSE NELTO","2","DJALMA ARAUJO","1.4","ALEXANDRE MAGALHAES","1","NA","NA","NA","NA","NA","NA","PEDRO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1439","78.5","GOIANIA","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"6154093000195","http://psdb-mg.org.br/eleicoes2016/noticias/alex-de-freitas-dispara-nas-pesquisas-e-e-o-unico-candidato-que-cresce-em-contagem/","MG-06555/2016","TRUE","p","NA","ADEMIR LUCAS","19","ALEX FREITAS","17","CARLIN MOURA","15","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","PEDRO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2304","51","CONTAGEM","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"22642565000105","https://www.otempo.com.br/hotsites/elei%C3%A7%C3%B5es-2016/carlin-e-ademir-caminham-para-segundo-turno-em-contagem-1.1375096","MG-06905/2016","TRUE","p","0","CARLIN MOURA","18.8","ALEX FREITAS","10.1","ADEMIR LUCAS","8.5","RODINEI","3.4","JAMDER FILARETTI","3.3","KAKA MENEZES","1.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","PEDRO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2314","45.8","CONTAGEM","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"22642565000105","https://www.otempo.com.br/hotsites/elei%C3%A7%C3%B5es-2016/carlin-e-ademir-caminham-para-segundo-turno-em-contagem-1.1375096","MG-06905/2016","TRUE","p","1","CARLIN MOURA","23.3","ADEMIR LUCAS","18.5","ALEX FREITAS","15","JANDER FILARETTI","7.3","RODINEI","6","KAKA MENEZES","2.4","MONIQUE PACHECO","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","PEDRO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2315","73.5","CONTAGEM","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"9283689000183","https://portalgerais.com/bruno-lidera-intencoes-de-voto-em-camacho/","MG-09498/2016","TRUE","p","NA","BRUNO LAMOUNIER","39.5","ZE ULISSES","29.1","JOSE ARI","27.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","PEDRO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2336","96","CAMACHO","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"26968293000199","https://www.jornaldoestadoms.com/2018/09/eleicoes-2018-ranking-divulga-novos.html","BR-08894/2018","TRUE","pr","0","BOLSONARO","31.33","HADDAD","9.16","CIRO GOMES","5","LULA","4.41","ALVARO DIAS","2.83","ALCKMIN","2.58","MEIRELLES","2.41","MARINA SILVA","1.66","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","PEDRO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","984","59.38","MATO GROSSO DO SUL","FALSE","NA","2018","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"26968293000199","https://www.jornaldoestadoms.com/2018/09/eleicoes-2018-ranking-divulga-novos.html","BR-08894/2018","TRUE","pr","1","BOLSONARO","37.66","HADDAD","14.25","CIRO GOMES","10.41","ALCKMIN","4.91","MARINA SILVA","4.41","ALVARO DIAS","4.08","MEIRELLES","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","PEDRO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","986","78.72","MATO GROSSO DO SUL","FALSE","NA","2018","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"26968293000199","https://www.jpnews.com.br/tres-lagoas/pesquisa-aponta-preferencias-de-eleitores-em-30-cidades-do-estado/113659/","BR-02443/2018","TRUE","pr","1","JAIR BOLSONARO","32.66","LULA SILVA","30.58","CIRO GOMES","8.91","MARINA SILVA","2.66","GERALDO ALCKMIN","2.5","ALVARO DIAS","2.41","VALERIA MONTERIO","1.41","RODRIGO MAIA","1.08","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","PEDRO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","753","82.21","MATO GROSSO DO SUL","FALSE","NA","2018","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"8057107000188","https://180graus.com/pesquisa-eleitoral/jalessanto-antonio-de-lisboa-36-citaram-wellinton-e-29-ze-rivaldo","PI-06976/2016","TRUE","p","NA","WELINGTON CARLOS","36.43","ZE RIVALDO","29.29","DR PAULO LUIZ","18.21","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","PEDRO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3899","83.93","SANTO ANTONIO DE LISBOA","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"8057107000188","https://180graus.com/pesquisa-eleitoral/jalessanto-antonio-de-lisboa-36-citaram-wellinton-e-29-ze-rivaldo","PI-06976/2016","TRUE","v","NA","DEZIM","6.43","HAROLDO CIPRIANO","6.43","ANTONIO LUA","6.07","ERICA BARROS","6.07","NEUZELIA","5.36","SILVANY MOURA","4.64","ANTONIO SERAFIM","4.64","MAURICIO","4.29","CHICO PAULO","3.93","FABIO","3.57","NONATA","2.5","HALISSON ARAUJO","2.5","DUDE","2.14","PEDRO","NA","NA","FABI","2.14","VANDA","1.79","HILTON BENTO","1.43","CLERTO","1.07","LUIZ ANTONIO","1.07","MARCONE","1.07","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3900","67.14","SANTO ANTONIO DE LISBOA","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"19190101000109","http://www.jornaldaparnaiba.com/2018/09/wellington-dias-cai-para-37-e-oposicoes.html","PI-08793/2018","TRUE","g","NA","WELLINGTON DIAS","37.15","DR PESSOA","13.59","LUCIANO NUNES","10.35","ELMANO FERRER","3.97","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","PEDRO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3937","65.06","PIAUI","FALSE","NA","2018","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"4453641000152","https://www.jornalavozdoparana.com.br/wp-content/files_mf/edicao733.pdf","PR-02007/2016","TRUE","p","0","CHICO BRASILEIRO","34.5","PHELIPE MANSUR","17.5","CORONEL JAHNKE","5","OSLI MACHADO","4","MARCELINO","2","IRINEU RIBEIRO","1.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","PEDRO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4063","64.8","FOZ DO IGUACU","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"4453641000152","https://www.jornalavozdoparana.com.br/wp-content/files_mf/edicao733.pdf","PR-02007/2016","TRUE","p","1","CHICO BRASILEIRO","41.3","24","NA","7","NA","4,5","NA","2,5","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","PEDRO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4064","41.3","FOZ DO IGUACU","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"10956929000142","https://www.blogtacaimbo.com.br/2016/09/pesquisa-mostra-que-dr-neves-lidera.html","PE-02267/2016","TRUE","p","0","DR NEVES","41.5","JADIEL BRAGA","28.7","ILDELFONSO","2.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","PEDRO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","25615","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3440","72.7","NA","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"10956929000142","https://www.blogtacaimbo.com.br/2016/09/pesquisa-mostra-que-dr-neves-lidera.html","PE-02267/2016","TRUE","p","1","DR NEVES","46","JADIEL BRAGA","33.8","ILDELFONSO","3.8","JOAO LEAL","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","PEDRO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","25615","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3441","84.6","NA","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"11262311000145","NA","SP-00184/2016","TRUE","p","0","BRUNO GANEM","18.6","REINALDO NOGUEIRA","16.6","GASPAR","7.4","GERVASIO","5.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","PEDRO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FLS","5050","48","INDAIATUBA","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"11262311000145","NA","SP-00184/2016","TRUE","p","1","BRUNO GANEM","38.1","GASPAR","17.8","GERVASIO","16.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","PEDRO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FLS","5051","72.2","INDAIATUBA","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"11262311000145","NA","SP-09576/2016","TRUE","p","0","JUNIOR FINAMORE","31","ESTANISLAU STECK","8.9","DR LUCIO","3.2","JULIANO GASPARINI","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","PEDRO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FLS","5322","45.1","LOUVEIRA","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"11262311000145","NA","SP-09576/2016","TRUE","p","1","JUNIOR FINAMORE","42.7","ESTANISLAU STECK","13.9","DR LUCIO","8.2","JULIANO GASPARINI","4.2","PAULINHO","1.5","MARIA REGORAO","1.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","PEDRO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FLS","5323","71.7","LOUVEIRA","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"11849437000110","https://www.carlosbritto.com/pesquisa-aponta-paulo-bomfim-com-11-pontos-a-frente-de-joseph-bandeira/","BA-04713/2016","TRUE","p","NA","PAULO BOMFIM","39","JOSEPH BANDEIRA","28","CHARLES LEAO","21","DR MARCIO FEITOSA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","PEDRO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","261","89","JUAZEIRO","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"68802370000186","http://eleicoes.ibopeinteligencia.com/paginas/marcelo-miranda-segue-liderando-com-vantagem-a-disputa-pelo-governo-do-tocantins.aspx","BR-00884/2014","TRUE","pr","0","DILMA ROUSSEFF","57","MARINA SILVA","20","AECIO NEVES","9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","PEDRO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","611","86","BRASIL","FALSE","NA","2014","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"68802370000186","http://eleicoes.ibopeinteligencia.com/paginas/marcelo-miranda-segue-liderando-com-vantagem-a-disputa-pelo-governo-do-tocantins.aspx","BR-00884/2014","TRUE","pr","1","DILMA ROUSSEFF","53","MARINA SILVA","21","AECIO NEVES","9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","PEDRO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","614","83","BRASIL","FALSE","NA","2014","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
,"24314181000199","https://www.msnoticias.com.br/editorias/politica-mato-grosso-sul/pesquisa-valle-eleitor-consolida-lideranca-de-marquinhos/68952/","MS-06651/2016","TRUE","p","0","MARQUINHOS TRAD","39.76","ROSE MODESTO","23.64","ALCIDES BERNAL","8.23","CORONEL DAVID","1.05","ALEX PT","0.58","MARCELO BLUMA","0.35","SUEL FERRANTI","0.35","ROSANA SANTOS","0.23","ATHAYDE NERI","0.23","NA","NA","NA","NA","NA","NA","NA","NA","RAQUEL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2560","74.42","CAMPO GRANDE","FALSE","NA","2016","FALSE","FALSE","NA","NA","FALSE","TRUE","NA"
