"new_tse_id","CNPJ","url","tse_id","util","position","estimulada","cand1","resul1","cand2","resul2","cand3","resul3","cand4","resul4","cand5","resul5","cand6","resul6","cand7","resul7","cand8","resul8","cand9","resul9","cand10","resul10","cand11","resul11","cand12","resul12","cand13","resul13","person","suspensa","vv","cand14","resul14","cand15","resul15","cand16","resul16","cand17","resul17","cand18","resul18","cand19","resul19","cand20","resul20","cand21","resul21","cand22","resul22","cand23","resul23","cand24","resul24","cand25","resul25","cand26","resul26","cand27","resul27","cand28","resul28","cand29","resul29","cand30","resul30","SG_UE","cand31","resul31","cand32","resul32","cand33","resul33","cand34","resul34","cand35","resul35","cand36","resul36","cand37","resul37","cand38","resul38","cand39","resul40","cand41","resul41","cand42","resul42","cand43","resul43","instituto","scenario","total","NM_UE","for_patch_1","for_patch_4","year","for_patch_2","for_patch_3","OBS","ID","for_patch_5","for_patch_6","obs"
,"11100635000187","https://www.folhamax.com/politica/mt-dados-mostra-quadro-estabilizado-com-emanuel-a-frente-de-wilson/103090","MT-04704/2016","TRUE","p","0","EMANUEL PINHEIRO","46.75","WILSON SANTOS","25.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","BOB","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2929","4700.5","CUIABA","NA","NA","2016","NA","NA","NA","NA","FALSE","TRUE","NA"
,"11100635000187","https://www.folhamax.com/politica/mt-dados-mostra-quadro-estabilizado-com-emanuel-a-frente-de-wilson/103090","MT-04704/2016","TRUE","p","1","EMANUEL PINHEIRO","49.5","WILSON SANTOS","31","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","BOB","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2930","526","CUIABA","NA","NA","2016","NA","NA","NA","NA","FALSE","TRUE","NA"
,"15602816000162","http://itnet.com.br/noticia/31047/candidato-de-situacao-lidera-pesquisa-para-prefeito-em-frei-paulo","SE-09141/2016","TRUE","p","1","GABRIEL OLIVEIRA","50.75","ANDERSON","34","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","BOB","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5030","5109","FREI DE PAULO","NA","NA","2016","NA","NA","NA","NA","FALSE","TRUE","NA"
,"7268073000108","http://www.metrocomunicacao.com.br/jm2017/apos-definicao-de-candidaturas-lili-aymar-despenca-e-cai-1731-enquanto-que-leandro-amaro-cresce-e-reduz-diferenca/","SP-04398/2016","TRUE","p","NA","LILI AYMAR","34.44","LEANDRO","22.87","JOAO BORG","8.54","DR MARIO","4.41","LU CONSELHO","2.275","TONINHO GRAFICA","2.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","BOB","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5276","3484.295","ARACARIGUAMA","NA","NA","2016","NA","NA","NA","NA","FALSE","TRUE","NA"
,"3303870000128","https://www.tvcmnnoticias.com.br/2016/05/eleicoes-indecisos-sao-maioria-em-aguas.html","GO-06980/2016","TRUE","p","1","HILDO CANDANGO","11.2","ENIO TATICO","10","TULIO","7.9","GERALDO MESSIAS","6.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","PEDRO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1540","266","AGUAS LINDAS","NA","NA","2016","NA","NA","NA","NA","FALSE","TRUE","NA"
,"905916000190","http://www.blogdosilvio.com.br/2016/09/","MA-06372/2016","TRUE","p","1","SIMIAO POSTO","44.1","CHICO FREITAS","32.5","ANA PAULA","12.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","BOB","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1950","486.1","LAGOA GRANDE DO MARANHAO","FALSE","NA","2016","FALSE","NA","NA","66","FALSE","TRUE","NA"
,"11159115000140","https://caiohostilio.com/2016/09/28/noticias-672/","MA-06372/2016","TRUE","p","0","RUIVO","50","PAULO FUBUIA","31.5","ABRAAO FARMACIA","6.8","IANALDO PIMENTEL","0.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","BOB","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1949","88.8","CANTANHEDE","FALSE","NA","2016","FALSE","NA","NA","67","FALSE","TRUE","NA"
,"11159115000140","https://caiohostilio.com/2016/09/28/noticias-672/","MA-06372/2016","TRUE","p","0","RUIVO","51.6","PAULO FUBUIA","32.3","ABRAAO FARMACIA","7.6","IANALDO PIMENTEL","0.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","BOB","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1949","556.7","CANTANHEDE","FALSE","NA","2016","FALSE","NA","NA","68","FALSE","TRUE","NA"
,"11400305000107","https://www.vgnoticias.com.br/eleicoes-2016/no-segundo-turno-emanuel-aparece-com-442-e-wilson-tem-322/31175","MT-00488/2016","TRUE","p","0","EMANUEL PINHEIRO","38.8","WILSON SANTOS","30","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","BOB","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2772","418","CUIABA","FALSE","NA","2016","FALSE","NA","NA","83","FALSE","TRUE","NA"
,"11400305000107","https://www.vgnoticias.com.br/eleicoes-2016/no-segundo-turno-emanuel-aparece-com-442-e-wilson-tem-322/31175","MT-00488/2016","TRUE","p","1","EMANUEL PINHEIRO","44.2","WILSON SANTOS","32.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","BOB","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2774","474.2","CUIABA","FALSE","NA","2016","FALSE","NA","NA","84","FALSE","TRUE","NA"
,"11400305000107","https://www.midianews.com.br/politica/mendes-lidera-corrida-eleitoral-em-cuiaba-com-41-das-intencoes/270104","MT-04839/2016","TRUE","p","0","MAURO MENDES","17.3","PROCURADOR MAURO","1.5","EMANUEL PINHEIRO","0.8","ROBERTO FRANCA","0.5","LUDIO CABRAL","0.3","CHICO GALINDO","0.3","TONINHO SOUZA","0.3","VALTENIR PEREIRA","NA","SERYS MARLI","0.3","NA","NA","NA","NA","NA","NA","NA","NA","BOB","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2902","177","CUIABA","FALSE","NA","2016","FALSE","NA","NA","97","FALSE","TRUE","NA"
,"11400305000107","https://www.midianews.com.br/politica/mendes-lidera-corrida-eleitoral-em-cuiaba-com-41-das-intencoes/270104","MT-04839/2016","TRUE","p","1","MAURO MENDES","40.5","PROCURADOR MAURO","14","EMANUEL PINHEIRO","3.8","SERYS MARLI","4","JULIER SEBASTIAO","1.8","DONIZETE CASTRILLON","0.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","BOB","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2903","428.9","CUIABA","FALSE","NA","2016","FALSE","NA","NA","98","FALSE","TRUE","NA"
,"15563771000164","http://cidadesnanet.com/news/municipios/caridade-do-piaui/pesquisa-aponta-vitoria-de-toninho-em-caridade-do-piaui-veja/","PI-03981/2016","TRUE","p","1","TONINHO","60","VALDIM","34.67","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","PEDRO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3863","94.67","CARIDADE DO PIAUI","FALSE","NA","2016","FALSE","NA","NA","3771","FALSE","TRUE","NA"
,"10340949000194","https://www.facedanoticia.com.br/nota-de-esclarecimento/","PR-01041/2016","TRUE","p","1","LARA","36.1","EDISON REPINOSKI","33.17","MALKO","6.59","TERCIO ALBUQUERQUE","1.46","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","PEDRO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4063","77.32","QUATRO BARRAS","FALSE","NA","2016","FALSE","NA","NA","3853","FALSE","TRUE","NA"
,"6859792000130","http://jornalceleiro.com.br/2016/09/pesquisa-aponta-zancanaro-e-professor-marco-na-lideranca-das-intencoes-de-voto/","SC-04891/2016","TRUE","p","NA","ZANCANARO","41.33","NELSON CRUZ","39.78","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","CLARA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","80691","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4884","81.11","NA","FALSE","NA","2016","FALSE","NA","NA","1338","FALSE","TRUE","NA"
,"18237296000124","https://www.calameo.com/books/001518621caa2c66f821e","SC-04891/2016","TRUE","p","1","JONAS","41.9","GODINHO","29.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","CLARA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","80403","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4883","71","NA","FALSE","NA","2016","FALSE","NA","NA","1339","FALSE","TRUE","NA"
,"18237296000124","https://www.calameo.com/books/001518621caa2c66f821e","SC-04891/2016","TRUE","p","0","JONAS","40.1","GODINHO","28.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","CLARA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","80403","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4882","68.2","NA","FALSE","NA","2016","FALSE","NA","NA","1340","FALSE","TRUE","NA"
,"68802370000186","http://cbn.globoradio.globo.com/grandescoberturas/eleicoes-2016/2016/10/28/IBOPE-VANTAGEM-DE-GEAN-LOUREIRO-CAI-PARA-OITO-PONTOS-EM-FLORIANOPOLIS.htm","SC-05916/2016","TRUE","p","NA","ANGELA AMIN","36","GEAN LOUREIRO","44","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","CLARA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4888","80","FLORIANOPOLIS","FALSE","NA","2016","FALSE","NA","NA","1105","FALSE","TRUE","NA"
,"3155494000171","http://www.jornalmetropole.com.br/category/politica-2/page/31/","SP-00485/2016","TRUE","p","1","PAULO BARUFI","28.1","DR SATO","26.2","ZEZINHO","26.2","JULINHO","5.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","CLARA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5083","85.8","JANDIRA","FALSE","NA","2016","FALSE","NA","NA","1132","FALSE","TRUE","NA"
,"3155494000171","http://www.jornalmetropole.com.br/category/politica-2/page/31/","SP-00485/2016","TRUE","p","0","PAULO BARUFI","5","DR SATO","4.3","ZEZINHO","3.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","CLARA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5082","12.9","JANDIRA","FALSE","NA","2016","FALSE","NA","NA","1133","FALSE","TRUE","NA"
,"7742623000189","http://www.falaporto.com.br/politica/eleicoes-em-porto-ferreira-pesquisas-confirmam-lideranca-de-renata","SP-01243/2016","TRUE","p","NA","RENATA BRAGA","34.5","MAURICIO","27","ROMULO RIPPA","13","BERQUE","9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","PEDRO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5139","83.5","PORTO FERREIRA","FALSE","NA","2016","FALSE","NA","NA","3481","FALSE","TRUE","NA"
,"24776969000117","https://grupobomdia.com.br/pesquisas-apontam-eleicao-acirrada-em-bady-bassitt-tecnicamente-empatados/","SP-01777/2016","TRUE","p","NA","TOBARDINI","38","MEIRI","36.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","PEDRO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5181","74.5","BADY BASSITT","FALSE","NA","2016","FALSE","NA","NA","3485","FALSE","TRUE","NA"
,"68802370000186","http://g1.globo.com/sp/ribeirao-preto-franca/eleicoes/2016/noticia/2016/10/ibope-votos-validos-ricardo-tem-39-nogueira-35-e-gandini-11.html","SP-01884/2016","TRUE","p","1","RICARDO SILVA","30","DUARTE NOGUEIRA","26","GANDINI","9","RODRIGO CAMARGO","3","ALEXANDRE SOUSA","3","DOUTOR HERMENEGILDO","2","WAGNER RODRIGUES","2","FABIO ZAN","1","PROFESSOR EDMUR","1","NA","NA","NA","NA","NA","NA","NA","NA","CLARA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5195","77","RIBEIRAO PRETO","FALSE","NA","2016","FALSE","NA","NA","1158","FALSE","TRUE","NA"
,"8716449000162","https://www.facebook.com/atribunadejaguariuna/posts/1125931440826595:0","SP-03143/2016","TRUE","p","NA","TARCISIO","34.5","GUSTAVO DIAS","28.5","DR DORA","6.5","DU CORREA","2.75","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","CLARA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5234","72.25","JAGUARIUNA","FALSE","NA","2016","FALSE","NA","NA","1170","FALSE","TRUE","NA"
,"68802370000186","http://g1.globo.com/sp/campinas-regiao/eleicoes/2016/noticia/2016/09/jonas-tem-49-dr-helio-12-e-pochmann-10-diz-pesquisa-ibope.html","SP-07955/2016","TRUE","p","1","JONAS DONIZETTE","49","DR HELIO","12","MARCIO POCHMANN","10","ARTUR ORSI","5","MARCELA MOREIRA","4","MARCOS MARGARIDO","1","SURYA GUIMARAENS","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","CLARA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","62910","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5307","82","NA","FALSE","NA","2016","FALSE","NA","NA","1343","FALSE","TRUE","NA"
,"73988917000110","https://www.cotiaecia.com.br/2016/09/pesquisa-eleitoral-rogerio-franco-tem.html","SP-08458/2016","TRUE","p","1","ROGERIO FRANCO","32","QUINZINHO PEDROSO","26.9","WELLINGTON FORMIGA","8.5","MOISES CABRERA","4.75","ADILSON LIMA","4.25","VANESSA GRAVINO","3","JOAO SANTOS","1.25","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","MARI","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","63614","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5313","80.65","NA","FALSE","NA","2016","FALSE","NA","NA","2076","FALSE","TRUE","NA"
,"13098271000173","http://www.portoferreirahoje.com.br/noticia/2016/09/26/jornal-de-sao-carlos-divulga-pesquisa-sobre-intencoes-de-votos-para-prefeito-de-porto-ferreira/","SP-09651/2016","TRUE","p","1","DR MAURICIO","42.05","RENATA BRAGA","17.73","ROMULO RIPPA","13.86","BERQUE","8.18","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","CLARA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5341","81.82","PORTO FERREIRA","FALSE","NA","2016","FALSE","NA","NA","1184","FALSE","TRUE","NA"
,"10956929000142","https://politicadovaledosabugi.blogspot.com/2018/08/","PB-09878/2018","TRUE","g","1","JOAO AZEVEDO","26.5","MARANHAO","20.7","LUCELIO","15.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","PEDRO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","62.5","BRASIL","NA","NA","2018","NA","NA","NA","NA","NA","NA","NA"
